# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.742734227799e-10       7.642670423900e-15       5.080213747360e-13       2.853624874472e-19       9.470062759908e-09       5.820796087364e-10      -2.716954091082e-12 
    3       1.629235333659e-10       1.193535957797e-14       6.231359122539e-13       5.709455115482e-19       5.865280453973e-09       4.125336919029e-10      -2.299395364214e-12 
    4       1.523573316347e-10       1.276013671910e-14       6.276997997831e-13       9.520588248965e-19       4.085954530914e-09       3.122747770144e-10      -1.743015416645e-12 
    5       1.442519944622e-10       1.069379489826e-14       5.718884060231e-13       1.428976957998e-18       3.050231857955e-09       2.466887069912e-10      -1.206770013214e-12 
    6       1.383998822266e-10       7.407651952435e-15       4.891617192279e-13       2.002026909552e-18       2.381927475248e-09       2.006862063339e-10      -7.438303493492e-13 
    7       1.343216205652e-10       4.424199673165e-15       4.015739806402e-13       2.671578301281e-18       1.920126575854e-09       1.668360646409e-10      -3.777103688464e-13 
    8       1.316669597284e-10       2.477315749048e-15       3.216463646133e-13       3.438032445595e-18       1.585065098351e-09       1.410943993142e-10      -1.142093640455e-13 
    9       1.300568738607e-10       1.548604953150e-15       2.560697791954e-13       4.301810746930e-18       1.333434172229e-09       1.210485764766e-10       5.271674435885e-14 
   10       1.292651999726e-10       1.237911216320e-15       2.076337610667e-13       5.263342881024e-18       1.139486453320e-09       1.051286940906e-10       1.372874823635e-13 
   11       1.290885573014e-10       1.138890669674e-15       1.762508180099e-13       6.323055202007e-18       9.631241516765e-10       9.257482787908e-11       1.580875945155e-13 
   12       1.293739563193e-10       1.033230760450e-15       1.598765452638e-13       7.481359814598e-18       8.413724852277e-10       8.182190033079e-11       1.367648843629e-13 
   13       1.300225664843e-10       8.908086397517e-16       1.553195035192e-13       8.738644718534e-18       7.414183644124e-10       7.286008538732e-11       9.200670578248e-14 
   14       1.309953210549e-10       7.687957257446e-16       1.589566594000e-13       1.009526538587e-17       6.582664508152e-10       6.546931251076e-11       4.021636547642e-14 
   15       1.321932531294e-10       7.147230606534e-16       1.673543498832e-13       1.155153807078e-17       5.882878706207e-10       5.904131138368e-11      -7.123241943012e-15 
   16       1.335548998987e-10       7.282070720516e-16       1.777420920124e-13       1.310773507853e-17       5.287910258862e-10       5.351514556167e-11      -4.244152888525e-14 
   17       1.350908292804e-10       7.765069205070e-16       1.882178836926e-13       1.476408213846e-17       4.777559391452e-10       4.875709206967e-11      -6.265184117670e-14 
   18       1.367720264656e-10       8.267033078336e-16       1.976384368966e-13       1.652075691634e-17       4.334656056785e-10       4.459767739051e-11      -6.834832576678e-14 
   19       1.385915163392e-10       8.766342127828e-16       2.058095254481e-13       1.837789578682e-17       3.952140403029e-10       4.095631761453e-11      -6.227069038924e-14 
   20       1.404884145073e-10       9.360426674555e-16       2.128854162761e-13       2.033558632766e-17       3.615287942082e-10       3.768545792774e-11      -4.904847469922e-14 
   21       1.424683957972e-10       1.021497787254e-15       2.193174852795e-13       2.239388780741e-17       3.318799347636e-10       3.476399024107e-11      -3.275001722214e-14 
   22       1.445223124776e-10       1.150622923970e-15       2.257228365022e-13       2.455282232477e-17       3.055564490182e-10       3.216591225360e-11      -1.769167119959e-14 
   23       1.466514622224e-10       1.322847557574e-15       2.325668014592e-13       2.681239946688e-17       2.821958346814e-10       2.986249706871e-11      -6.268480880178e-15 
   24       1.488358673980e-10       1.530278400584e-15       2.402196820060e-13       2.917260739041e-17       2.612577742394e-10       2.779440672213e-11      -6.425868034239e-17 
   25       1.510758826199e-10       1.768258025049e-15       2.486646762471e-13       3.163344186820e-17       2.424953419251e-10       2.593037992559e-11       9.845837810397e-16 
   26       1.533614343583e-10       2.032940866390e-15       2.576641621531e-13       3.419489544069e-17       2.255682772590e-10       2.423202932994e-11      -2.157073598687e-15 
   27       1.556956176250e-10       2.324790397293e-15       2.667924797388e-13       3.685698295765e-17       2.102735344390e-10       2.269122624558e-11      -7.926140949834e-15 
   28       1.580741242830e-10       2.645039441803e-15       2.755020552645e-13       3.961973452272e-17       1.963476085449e-10       2.129709763654e-11      -1.440173558265e-14 
   29       1.605036956723e-10       2.992399586590e-15       2.833476426742e-13       4.248322558953e-17       1.837190933175e-10       2.003858384799e-11      -2.037358184372e-14 
   30       1.629796801640e-10       3.364165610126e-15       2.898407395169e-13       4.544755916389e-17       1.722518874440e-10       1.888991757820e-11      -2.465686139840e-14 
   31       1.654858251248e-10       3.757960306442e-15       2.944966111658e-13       4.851286550531e-17       1.617115685456e-10       1.781615071747e-11      -2.614454089553e-14 
   32       1.680293412555e-10       4.176341800899e-15       2.972215447772e-13       5.167932351665e-17       1.520436350555e-10       1.681628336600e-11      -2.501352400178e-14 
   33       1.706160163384e-10       4.623999561773e-15       2.980740177990e-13       5.494715364432e-17       1.431798166528e-10       1.589448738858e-11      -2.199190813061e-14 
   34       1.732426816485e-10       5.105835597731e-15       2.971644256811e-13       5.831661236744e-17       1.349961233169e-10       1.504886870876e-11      -1.797549389279e-14 
   35       1.759077336465e-10       5.624164742597e-15       2.946379698913e-13       6.178797881994e-17       1.274504262648e-10       1.427379598825e-11      -1.370456598038e-14 
   36       1.786021649554e-10       6.180563612923e-15       2.906929700058e-13       6.536156944201e-17       1.204818077310e-10       1.355719324045e-11      -9.997642945897e-15 
   37       1.813125039695e-10       6.776418213246e-15       2.855315892665e-13       6.903772552464e-17       1.139991835972e-10       1.288404419392e-11      -7.640806685725e-15 
   38       1.840444295384e-10       7.412283757588e-15       2.791612307953e-13       7.281674674255e-17       1.079857263922e-10       1.225286384260e-11      -6.676202057080e-15 
   39       1.868056259922e-10       8.088290538358e-15       2.715290056682e-13       7.669893957061e-17       1.024223790093e-10       1.166396689125e-11      -6.878502919400e-15 
   40       1.895987175168e-10       8.804291120910e-15       2.625738365125e-13       8.068463729107e-17       9.725610501054e-11       1.111471047347e-11      -7.937609037226e-15 
   41       1.924227244718e-10       9.560077242916e-15       2.522096688015e-13       8.477416901127e-17       9.241835037180e-11       1.060072244771e-11      -9.484689599038e-15 
   42       1.952794014491e-10       1.035616080051e-14       2.402705727918e-13       8.896775045728e-17       8.789478122783e-11       1.012072011890e-11      -1.119518829933e-14 
   43       1.981679829777e-10       1.119321533393e-14       2.265463412952e-13       9.326556052121e-17       8.367325980180e-11       9.672803007640e-12      -1.270907275522e-14 
   44       2.010828895854e-10       1.207185958331e-14       2.107949774026e-13       9.766777037237e-17       7.972291481928e-11       9.252922903720e-12      -1.359775449205e-14 
   45       2.040171228304e-10       1.299264750225e-14       1.928003945986e-13       1.021745140898e-16       7.600514128749e-11       8.856272119676e-12      -1.348938127647e-14 
   46       2.069747027228e-10       1.395604099119e-14       1.725706402979e-13       1.067857913816e-16       7.251403367693e-11       8.482340280162e-12      -1.249847486373e-14 
   47       2.099611964541e-10       1.496242449892e-14       1.501956469232e-13       1.115015348504e-16       6.924550527704e-11       8.131082661315e-12      -1.091817401083e-14 
   48       2.129799885623e-10       1.601210865198e-14       1.257942078638e-13       1.163216341371e-16       6.618509619286e-11       7.801417854750e-12      -9.105720599274e-15 
   49       2.160320597511e-10       1.710532717897e-14       9.951547974842e-14       1.212459337129e-16       6.330720217788e-11       7.491148907729e-12      -7.486038769219e-15 
   50       2.191168352021e-10       1.824226973148e-14       7.150013426829e-14       1.262742299683e-16       6.058277712067e-11       7.197651353792e-12      -6.450422718287e-15 
   51       2.222355141141e-10       1.942319798494e-14       4.174789695363e-14       1.314062666679e-16       5.800669440793e-11       6.920340429289e-12      -6.011876602192e-15 
