# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.00946e-05 to 124.492 h/Mpc,
# number of wavenumbers equal to 713
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.252162308031e-02      -1.321228945164e+00      -1.081762873077e+03      -1.083116369271e+03      -1.318246689801e+00      -1.082568762342e+03       3.295616724502e-01       3.295616724502e-01 
       1.264611035186e-02      -1.316260089187e+00      -1.099185859483e+03      -1.100585601165e+03      -1.313289051166e+00      -1.100025208838e+03       3.283222627916e-01       3.283222627916e-01 
       1.277063349839e-02      -1.311307688839e+00      -1.116678016086e+03      -1.118125100312e+03      -1.308347830034e+00      -1.117551723958e+03       3.270869575085e-01       3.270869575085e-01 
       1.289519250234e-02      -1.306369266748e+00      -1.134235826258e+03      -1.135731387482e+03      -1.303420555682e+00      -1.135144823485e+03       3.258551389205e-01       3.258551389205e-01 
       1.301978737141e-02      -1.301441313712e+00      -1.151855888676e+03      -1.153401007903e+03      -1.298503725599e+00      -1.152801062333e+03       3.246259313998e-01       3.246259313998e-01 
       1.314441813793e-02      -1.296531486724e+00      -1.169540075413e+03      -1.171135969345e+03      -1.293604981911e+00      -1.170522425737e+03       3.234012454778e-01       3.234012454778e-01 
       1.326908485837e-02      -1.291635809261e+00      -1.187285053002e+03      -1.188932888787e+03      -1.288720355817e+00      -1.188305539711e+03       3.221800889543e-01       3.221800889543e-01 
       1.339378761283e-02      -1.286754527266e+00      -1.205089500695e+03      -1.206790443145e+03      -1.283850092718e+00      -1.206149081950e+03       3.209625231795e-01       3.209625231795e-01 
       1.351852650461e-02      -1.281888575037e+00      -1.222952068181e+03      -1.224707304259e+03      -1.278995125351e+00      -1.224051721119e+03       3.197487813376e-01       3.197487813376e-01 
       1.364330165981e-02      -1.277037636238e+00      -1.240871411525e+03      -1.242682331125e+03      -1.274155137994e+00      -1.242012283771e+03       3.185387844984e-01       3.185387844984e-01 
       1.376811322698e-02      -1.272196972222e+00      -1.258842872294e+03      -1.260710527222e+03      -1.269325403645e+00      -1.260025829533e+03       3.173313509111e-01       3.173313509111e-01 
       1.389296137675e-02      -1.267368662479e+00      -1.276866578151e+03      -1.278792223947e+03      -1.264507990329e+00      -1.278092656779e+03       3.161269975823e-01       3.161269975823e-01 
       1.401784630156e-02      -1.262557541315e+00      -1.294944679128e+03      -1.296929371602e+03      -1.259707729329e+00      -1.296214747495e+03       3.149269323323e-01       3.149269323323e-01 
       1.414276821540e-02      -1.257760935694e+00      -1.313074597164e+03      -1.315119203920e+03      -1.254921950255e+00      -1.314389366668e+03       3.137304875636e-01       3.137304875636e-01 
       1.426772735353e-02      -1.252980337441e+00      -1.331252825073e+03      -1.333358858761e+03      -1.250152144143e+00      -1.332613548793e+03       3.125380360358e-01       3.125380360358e-01 
       1.439272397235e-02      -1.248209188098e+00      -1.349476169390e+03      -1.351644874589e+03      -1.245391764220e+00      -1.350883876703e+03       3.113479410550e-01       3.113479410550e-01 
       1.451775834915e-02      -1.243454664994e+00      -1.367746486989e+03      -1.369979463936e+03      -1.240647973936e+00      -1.369202504791e+03       3.101619934841e-01       3.101619934841e-01 
       1.464283078199e-02      -1.238716097337e+00      -1.386062006977e+03      -1.388360529804e+03      -1.235920103923e+00      -1.387567389389e+03       3.089800259807e-01       3.089800259807e-01 
       1.476794158957e-02      -1.233989070048e+00      -1.404419728813e+03      -1.406785082290e+03      -1.231203747526e+00      -1.405975539783e+03       3.078009368816e-01       3.078009368816e-01 
       1.489309111111e-02      -1.229270937232e+00      -1.422815483330e+03      -1.425248819900e+03      -1.226496264162e+00      -1.424422677170e+03       3.066240660404e-01       3.066240660404e-01 
       1.501827970632e-02      -1.224572262015e+00      -1.441254905485e+03      -1.443757539233e+03      -1.221808196174e+00      -1.442914570269e+03       3.054520490436e-01       3.054520490436e-01 
       1.514350775529e-02      -1.219887531345e+00      -1.459733469169e+03      -1.462307400554e+03      -1.217134041250e+00      -1.461447269601e+03       3.042835103126e-01       3.042835103126e-01 
       1.526877565847e-02      -1.215215311471e+00      -1.478248224020e+03      -1.480894414625e+03      -1.212472368928e+00      -1.480016955011e+03       3.031180922319e-01       3.031180922319e-01 
       1.539408383668e-02      -1.210555909085e+00      -1.496798729850e+03      -1.499518466409e+03      -1.207823484657e+00      -1.498623458955e+03       3.019558711644e-01       3.019558711644e-01 
       1.551943273109e-02      -1.205908482074e+00      -1.515382821108e+03      -1.518176980112e+03      -1.203186548279e+00      -1.517264272715e+03       3.007966370697e-01       3.007966370697e-01 
       1.564482280329e-02      -1.201276172384e+00      -1.534001534300e+03      -1.536871993384e+03      -1.198564695135e+00      -1.535941271547e+03       2.996411737836e-01       2.996411737836e-01 
       1.577025453526e-02      -1.196658609635e+00      -1.552652768109e+03      -1.555600991490e+03      -1.193957556704e+00      -1.554652008285e+03       2.984893891759e-01       2.984893891759e-01 
       1.589572842955e-02      -1.192051714329e+00      -1.571333443631e+03      -1.574360447792e+03      -1.189361059935e+00      -1.573393029710e+03       2.973402649837e-01       2.973402649837e-01 
       1.602124500924e-02      -1.187460006471e+00      -1.590044430434e+03      -1.593151898638e+03      -1.184779717230e+00      -1.592165763961e+03       2.961949293075e-01       2.961949293075e-01 
       1.614680481816e-02      -1.182880945641e+00      -1.608782269627e+03      -1.611971829294e+03      -1.180210993467e+00      -1.610966706395e+03       2.950527483667e-01       2.950527483667e-01 
       1.627240842093e-02      -1.178313655600e+00      -1.627547144784e+03      -1.630818803962e+03      -1.175654012879e+00      -1.629794683321e+03       2.939135032198e-01       2.939135032198e-01 
       1.639805640313e-02      -1.173761643369e+00      -1.646338545080e+03      -1.649694548170e+03      -1.171112276363e+00      -1.648651058377e+03       2.927780690908e-01       2.927780690908e-01 
       1.652374937146e-02      -1.169226360176e+00      -1.665157712979e+03      -1.668600960935e+03      -1.166587231394e+00      -1.667537623910e+03       2.916468078486e-01       2.916468078486e-01 
       1.664948795394e-02      -1.164700408425e+00      -1.683996200617e+03      -1.687527033195e+03      -1.162071496444e+00      -1.686443788064e+03       2.905178741111e-01       2.905178741111e-01 
       1.677527280002e-02      -1.160184234172e+00      -1.702852703089e+03      -1.706471946300e+03      -1.157565516819e+00      -1.705368653864e+03       2.893913792049e-01       2.893913792049e-01 
       1.690110458088e-02      -1.155688522074e+00      -1.721737858446e+03      -1.725448496008e+03      -1.153079953715e+00      -1.724324664520e+03       2.882699884286e-01       2.882699884286e-01 
       1.702698398961e-02      -1.151203779940e+00      -1.740640878082e+03      -1.744442959640e+03      -1.148605335602e+00      -1.743298575636e+03       2.871513339004e-01       2.871513339004e-01 
       1.715291174144e-02      -1.146730782798e+00      -1.759562591592e+03      -1.763457053087e+03      -1.144142435006e+00      -1.762291959364e+03       2.860356087516e-01       2.860356087516e-01 
       1.727888857404e-02      -1.142271664584e+00      -1.778500070678e+03      -1.782490380957e+03      -1.139693383177e+00      -1.781304011147e+03       2.849233457943e-01       2.849233457943e-01 
       1.740491524776e-02      -1.137824673573e+00      -1.797453775049e+03      -1.801540485461e+03      -1.135256430625e+00      -1.800332745376e+03       2.838141076563e-01       2.838141076563e-01 
       1.753099254592e-02      -1.133387468587e+00      -1.816419405399e+03      -1.820604334433e+03      -1.130829240909e+00      -1.819374926050e+03       2.827073102272e-01       2.827073102272e-01 
       1.765712127514e-02      -1.128970443479e+00      -1.835406126547e+03      -1.839690093752e+03      -1.126422187722e+00      -1.838438877986e+03       2.816055469305e-01       2.816055469305e-01 
       1.778330226564e-02      -1.124560730180e+00      -1.854401618944e+03      -1.858784992677e+03      -1.122022427831e+00      -1.857511907230e+03       2.805056069578e-01       2.805056069578e-01 
       1.790953637162e-02      -1.120169703492e+00      -1.873413322395e+03      -1.877900214693e+03      -1.117641314532e+00      -1.876604588935e+03       2.794103286329e-01       2.794103286329e-01 
       1.803582447156e-02      -1.115787824842e+00      -1.892432493627e+03      -1.897023306396e+03      -1.113269327418e+00      -1.895705072993e+03       2.783173318545e-01       2.783173318545e-01 
       1.816216746862e-02      -1.111418736036e+00      -1.911461803382e+03      -1.916158059042e+03      -1.108910100870e+00      -1.914816968447e+03       2.772275252175e-01       2.772275252175e-01 
       1.828856629106e-02      -1.107062431365e+00      -1.930499037364e+03      -1.935302579162e+03      -1.104563630247e+00      -1.933938330563e+03       2.761409075618e-01       2.761409075618e-01 
       1.841502189259e-02      -1.102718351331e+00      -1.949545288008e+03      -1.954455898656e+03      -1.100229355698e+00      -1.953068524493e+03       2.750573389244e-01       2.750573389244e-01 
       1.854153525284e-02      -1.098389342616e+00      -1.968600022256e+03      -1.973619803782e+03      -1.095910119787e+00      -1.972208961177e+03       2.739775299467e-01       2.739775299467e-01 
       1.866810737779e-02      -1.094074813505e+00      -1.987662706669e+03      -1.992795560634e+03      -1.091605330559e+00      -1.991360615542e+03       2.729013326397e-01       2.729013326397e-01 
       1.879473930021e-02      -1.089770192173e+00      -2.006727483186e+03      -2.011973438496e+03      -1.087310425986e+00      -2.010514385604e+03       2.718276064964e-01       2.718276064964e-01 
       1.892143208017e-02      -1.085475296937e+00      -2.025792519154e+03      -2.031153466735e+03      -1.083025225087e+00      -2.029669999841e+03       2.707563062717e-01       2.707563062717e-01 
       1.904818680551e-02      -1.081200433437e+00      -2.044869077598e+03      -2.050345822310e+03      -1.078760012819e+00      -2.048837807616e+03       2.696900032049e-01       2.696900032049e-01 
       1.917500459235e-02      -1.076933292161e+00      -2.063943089928e+03      -2.069536219549e+03      -1.074502503938e+00      -2.068003562675e+03       2.686256259846e-01       2.686256259846e-01 
       1.930188658565e-02      -1.072680479052e+00      -2.083020922012e+03      -2.088732552455e+03      -1.070259290869e+00      -2.087174909693e+03       2.675648227173e-01       2.675648227173e-01 
       1.942883395974e-02      -1.068442517872e+00      -2.102101825815e+03      -2.107935958870e+03      -1.066030896286e+00      -2.106352681432e+03       2.665077240716e-01       2.665077240716e-01 
       1.955584791890e-02      -1.064214953312e+00      -2.121179447045e+03      -2.127135987999e+03      -1.061812874941e+00      -2.125527092220e+03       2.654532187353e-01       2.654532187353e-01 
       1.968292969794e-02      -1.059999887286e+00      -2.140256190525e+03      -2.146336658588e+03      -1.057607323757e+00      -2.144701898789e+03       2.644018309394e-01       2.644018309394e-01 
       1.981008056283e-02      -1.055796719365e+00      -2.159329322964e+03      -2.165534221409e+03      -1.053413644449e+00      -2.163873517216e+03       2.633534111122e-01       2.633534111122e-01 
       1.993730181131e-02      -1.051607520150e+00      -2.178402819989e+03      -2.184734508933e+03      -1.049233901793e+00      -2.183047478156e+03       2.623084754483e-01       2.623084754483e-01 
       2.006459477357e-02      -1.047430995543e+00      -2.197473147809e+03      -2.203933264838e+03      -1.045066805153e+00      -2.202219643329e+03       2.612667012881e-01       2.612667012881e-01 
       2.019196081288e-02      -1.043268580712e+00      -2.216541606373e+03      -2.223132866398e+03      -1.040913786483e+00      -2.221392215209e+03       2.602284466207e-01       2.602284466207e-01 
       2.031940132634e-02      -1.039114716795e+00      -2.235599947188e+03      -2.242323718035e+03      -1.036769298552e+00      -2.240555818802e+03       2.591923246381e-01       2.591923246381e-01 
       2.044691774556e-02      -1.034979217703e+00      -2.254661188223e+03      -2.261517840559e+03      -1.032643135614e+00      -2.259722632398e+03       2.581607839034e-01       2.581607839034e-01 
       2.057451153743e-02      -1.030852344663e+00      -2.273711685405e+03      -2.280701699225e+03      -1.028525577866e+00      -2.278879107699e+03       2.571313944666e-01       2.571313944666e-01 
       2.070218420485e-02      -1.026739925205e+00      -2.292756628156e+03      -2.299884080012e+03      -1.024422442058e+00      -2.298033446850e+03       2.561056105145e-01       2.561056105145e-01 
       2.082993728758e-02      -1.022638540699e+00      -2.311792926755e+03      -2.319058257358e+03      -1.020330315706e+00      -2.317179513844e+03       2.550825789265e-01       2.550825789265e-01 
       2.095777236299e-02      -1.018549163929e+00      -2.330819370010e+03      -2.338223062159e+03      -1.016250170740e+00      -2.336316133133e+03       2.540625426850e-01       2.540625426850e-01 
       2.108569104696e-02      -1.014473402211e+00      -2.349840129263e+03      -2.357384605351e+03      -1.012183609494e+00      -2.355449100376e+03       2.530459023736e-01       2.530459023736e-01 
       2.121369499470e-02      -1.010410268028e+00      -2.368851993865e+03      -2.376538893190e+03      -1.008129647297e+00      -2.374574549586e+03       2.520324118242e-01       2.520324118242e-01 
       2.134178590168e-02      -1.006358847048e+00      -2.387852676857e+03      -2.395685974794e+03      -1.004087371278e+00      -2.393692152381e+03       2.510218428194e-01       2.510218428194e-01 
       2.146996550456e-02      -1.002323188789e+00      -2.406848960880e+03      -2.414827486075e+03      -1.000060823604e+00      -2.412804375827e+03       2.500152059009e-01       2.500152059009e-01 
       2.159823558209e-02      -9.982954507178e-01      -2.425827725680e+03      -2.433952896300e+03      -9.960421769102e-01      -2.431900273957e+03       2.490105442276e-01       2.490105442276e-01 
       2.172659795618e-02      -9.942845508555e-01      -2.444802152885e+03      -2.453075854053e+03      -9.920403314342e-01      -2.450993415751e+03       2.480100828585e-01       2.480100828585e-01 
       2.185505449283e-02      -9.902835258274e-01      -2.463760337279e+03      -2.472184315415e+03      -9.880483381521e-01      -2.470071783364e+03       2.470120845380e-01       2.470120845380e-01 
       2.198360710323e-02      -9.862940938951e-01      -2.482703992157e+03      -2.491278740344e+03      -9.840679123651e-01      -2.489136039138e+03       2.460169780913e-01       2.460169780913e-01 
       2.211225774483e-02      -9.823182539416e-01      -2.501638379535e+03      -2.510366203648e+03      -9.801010473000e-01      -2.508192962806e+03       2.450252618250e-01       2.450252618250e-01 
       2.224100842244e-02      -9.783547148246e-01      -2.520559543663e+03      -2.529442021847e+03      -9.761464553136e-01      -2.527237989902e+03       2.440366138284e-01       2.440366138284e-01 
       2.236986118938e-02      -9.744020917006e-01      -2.539465378449e+03      -2.548506217405e+03      -9.722027535401e-01      -2.546270798936e+03       2.430506883850e-01       2.430506883850e-01 
       2.249881814868e-02      -9.704668027456e-01      -2.558365454443e+03      -2.567563831870e+03      -9.682763490298e-01      -2.565297161756e+03       2.420690872574e-01       2.420690872574e-01 
       2.262788145429e-02      -9.665398154339e-01      -2.577245470801e+03      -2.586602881871e+03      -9.643582256712e-01      -2.584304724157e+03       2.410895564178e-01       2.410895564178e-01 
       2.275705331236e-02      -9.626260917008e-01      -2.596112217233e+03      -2.605630249160e+03      -9.604533365049e-01      -2.603300350926e+03       2.401133341262e-01       2.401133341262e-01 
       2.288633598249e-02      -9.587242527434e-01      -2.614962937181e+03      -2.624643372280e+03      -9.565603053715e-01      -2.622281449860e+03       2.391400763429e-01       2.391400763429e-01 
       2.301573177914e-02      -9.548357385216e-01      -2.633798231795e+03      -2.643642571375e+03      -9.526805701612e-01      -2.641248386412e+03       2.381701425403e-01       2.381701425403e-01 
       2.314524307298e-02      -9.509573696974e-01      -2.652617112098e+03      -2.662625451348e+03      -9.488109559438e-01      -2.660198993424e+03       2.372027389860e-01       2.372027389860e-01 
       2.327487229231e-02      -9.470924247768e-01      -2.671422084801e+03      -2.681597092005e+03      -9.449547355691e-01      -2.679137933379e+03       2.362386838923e-01       2.362386838923e-01 
       2.340462192455e-02      -9.432399406805e-01      -2.690211378739e+03      -2.700556668989e+03      -9.411109476435e-01      -2.698064229175e+03       2.352777369109e-01       2.352777369109e-01 
       2.353449451777e-02      -9.394012521027e-01      -2.708987719886e+03      -2.719502079017e+03      -9.372809250131e-01      -2.716976558522e+03       2.343202312533e-01       2.343202312533e-01 
       2.366449268225e-02      -9.355739710050e-01      -2.727747522416e+03      -2.738431494396e+03      -9.334622836901e-01      -2.735872810188e+03       2.333655709225e-01       2.333655709225e-01 
       2.379461909211e-02      -9.317579982598e-01      -2.746488965734e+03      -2.757346965124e+03      -9.296549243255e-01      -2.754754408102e+03       2.324137310814e-01       2.324137310814e-01 
       2.392487648698e-02      -9.279547956395e-01      -2.765213426717e+03      -2.776245516866e+03      -9.258603076966e-01      -2.773619081944e+03       2.314650769242e-01       2.314650769242e-01 
       2.405526767372e-02      -9.241616090885e-01      -2.783919397960e+03      -2.795125841267e+03      -9.220756828981e-01      -2.792465491588e+03       2.305189207245e-01       2.305189207245e-01 
       2.418579552827e-02      -9.203822079131e-01      -2.802611021102e+03      -2.813994226301e+03      -9.183048131276e-01      -2.811299576275e+03       2.295762032819e-01       2.295762032819e-01 
       2.431646299740e-02      -9.166133854468e-01      -2.821283187875e+03      -2.832846956080e+03      -9.145444972547e-01      -2.830117396256e+03       2.286361243137e-01       2.286361243137e-01 
       2.444727310069e-02      -9.128608030756e-01      -2.839945890742e+03      -2.851688880477e+03      -9.108003868117e-01      -2.848924630911e+03       2.277000967029e-01       2.277000967029e-01 
       2.457822893250e-02      -9.091168527342e-01      -2.858586344290e+03      -2.870508138589e+03      -9.070648876900e-01      -2.867709273552e+03       2.267662219225e-01       2.267662219225e-01 
       2.470933366396e-02      -9.053865367282e-01      -2.877216430721e+03      -2.889320991371e+03      -9.033429908075e-01      -2.886486872635e+03       2.258357477019e-01       2.258357477019e-01 
       2.484059054514e-02      -9.016694938488e-01      -2.895823646612e+03      -2.908113495419e+03      -8.996343409775e-01      -2.905243721681e+03       2.249085852444e-01       2.249085852444e-01 
       2.497200290717e-02      -8.979623517097e-01      -2.914414601633e+03      -2.926889787973e+03      -8.959355670892e-01      -2.923984356187e+03       2.239838917723e-01       2.239838917723e-01 
       2.510357416456e-02      -8.942656500375e-01      -2.932986680585e+03      -2.945647230720e+03      -8.922472093479e-01      -2.942706142375e+03       2.230618023370e-01       2.230618023370e-01 
       2.523530781746e-02      -8.905826938385e-01      -2.951545400130e+03      -2.964393628990e+03      -8.885725667935e-01      -2.961416513383e+03       2.221431416984e-01       2.221431416984e-01 
       2.536720745413e-02      -8.869114217898e-01      -2.970086935529e+03      -2.983124305973e+03      -8.849095820324e-01      -2.980110931506e+03       2.212273955081e-01       2.212273955081e-01 
       2.549927675340e-02      -8.832523711487e-01      -2.988613253194e+03      -3.001841056463e+03      -8.812587910815e-01      -2.998791218725e+03       2.203146977704e-01       2.203146977704e-01 
       2.563151948728e-02      -8.796071099368e-01      -3.007126840766e+03      -3.020548520702e+03      -8.776217588822e-01      -3.017461666036e+03       2.194054397206e-01       2.194054397206e-01 
       2.576393952359e-02      -8.759680183959e-01      -3.025614635478e+03      -3.039229787188e+03      -8.739908802305e-01      -3.036105988986e+03       2.184977200576e-01       2.184977200576e-01 
       2.589654082881e-02      -8.723499640029e-01      -3.044103280266e+03      -3.057913722878e+03      -8.703809951223e-01      -3.054752686385e+03       2.175952487806e-01       2.175952487806e-01 
       2.602932747084e-02      -8.687330760774e-01      -3.062557890343e+03      -3.076562804563e+03      -8.667722697498e-01      -3.073364672765e+03       2.166930674375e-01       2.166930674375e-01 
       2.616230362206e-02      -8.651364006782e-01      -3.081012209876e+03      -3.095213915695e+03      -8.631837147123e-01      -3.091978313097e+03       2.157959286781e-01       2.157959286781e-01 
       2.629547356238e-02      -8.615478813247e-01      -3.099445057669e+03      -3.113845118659e+03      -8.596032958263e-01      -3.110571798661e+03       2.149008239566e-01       2.149008239566e-01 
       2.642884168240e-02      -8.579698856382e-01      -3.117861615410e+03      -3.132459646492e+03      -8.560333765500e-01      -3.129148676392e+03       2.140083441375e-01       2.140083441375e-01 
       2.656241248677e-02      -8.544046895636e-01      -3.136266455524e+03      -3.151064883657e+03      -8.524762282336e-01      -3.147715874115e+03       2.131190570584e-01       2.131190570584e-01 
       2.669619059755e-02      -8.508509712460e-01      -3.154657074960e+03      -3.169657268421e+03      -8.489305317896e-01      -3.166270002251e+03       2.122326329474e-01       2.122326329474e-01 
       2.683018075785e-02      -8.473091223734e-01      -3.173035479417e+03      -3.188238573170e+03      -8.453966779834e-01      -3.184812870346e+03       2.113491694958e-01       2.113491694958e-01 
       2.696438783544e-02      -8.437787050648e-01      -3.191401500904e+03      -3.206813003748e+03      -8.418742290202e-01      -3.203347976206e+03       2.104685572551e-01       2.104685572551e-01 
       2.709881682662e-02      -8.402613798878e-01      -3.209756798091e+03      -3.225371164189e+03      -8.383648450612e-01      -3.221867713023e+03       2.095912112653e-01       2.095912112653e-01 
       2.723347286020e-02      -8.367547020501e-01      -3.228100987743e+03      -3.243922076326e+03      -8.348660826502e-01      -3.240379580136e+03       2.087165206625e-01       2.087165206625e-01 
       2.736836120160e-02      -8.332586617326e-01      -3.246430911707e+03      -3.262459767868e+03      -8.313779340175e-01      -3.258878061802e+03       2.078444835044e-01       2.078444835044e-01 
       2.750348725713e-02      -8.297736875769e-01      -3.264749560927e+03      -3.280987312122e+03      -8.279008264867e-01      -3.277366217084e+03       2.069752066217e-01       2.069752066217e-01 
       2.763885657847e-02      -8.262997930760e-01      -3.283057958065e+03      -3.299503817381e+03      -8.244347732775e-01      -3.295843463887e+03       2.061086933194e-01       2.061086933194e-01 
       2.777447486728e-02      -8.228375010657e-01      -3.301357473533e+03      -3.318014157310e+03      -8.209802967321e-01      -3.314314108310e+03       2.052450741830e-01       2.052450741830e-01 
       2.791034798000e-02      -8.193835614873e-01      -3.319643843333e+03      -3.336515167490e+03      -8.175341518385e-01      -3.332774809214e+03       2.043835379596e-01       2.043835379596e-01 
       2.804648193283e-02      -8.159478592854e-01      -3.337936450393e+03      -3.355020760588e+03      -8.141062068129e-01      -3.351240358971e+03       2.035265517032e-01       2.035265517032e-01 
       2.818288290698e-02      -8.125201082631e-01      -3.356213359060e+03      -3.373511246901e+03      -8.106861939047e-01      -3.369690710941e+03       2.026715484762e-01       2.026715484762e-01 
       2.831955725404e-02      -8.091027730215e-01      -3.374484353593e+03      -3.391996975443e+03      -8.072765725095e-01      -3.388136119735e+03       2.018191431274e-01       2.018191431274e-01 
       2.845651150158e-02      -8.056964924371e-01      -3.392748353870e+03      -3.410477236494e+03      -8.038779806513e-01      -3.406575815996e+03       2.009694951628e-01       2.009694951628e-01 
       2.859375235908e-02      -8.023000489924e-01      -3.411005671689e+03      -3.428950183422e+03      -8.004892037965e-01      -3.425008302431e+03       2.001223009491e-01       2.001223009491e-01 
       2.873128672398e-02      -7.989155127757e-01      -3.429261556844e+03      -3.447423862489e+03      -7.971123074335e-01      -3.443441170979e+03       1.992780768584e-01       1.992780768584e-01 
       2.886912168802e-02      -7.955416686123e-01      -3.447513697345e+03      -3.465894916327e+03      -7.937460790293e-01      -3.461871234213e+03       1.984365197573e-01       1.984365197573e-01 
       2.900726454390e-02      -7.921794328634e-01      -3.465767677566e+03      -3.484371560227e+03      -7.903914326777e-01      -3.480306279801e+03       1.975978581694e-01       1.975978581694e-01 
       2.914572279218e-02      -7.888265566753e-01      -3.484014034200e+03      -3.502835653160e+03      -7.870461250141e-01      -3.498729574449e+03       1.967615312535e-01       1.967615312535e-01 
       2.928450414844e-02      -7.854873294499e-01      -3.502270779327e+03      -3.521316151379e+03      -7.837144359481e-01      -3.517168297156e+03       1.959286089870e-01       1.959286089870e-01 
       2.942361655083e-02      -7.821560845921e-01      -3.520520102428e+03      -3.539788157765e+03      -7.803907101941e-01      -3.535598703481e+03       1.950976775485e-01       1.950976775485e-01 
       2.956306816786e-02      -7.788355183923e-01      -3.538772378133e+03      -3.558264026054e+03      -7.770776394330e-01      -3.554032823608e+03       1.942694098582e-01       1.942694098582e-01 
       2.970286740663e-02      -7.755250161911e-01      -3.557028141168e+03      -3.576742247904e+03      -7.737746097460e-01      -3.572469479785e+03       1.934436524365e-01       1.934436524365e-01 
       2.984302292131e-02      -7.722238676135e-01      -3.575285022457e+03      -3.595227095227e+03      -7.704809118979e-01      -3.590911869523e+03       1.926202279745e-01       1.926202279745e-01 
       2.998354362210e-02      -7.689392594390e-01      -3.593565391672e+03      -3.613733922492e+03      -7.672037191769e-01      -3.609376476198e+03       1.918009297942e-01       1.918009297942e-01 
       3.012443868456e-02      -7.656573107038e-01      -3.611830914536e+03      -3.632221703768e+03      -7.639291783194e-01      -3.627822721287e+03       1.909822945798e-01       1.909822945798e-01 
       3.026571755931e-02      -7.623905973064e-01      -3.630119973617e+03      -3.650740657195e+03      -7.606698389090e-01      -3.646298895177e+03       1.901674597272e-01       1.901674597272e-01 
       3.040738998228e-02      -7.591313559853e-01      -3.648410698789e+03      -3.669260445247e+03      -7.574179543621e-01      -3.664776037797e+03       1.893544885905e-01       1.893544885905e-01 
       3.054946598532e-02      -7.558830184286e-01      -3.666716016993e+03      -3.687793985814e+03      -7.541769493429e-01      -3.683267064570e+03       1.885442373357e-01       1.885442373357e-01 
       3.069195590741e-02      -7.526439000076e-01      -3.685033517062e+03      -3.706338943662e+03      -7.509451422290e-01      -3.701769628704e+03       1.877362855572e-01       1.877362855572e-01 
       3.083487040633e-02      -7.494149958361e-01      -3.703365360189e+03      -3.724900812460e+03      -7.477235265172e-01      -3.720288683709e+03       1.869308816293e-01       1.869308816293e-01 
       3.097822047089e-02      -7.461957985024e-01      -3.721713101767e+03      -3.743479278818e+03      -7.445115957566e-01      -3.738824218263e+03       1.861278989391e-01       1.861278989391e-01 
       3.112201743380e-02      -7.429856684518e-01      -3.740077959300e+03      -3.762079038029e+03      -7.413087108971e-01      -3.757380364260e+03       1.853271777243e-01       1.853271777243e-01 
       3.126627298511e-02      -7.397860631038e-01      -3.758465569697e+03      -3.780698599590e+03      -7.381163275473e-01      -3.775956783359e+03       1.845290818868e-01       1.845290818868e-01 
       3.141099918633e-02      -7.365961812933e-01      -3.776874367161e+03      -3.799338833263e+03      -7.349336467823e-01      -3.794553951499e+03       1.837334116956e-01       1.837334116956e-01 
       3.155620848524e-02      -7.334178272172e-01      -3.795312259008e+03      -3.818009747209e+03      -7.317624675489e-01      -3.813181534326e+03       1.829406168872e-01       1.829406168872e-01 
       3.170191373147e-02      -7.302459657604e-01      -3.813767292924e+03      -3.836698552413e+03      -7.285977657236e-01      -3.831826881913e+03       1.821494414309e-01       1.821494414309e-01 
       3.184812819282e-02      -7.270829949032e-01      -3.832249983699e+03      -3.855413509297e+03      -7.254419342436e-01      -3.850498616451e+03       1.813604835609e-01       1.813604835609e-01 
       3.199486557246e-02      -7.239297481725e-01      -3.850763539436e+03      -3.874161393911e+03      -7.222958050838e-01      -3.869202935393e+03       1.805739512709e-01       1.805739512709e-01 
       3.214214002696e-02      -7.207851747094e-01      -3.869307079015e+03      -3.892939834223e+03      -7.191583296579e-01      -3.887937708340e+03       1.797895824145e-01       1.797895824145e-01 
       3.228996618533e-02      -7.176473561676e-01      -3.887880191461e+03      -3.911751700219e+03      -7.160275921966e-01      -3.906705274240e+03       1.790068980491e-01       1.790068980491e-01 
       3.243835916899e-02      -7.145230456329e-01      -3.906503818030e+03      -3.930611116702e+03      -7.129103342772e-01      -3.925520855064e+03       1.782275835693e-01       1.782275835693e-01 
       3.258733461285e-02      -7.114075439744e-01      -3.925162975898e+03      -3.949506460900e+03      -7.098018662816e-01      -3.944372288627e+03       1.774504665704e-01       1.774504665704e-01 
       3.273690868750e-02      -7.082947536500e-01      -3.943847561756e+03      -3.968425046244e+03      -7.066961012537e-01      -3.963247309638e+03       1.766740253134e-01       1.766740253134e-01 
       3.288709812264e-02      -7.051960694425e-01      -3.962591101915e+03      -3.987407522981e+03      -7.036044127626e-01      -3.982185404845e+03       1.759011031906e-01       1.759011031906e-01 
       3.303792023171e-02      -7.021020836484e-01      -3.981372794660e+03      -4.006426895473e+03      -7.005174096219e-01      -4.001160587681e+03       1.751293524055e-01       1.751293524055e-01 
