# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.01244e-05 to 163.241 h/Mpc,
# number of wavenumbers equal to 626
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_nudm                 5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi                   11:psi                
       7.088348943376e-03      -1.546196835847e+00      -4.044305635326e+02      -4.046341296450e+02      -1.542717651579e+00      -2.596467898441e+02      -2.596467898441e+02      -2.596467898441e+02      -4.031841345888e+02       3.856794128948e-01       3.856794081021e-01 
       7.210623826788e-03      -1.540402993698e+00      -4.169035175952e+02      -4.171185309083e+02      -1.536936794396e+00      -2.656406735957e+02      -2.656406735957e+02      -2.656406735957e+02      -4.156042422482e+02       3.842341985990e-01       3.842341942876e-01 
       7.332987023851e-03      -1.534624760260e+00      -4.295248377853e+02      -4.297517767484e+02      -1.531171511180e+00      -2.716173065708e+02      -2.716173065708e+02      -2.716173065708e+02      -4.281715499457e+02       3.827928777950e-01       3.827928739026e-01 
       7.455434905910e-03      -1.528862698265e+00      -4.422924033723e+02      -4.425317502130e+02      -1.525422363404e+00      -2.775741354366e+02      -2.775741354366e+02      -2.775741354366e+02      -4.408839364520e+02       3.813555908510e-01       3.813555873242e-01 
       7.577964080510e-03      -1.523116836679e+00      -4.552039635123e+02      -4.554562137588e+02      -1.519689379997e+00      -2.835087282681e+02      -2.835087282681e+02      -2.835087282681e+02      -4.537391606896e+02       3.799223449992e-01       3.799223417920e-01 
       7.700571374289e-03      -1.517387357316e+00      -4.682573263565e+02      -4.685229905711e+02      -1.513972742389e+00      -2.894189041701e+02      -2.894189041701e+02      -2.894189041701e+02      -4.667350437871e+02       3.784931855973e-01       3.784931826698e-01 
       7.823253817336e-03      -1.511674682487e+00      -4.814504003182e+02      -4.817299993342e+02      -1.508272871969e+00      -2.953027601791e+02      -2.953027601791e+02      -2.953027601791e+02      -4.798695048107e+02       3.770682179921e-01       3.770682153100e-01 
       7.946008628874e-03      -1.505978944412e+00      -4.947810229828e+02      -4.950750966128e+02      -1.502589900696e+00      -3.011585741796e+02      -3.011585741796e+02      -3.011585741796e+02      -4.931404015787e+02       3.756474751739e-01       3.756474727074e-01 
       8.068833204154e-03      -1.500300207951e+00      -5.082470241163e+02      -5.085561331268e+02      -1.496923893322e+00      -3.069848496106e+02      -3.069848496106e+02      -3.069848496106e+02      -5.065455878968e+02       3.742309733304e-01       3.742309710538e-01 
       8.191725102434e-03      -1.494638665534e+00      -5.218462980140e+02      -5.221710251039e+02      -1.491275041879e+00      -3.127803556889e+02      -3.127803556889e+02      -3.127803556889e+02      -5.200829847687e+02       3.728187604698e-01       3.728187583606e-01 
       8.314682035948e-03      -1.488994346435e+00      -5.355767060717e+02      -5.359176498005e+02      -1.485643375615e+00      -3.185440689032e+02      -3.185440689032e+02      -3.185440689032e+02      -5.337504774911e+02       3.714108439038e-01       3.714108419425e-01 
       8.437701859770e-03      -1.483367525121e+00      -5.494362071882e+02      -5.497939931571e+02      -1.480029168408e+00      -3.242752561879e+02      -3.242752561879e+02      -3.242752561879e+02      -5.475460599219e+02       3.700072921021e-01       3.700072902720e-01 
       8.560782562504e-03      -1.477758097970e+00      -5.634226540854e+02      -5.637979225860e+02      -1.474432316894e+00      -3.299733382136e+02      -3.299733382136e+02      -3.299733382136e+02      -5.614676119163e+02       3.686080792235e-01       3.686080775096e-01 
       8.683922257704e-03      -1.472166349808e+00      -5.775340614551e+02      -5.779274684615e+02      -1.468853105282e+00      -3.356380463695e+02      -3.356380463695e+02      -3.356380463695e+02      -5.755131774746e+02       3.672132763204e-01       3.672132747100e-01 
       8.807119175985e-03      -1.466592427582e+00      -5.917684199569e+02      -5.921806328877e+02      -1.463291680206e+00      -3.412693001325e+02      -3.412693001325e+02      -3.412693001325e+02      -5.896807750184e+02       3.658229200514e-01       3.658229185331e-01 
       8.930371657735e-03      -1.461036159152e+00      -6.061236044793e+02      -6.065553059615e+02      -1.457747869932e+00      -3.468671496241e+02      -3.468671496241e+02      -3.468671496241e+02      -6.039683126315e+02       3.644369674830e-01       3.644369660470e-01 
       9.053678146408e-03      -1.455497651881e+00      -6.205976243081e+02      -6.210495096449e+02      -1.452221781587e+00      -3.524318943335e+02      -3.524318943335e+02      -3.524318943335e+02      -6.183738317346e+02       3.630554453968e-01       3.630554440345e-01 
       9.177037182320e-03      -1.449977322481e+00      -6.351886533190e+02      -6.356614172796e+02      -1.446713830955e+00      -3.579640786377e+02      -3.579640786377e+02      -3.579640786377e+02      -6.328955280846e+02       3.616784577387e-01       3.616784564426e-01 
       9.300447396922e-03      -1.444474948119e+00      -6.498946027865e+02      -6.503889502755e+02      -1.441223795708e+00      -3.634642392571e+02      -3.634642392571e+02      -3.634642392571e+02      -6.475313461097e+02       3.603059489269e-01       3.603059476902e-01 
       9.423907507500e-03      -1.438990494317e+00      -6.647134825149e+02      -6.652301326233e+02      -1.435751641439e+00      -3.689330724582e+02      -3.689330724582e+02      -3.689330724582e+02      -6.622793326806e+02       3.589379103597e-01       3.589379091766e-01 
       9.547416312280e-03      -1.433524318678e+00      -6.796435049436e+02      -6.801831777611e+02      -1.430297724957e+00      -3.743714640372e+02      -3.743714640372e+02      -3.743714640372e+02      -6.771377261945e+02       3.575744312392e-01       3.575744301045e-01 
       9.670972685884e-03      -1.428076102613e+00      -6.946825782052e+02      -6.952460137723e+02      -1.424861728384e+00      -3.797801820782e+02      -3.797801820782e+02      -3.797801820782e+02      -6.921044782654e+02       3.562154320960e-01       3.562154310052e-01 
       9.794575575129e-03      -1.422646134632e+00      -7.098289274325e+02      -7.104168714706e+02      -1.419443939578e+00      -3.851601758905e+02      -3.851601758905e+02      -3.851601758905e+02      -7.071778443409e+02       3.548609848945e-01       3.548609838436e-01 
       9.918223995127e-03      -1.417234276343e+00      -7.250805836711e+02      -7.256938026220e+02      -1.414044220447e+00      -3.905122700999e+02      -3.905122700999e+02      -3.905122700999e+02      -7.223558989499e+02       3.535110551117e-01       3.535110540971e-01 
       1.004191702567e-02      -1.411840662902e+00      -7.404357288303e+02      -7.410750030887e+02      -1.408662705845e+00      -3.958373092175e+02      -3.958373092175e+02      -3.958373092175e+02      -7.376368606219e+02       3.521656764611e-01       3.521656754797e-01 
       1.016565380789e-02      -1.406465147988e+00      -7.558924268265e+02      -7.565585587466e+02      -1.403299249761e+00      -4.011359780321e+02      -4.011359780321e+02      -4.011359780321e+02      -7.530188361767e+02       3.508248124402e-01       3.508248114891e-01 
       1.028943354110e-02      -1.401107825983e+00      -7.714488794714e+02      -7.721426889268e+02      -1.397953946357e+00      -4.064089043419e+02      -4.064089043419e+02      -4.064089043419e+02      -7.685000648091e+02       3.494884865891e-01       3.494884856659e-01 
       1.041325547995e-02      -1.395768587084e+00      -7.871032010580e+02      -7.878255304773e+02      -1.392626686054e+00      -4.116565040558e+02      -4.116565040558e+02      -4.116565040558e+02      -7.840787012380e+02       3.481566715134e-01       3.481566706158e-01 
       1.053711893172e-02      -1.390447470072e+00      -8.028536056961e+02      -8.036053143746e+02      -1.387317507535e+00      -4.168790465751e+02      -4.168790465751e+02      -4.168790465751e+02      -7.997529929717e+02       3.468293768838e-01       3.468293760098e-01 
       1.066102325379e-02      -1.385144406143e+00      -8.186982763005e+02      -8.194802432960e+02      -1.382026342104e+00      -4.220765636873e+02      -4.220765636873e+02      -4.220765636873e+02      -8.155211568186e+02       3.455065855260e-01       3.455065846739e-01 
       1.078496785137e-02      -1.379859419704e+00      -8.346354554107e+02      -8.354485737542e+02      -1.376753214105e+00      -4.272488667147e+02      -4.272488667147e+02      -4.272488667147e+02      -8.313814617940e+02       3.441883035264e-01       3.441883026945e-01 
       1.090895217527e-02      -1.374592412631e+00      -8.506633522533e+02      -8.515085303894e+02      -1.371498025582e+00      -4.323954851752e+02      -4.323954851752e+02      -4.323954851752e+02      -8.473321424961e+02       3.428745063954e-01       3.428745055825e-01 
       1.103297571997e-02      -1.369343273970e+00      -8.667801654561e+02      -8.676583274756e+02      -1.366260665804e+00      -4.375156630181e+02      -4.375156630181e+02      -4.375156630181e+02      -8.633714205680e+02       3.415651664511e-01       3.415651656557e-01 
       1.115703802164e-02      -1.364112076710e+00      -8.829842443549e+02      -8.838963213571e+02      -1.361041207558e+00      -4.426084294555e+02      -4.426084294555e+02      -4.426084294555e+02      -8.794976577693e+02       3.402603018895e-01       3.402603011106e-01 
       1.128113865651e-02      -1.358898582946e+00      -8.992737478660e+02      -9.002206878653e+02      -1.355839413432e+00      -4.476724302418e+02      -4.476724302418e+02      -4.476724302418e+02      -8.957090319096e+02       3.389598533580e-01       3.389598525946e-01 
       1.140527723914e-02      -1.353702898488e+00      -9.156470814129e+02      -9.166298355172e+02      -1.350655388966e+00      -4.527061403231e+02      -4.527061403231e+02      -4.527061403231e+02      -9.120039519109e+02       3.376638472415e-01       3.376638464926e-01 
       1.152945342100e-02      -1.348524833707e+00      -9.321024818307e+02      -9.331220165860e+02      -1.345488944887e+00      -4.577076742324e+02      -4.577076742324e+02      -4.577076742324e+02      -9.283806666081e+02       3.363722362217e-01       3.363722354865e-01 
       1.165366688899e-02      -1.343364278184e+00      -9.486382161130e+02      -9.496955110694e+02      -1.340339971058e+00      -4.626748928412e+02      -4.626748928412e+02      -4.626748928412e+02      -9.448374503339e+02       3.350849927646e-01       3.350849920423e-01 
       1.177791736419e-02      -1.338221257685e+00      -9.652527066409e+02      -9.663487495531e+02      -1.335208493099e+00      -4.676054805454e+02      -4.676054805454e+02      -4.676054805454e+02      -9.613727257158e+02       3.338021232747e-01       3.338021225647e-01 
       1.190220460059e-02      -1.333095517933e+00      -9.819441764467e+02      -9.830799752257e+02      -1.330094257262e+00      -4.724968018759e+02      -4.724968018759e+02      -4.724968018759e+02      -9.779847248743e+02       3.325235643156e-01       3.325235636172e-01 
       1.202652838399e-02      -1.327987285370e+00      -9.987111975098e+02      -9.998877635796e+02      -1.324997489504e+00      -4.773461787733e+02      -4.773461787733e+02      -4.773461787733e+02      -9.946720113604e+02       3.312493723761e-01       3.312493716888e-01 
       1.215088853095e-02      -1.322896128285e+00      -1.015551876636e+03      -1.016770251362e+03      -1.319917759059e+00      -4.821505520336e+02      -4.821505520336e+02      -4.821505520336e+02      -1.011432706361e+03       3.299794397648e-01       3.299794390881e-01 
       1.227528488777e-02      -1.317821977365e+00      -1.032464629277e+03      -1.033725869351e+03      -1.314854996671e+00      -4.869068604782e+02      -4.869068604782e+02      -4.869068604782e+02      -1.028265224635e+03       3.287137491678e-01       3.287137485012e-01 
       1.239971732963e-02      -1.312764837159e+00      -1.049447894829e+03      -1.050753068630e+03      -1.309809206937e+00      -4.916119504541e+02      -4.916119504541e+02      -4.916119504541e+02      -1.045168000778e+03       3.274523017342e-01       3.274523010772e-01 
       1.252418575971e-02      -1.307724331829e+00      -1.066499839147e+03      -1.067850045463e+03      -1.304780014862e+00      -4.962624836406e+02      -4.962624836406e+02      -4.962624836406e+02      -1.062139212266e+03       3.261950037154e-01       3.261950030678e-01 
       1.264869010844e-02      -1.302700598026e+00      -1.083619080732e+03      -1.085015421043e+03      -1.299767556714e+00      -5.008552944966e+02      -5.008552944966e+02      -5.008552944966e+02      -1.079177463527e+03       3.249418891785e-01       3.249418885399e-01 
       1.277323033273e-02      -1.297693424182e+00      -1.100803935730e+03      -1.102247531345e+03      -1.294771621429e+00      -5.053871009596e+02      -5.053871009596e+02      -5.053871009596e+02      -1.096281072641e+03       3.236929053572e-01       3.236929047273e-01 
       1.289780641534e-02      -1.292702740830e+00      -1.118052867605e+03      -1.119544848571e+03      -1.289792139675e+00      -5.098547426963e+02      -5.098547426963e+02      -5.098547426963e+02      -1.113448495534e+03       3.224480349189e-01       3.224480342973e-01 
       1.302241836424e-02      -1.287728394176e+00      -1.135364266230e+03      -1.136905778319e+03      -1.284828958007e+00      -5.142551330284e+02      -5.142551330284e+02      -5.142551330284e+02      -1.130678121721e+03       3.212072395018e-01       3.212072388885e-01 
       1.314706621207e-02      -1.282770250379e+00      -1.152736549789e+03      -1.154328746760e+03      -1.279881942887e+00      -5.185853403369e+02      -5.185853403369e+02      -5.185853403369e+02      -1.147968363776e+03       3.199704857218e-01       3.199704851163e-01 
       1.327175001556e-02      -1.277828177373e+00      -1.170168142451e+03      -1.171812189770e+03      -1.274950962552e+00      -5.228426287673e+02      -5.228426287673e+02      -5.228426287673e+02      -1.165317645105e+03       3.187377406379e-01       3.187377400402e-01 
       1.339646985508e-02      -1.272902155396e+00      -1.187657589742e+03      -1.189354655708e+03      -1.270035997296e+00      -5.270245478196e+02      -5.270245478196e+02      -5.270245478196e+02      -1.182724504603e+03       3.175089993240e-01       3.175089987337e-01 
       1.352122583423e-02      -1.267991826651e+00      -1.205203119362e+03      -1.206954392166e+03      -1.265136690123e+00      -5.311287868219e+02      -5.311287868219e+02      -5.311287868219e+02      -1.200187181807e+03       3.162841725309e-01       3.162841719480e-01 
       1.364601807936e-02      -1.263097394543e+00      -1.222803500292e+03      -1.224610161496e+03      -1.260253244006e+00      -5.351535813107e+02      -5.351535813107e+02      -5.351535813107e+02      -1.217704435466e+03       3.150633110015e-01       3.150633104258e-01 
       1.377084673929e-02      -1.258218679804e+00      -1.240457161654e+03      -1.242320403830e+03      -1.255385480058e+00      -5.390973731103e+02      -5.390973731103e+02      -5.390973731103e+02      -1.235274704240e+03       3.138463700145e-01       3.138463694458e-01 
       1.389571198492e-02      -1.253355681066e+00      -1.258162668876e+03      -1.260083690496e+03      -1.250533397013e+00      -5.429590534301e+02      -5.429590534301e+02      -5.429590534301e+02      -1.252896561737e+03       3.126333492534e-01       3.126333486916e-01 
       1.402061400895e-02      -1.248508289163e+00      -1.275918531814e+03      -1.277898543783e+03      -1.245696885946e+00      -5.467379076058e+02      -5.467379076058e+02      -5.467379076058e+02      -1.270568535600e+03       3.114242214865e-01       3.114242209315e-01 
       1.414555302563e-02      -1.243676295551e+00      -1.293723140627e+03      -1.295763374099e+03      -1.240875738811e+00      -5.504336090389e+02      -5.504336090389e+02      -5.504336090389e+02      -1.288289044999e+03       3.102189347027e-01       3.102189341543e-01 
       1.427052927050e-02      -1.238859668887e+00      -1.311575079412e+03      -1.313676782888e+03      -1.236069924364e+00      -5.540463745673e+02      -5.540463745673e+02      -5.540463745673e+02      -1.306056703841e+03       3.090174810911e-01       3.090174805493e-01 
       1.439554300018e-02      -1.234058401233e+00      -1.329472938440e+03      -1.331637396700e+03      -1.231279434749e+00      -5.575769261294e+02      -5.575769261294e+02      -5.575769261294e+02      -1.323870152558e+03       3.078198586872e-01       3.078198581519e-01 
       1.452059449225e-02      -1.229272281038e+00      -1.347415119582e+03      -1.349643652891e+03      -1.226504058915e+00      -5.610262564107e+02      -5.610262564107e+02      -5.610262564107e+02      -1.341727846818e+03       3.066260147287e-01       3.066260141997e-01 
       1.464568404502e-02      -1.224501425398e+00      -1.365400495123e+03      -1.367694328999e+03      -1.221743913671e+00      -5.643964103468e+02      -5.643964103468e+02      -5.643964103468e+02      -1.359628609868e+03       3.054359784178e-01       3.054359778951e-01 
       1.477081197744e-02      -1.219745478488e+00      -1.383427247651e+03      -1.385787721378e+03      -1.216998644076e+00      -5.676891037235e+02      -5.676891037235e+02      -5.676891037235e+02      -1.377570751883e+03       3.042496610191e-01       3.042496605026e-01 
       1.489597862900e-02      -1.215004711907e+00      -1.401494317030e+03      -1.403922793679e+03      -1.212268521158e+00      -5.709067270090e+02      -5.709067270090e+02      -5.709067270090e+02      -1.395553264693e+03       3.030671302896e-01       3.030671297792e-01 
       1.502118435966e-02      -1.210278774121e+00      -1.419600051176e+03      -1.422097828034e+03      -1.207553194189e+00      -5.740526664863e+02      -5.740526664863e+02      -5.740526664863e+02      -1.413574488635e+03       3.018882985473e-01       3.018882980429e-01 
       1.514642954977e-02      -1.205567889013e+00      -1.437743363146e+03      -1.440311784065e+03      -1.202852886573e+00      -5.771300678912e+02      -5.771300678912e+02      -5.771300678912e+02      -1.431633414910e+03       3.007132216431e-01       3.007132211448e-01 
       1.527171460003e-02      -1.200871696725e+00      -1.455922541022e+03      -1.458562947511e+03      -1.198167239293e+00      -5.801424718342e+02      -5.801424718342e+02      -5.801424718342e+02      -1.449728378703e+03       2.995418098232e-01       2.995418093307e-01 
       1.539703993154e-02      -1.196190386642e+00      -1.474136485453e+03      -1.476850258041e+03      -1.193496441343e+00      -5.830937696376e+02      -5.830937696376e+02      -5.830937696376e+02      -1.467858359577e+03       2.983741103357e-01       2.983741098490e-01 
       1.552240598572e-02      -1.191523890813e+00      -1.492383861965e+03      -1.495172381284e+03      -1.188840424945e+00      -5.859885289319e+02      -5.859885289319e+02      -5.859885289319e+02      -1.486022078154e+03       2.972101062362e-01       2.972101057553e-01 
       1.564781322442e-02      -1.186872137354e+00      -1.510663357432e+03      -1.513527959110e+03      -1.184199118367e+00      -5.888302973694e+02      -5.888302973694e+02      -5.888302973694e+02      -1.504218229278e+03       2.960497795917e-01       2.960497791164e-01 
       1.577326212989e-02      -1.182235133771e+00      -1.528973759296e+03      -1.531915769869e+03      -1.179572529104e+00      -5.916238693158e+02      -5.916238693158e+02      -5.916238693158e+02      -1.522445648802e+03       2.948931322761e-01       2.948931318063e-01 
       1.589875320493e-02      -1.177612782395e+00      -1.547313672680e+03      -1.550334479766e+03      -1.174960559735e+00      -5.943733314162e+02      -5.943733314162e+02      -5.943733314162e+02      -1.540703043692e+03       2.937401399339e-01       2.937401394696e-01 
       1.602428697292e-02      -1.173005007076e+00      -1.565681729400e+03      -1.568782774020e+03      -1.170363134311e+00      -5.970827913362e+02      -5.970827913362e+02      -5.970827913362e+02      -1.558989141172e+03       2.925907835778e-01       2.925907831190e-01 
       1.614986397792e-02      -1.168411916508e+00      -1.584076900272e+03      -1.587259620380e+03      -1.165780361260e+00      -5.997562324168e+02      -5.997562324168e+02      -5.997562324168e+02      -1.577302956211e+03       2.914450903149e-01       2.914450898614e-01 
       1.627548478484e-02      -1.163833367101e+00      -1.602497836543e+03      -1.605763675366e+03      -1.161212097315e+00      -6.023974374186e+02      -6.023974374186e+02      -6.023974374186e+02      -1.595643192298e+03       2.903030243288e-01       2.903030238806e-01 
       1.640114997954e-02      -1.159269258175e+00      -1.620943236406e+03      -1.624293607526e+03      -1.156658242000e+00      -6.050095885550e+02      -6.050095885550e+02      -6.050095885550e+02      -1.614008564851e+03       2.891645604999e-01       2.891645600569e-01 
       1.652686016901e-02      -1.154719690392e+00      -1.639412150522e+03      -1.642848438319e+03      -1.152118895721e+00      -6.075957723242e+02      -6.075957723242e+02      -6.075957723242e+02      -1.632398137904e+03       2.880297239304e-01       2.880297234924e-01 
       1.665261598151e-02      -1.150184737798e+00      -1.657903554330e+03      -1.661427160237e+03      -1.147594132346e+00      -6.101585619640e+02      -6.101585619640e+02      -6.101585619640e+02      -1.650810934628e+03       2.868985330865e-01       2.868985326535e-01 
       1.677841806681e-02      -1.145664130622e+00      -1.676415903077e+03      -1.680028295249e+03      -1.143083682704e+00      -6.126997386261e+02      -6.126997386261e+02      -6.126997386261e+02      -1.669245496818e+03       2.857709206761e-01       2.857709202481e-01 
       1.690426709636e-02      -1.141157847774e+00      -1.694948079135e+03      -1.698650807087e+03      -1.138587525736e+00      -6.152209337447e+02      -6.152209337447e+02      -6.152209337447e+02      -1.687700800120e+03       2.846468814340e-01       2.846468810109e-01 
       1.703016376355e-02      -1.136665946619e+00      -1.713499119628e+03      -1.717293649281e+03      -1.134105718647e+00      -6.177229742551e+02      -6.177229742551e+02      -6.177229742551e+02      -1.706175829024e+03       2.835264296619e-01       2.835264292435e-01 
       1.715610878390e-02      -1.132188379037e+00      -1.732067904684e+03      -1.735955770140e+03      -1.129638213391e+00      -6.202062684330e+02      -6.202062684330e+02      -6.202062684330e+02      -1.724669534656e+03       2.824095533477e-01       2.824095529341e-01 
       1.728210289537e-02      -1.127725093187e+00      -1.750653472567e+03      -1.754636027031e+03      -1.125184958169e+00      -6.226705390554e+02      -6.226705390554e+02      -6.226705390554e+02      -1.743180811581e+03       2.812962395424e-01       2.812962391334e-01 
       1.740814685862e-02      -1.123276005366e+00      -1.769254659044e+03      -1.773333348368e+03      -1.120745869436e+00      -6.251149811893e+02      -6.251149811893e+02      -6.251149811893e+02      -1.761708576046e+03       2.801864673591e-01       2.801864669547e-01 
       1.753424145727e-02      -1.118841062917e+00      -1.787870371454e+03      -1.792046661089e+03      -1.116320894647e+00      -6.275382754884e+02      -6.275382754884e+02      -6.275382754884e+02      -1.780251749757e+03       2.790802236618e-01       2.790802232619e-01 
       1.766038749826e-02      -1.114420291255e+00      -1.806499672027e+03      -1.810775075032e+03      -1.111910059121e+00      -6.299386822039e+02      -6.299386822039e+02      -6.299386822039e+02      -1.798809427203e+03       2.779775147802e-01       2.779775143847e-01 
       1.778658581213e-02      -1.110013538675e+00      -1.825141306024e+03      -1.829517422286e+03      -1.107513211491e+00      -6.323139246902e+02      -6.323139246902e+02      -6.323139246902e+02      -1.817380416491e+03       2.768783028729e-01       2.768783024817e-01 
       1.791283725339e-02      -1.105620782727e+00      -1.843794442272e+03      -1.848272744562e+03      -1.103130329279e+00      -6.346614343596e+02      -6.346614343596e+02      -6.346614343596e+02      -1.835963764912e+03       2.757825823197e-01       2.757825819328e-01 
       1.803914270084e-02      -1.101242045110e+00      -1.862458080644e+03      -1.867040129877e+03      -1.098761434148e+00      -6.369783718214e+02      -6.369783718214e+02      -6.369783718214e+02      -1.854558528645e+03       2.746903585371e-01       2.746903581544e-01 
       1.816550305798e-02      -1.096877160233e+00      -1.881131264981e+03      -1.885818566078e+03      -1.094406360795e+00      -6.392616406904e+02      -6.392616406904e+02      -6.392616406904e+02      -1.873163685343e+03       2.736015901988e-01       2.736015898202e-01 
       1.829191925340e-02      -1.092526105129e+00      -1.899812979799e+03      -1.904607016149e+03      -1.090065086313e+00      -6.415079991778e+02      -6.415079991778e+02      -6.415079991778e+02      -1.891778181159e+03       2.725162715782e-01       2.725162712037e-01 
       1.841839224117e-02      -1.088188878961e+00      -1.918502328900e+03      -1.923404669444e+03      -1.085737609854e+00      -6.437142133442e+02      -6.437142133442e+02      -6.437142133442e+02      -1.910401169408e+03       2.714344024636e-01       2.714344020932e-01 
       1.854492300125e-02      -1.083865412702e+00      -1.937198495178e+03      -1.942210568150e+03      -1.081423862478e+00      -6.458770496855e+02      -6.458770496855e+02      -6.458770496855e+02      -1.929031693855e+03       2.703559656194e-01       2.703559652530e-01 
       1.867151253997e-02      -1.079555638030e+00      -1.955900367233e+03      -1.961023788874e+03      -1.077123776065e+00      -6.479934005042e+02      -6.479934005042e+02      -6.479934005042e+02      -1.947668780902e+03       2.692809440162e-01       2.692809436537e-01 
       1.879816189048e-02      -1.075259461936e+00      -1.974607028506e+03      -1.979843370848e+03      -1.072837257784e+00      -6.500603178834e+02      -6.500603178834e+02      -6.500603178834e+02      -1.966311458588e+03       2.682093144459e-01       2.682093140873e-01 
       1.892487211319e-02      -1.070976928192e+00      -1.993317794369e+03      -1.998668543988e+03      -1.068564351307e+00      -6.520752808340e+02      -6.520752808340e+02      -6.520752808340e+02      -1.984958954400e+03       2.671410878266e-01       2.671410874718e-01 
       1.905164429633e-02      -1.066707965170e+00      -2.012031809653e+03      -2.017498468547e+03      -1.064304985102e+00      -6.540359018836e+02      -6.540359018836e+02      -6.540359018836e+02      -2.003610411910e+03       2.660762462755e-01       2.660762459245e-01 
       1.917847955640e-02      -1.062452412426e+00      -2.030747950594e+03      -2.036332035145e+03      -1.060058999129e+00      -6.559403262858e+02      -6.559403262858e+02      -6.559403262858e+02      -2.022264712713e+03       2.650147497824e-01       2.650147494351e-01 
       1.930537903875e-02      -1.058210418056e+00      -2.049465777450e+03      -2.055168737490e+03      -1.055826541150e+00      -6.577870888071e+02      -6.577870888071e+02      -6.577870888071e+02      -2.040921352366e+03       2.639566352875e-01       2.639566349440e-01 
       1.943234391810e-02      -1.053981752678e+00      -2.068183736892e+03      -2.074007501386e+03      -1.051607382418e+00      -6.595752099941e+02      -6.595752099941e+02      -6.595752099941e+02      -2.059579181030e+03       2.629018456045e-01       2.629018452646e-01 
       1.955937539914e-02      -1.049766465193e+00      -2.086901707683e+03      -2.092847549661e+03      -1.047401571564e+00      -6.613041907775e+02      -6.613041907775e+02      -6.613041907775e+02      -2.078237529272e+03       2.618503928909e-01       2.618503925547e-01 
       1.968647471708e-02      -1.045564534196e+00      -2.105618627641e+03      -2.111688203757e+03      -1.043209087326e+00      -6.629741890098e+02      -6.629741890098e+02      -6.629741890098e+02      -2.096895664997e+03       2.608022718314e-01       2.608022714988e-01 
       1.981364313832e-02      -1.041375954331e+00      -2.124333847370e+03      -2.130528716461e+03      -1.039029924372e+00      -6.645857175407e+02      -6.645857175407e+02      -6.645857175407e+02      -2.115552868479e+03       2.597574810930e-01       2.597574807640e-01 
       1.994088196101e-02      -1.037200598502e+00      -2.143046538117e+03      -2.149368119675e+03      -1.034863955862e+00      -6.661398022663e+02      -6.661398022663e+02      -6.661398022663e+02      -2.134208212609e+03       2.587159889656e-01       2.587159886400e-01 
       2.006819251579e-02      -1.033038543904e+00      -2.161756198550e+03      -2.168205876396e+03      -1.030711258800e+00      -6.676379705654e+02      -6.676379705654e+02      -6.676379705654e+02      -2.152861185346e+03       2.576778147000e-01       2.576778143780e-01 
       2.019557616637e-02      -1.028889669808e+00      -2.180461285023e+03      -2.187041162500e+03      -1.026571712967e+00      -6.690821958108e+02      -6.690821958108e+02      -6.690821958108e+02      -2.171510873476e+03       2.566429282417e-01       2.566429279231e-01 
       2.032303431031e-02      -1.024754003199e+00      -2.199161850059e+03      -2.205873192821e+03      -1.022445345118e+00      -6.704747187228e+02      -6.704747187228e+02      -6.704747187228e+02      -2.190156654174e+03       2.556113362795e-01       2.556113359644e-01 
       2.045056837967e-02      -1.020631549872e+00      -2.217857259141e+03      -2.224701444752e+03      -1.018332161010e+00      -6.718182887510e+02      -6.718182887510e+02      -6.718182887510e+02      -2.208798017371e+03       2.545830402524e-01       2.545830399407e-01 
       2.057817984182e-02      -1.016522222978e+00      -2.236546622822e+03      -2.243525365423e+03      -1.014232073977e+00      -6.731158131757e+02      -6.731158131757e+02      -6.731158131757e+02      -2.227434388520e+03       2.535580184941e-01       2.535580181858e-01 
       2.070587020016e-02      -1.012425973236e+00      -2.255228795403e+03      -2.262343819825e+03      -1.010145035080e+00      -6.743701170965e+02      -6.743701170965e+02      -6.743701170965e+02      -2.246064667853e+03       2.525362587700e-01       2.525362584649e-01 
       2.083364099492e-02      -1.008342968292e+00      -2.273904012914e+03      -2.281156754710e+03      -1.006071211459e+00      -6.755845834223e+02      -6.755845834223e+02      -6.755845834223e+02      -2.264688880334e+03       2.515178028646e-01       2.515178025629e-01 
       2.096149380398e-02      -1.004273069781e+00      -2.292571517249e+03      -2.299963254228e+03      -1.002010465018e+00      -6.767623331355e+02      -6.767623331355e+02      -6.767623331355e+02      -2.283306172997e+03       2.505026162545e-01       2.505026159560e-01 
       2.108943024374e-02      -1.000216124335e+00      -2.311229789058e+03      -2.318762578376e+03      -9.979626428947e-01      -6.779062676645e+02      -6.779062676645e+02      -6.779062676645e+02      -2.301915714982e+03       2.494906607237e-01       2.494906604284e-01 
