# Matter power spectrum P(k) at redshift z=0
# for k=1.00946e-05 to 124.492 h/Mpc,
# number of wavenumbers equal to 713
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.414276821540e-02       3.162952351739e+04 
       1.426772735353e-02       3.165590601806e+04 
       1.439272397235e-02       3.167973553366e+04 
       1.451775834915e-02       3.170121471573e+04 
       1.464283078199e-02       3.172034491224e+04 
       1.476794158957e-02       3.173708543621e+04 
       1.489309111111e-02       3.175134091492e+04 
       1.501827970632e-02       3.176346183447e+04 
       1.514350775529e-02       3.177336741038e+04 
       1.526877565847e-02       3.178097234765e+04 
       1.539408383668e-02       3.178636654622e+04 
       1.551943273109e-02       3.178952640285e+04 
       1.564482280329e-02       3.179061975894e+04 
       1.577025453526e-02       3.178962587889e+04 
       1.589572842955e-02       3.178648570644e+04 
       1.602124500924e-02       3.178133969175e+04 
       1.614680481816e-02       3.177412527412e+04 
       1.627240842093e-02       3.176487508945e+04 
       1.639805640313e-02       3.175372105072e+04 
       1.652374937146e-02       3.174080403459e+04 
       1.664948795394e-02       3.172578939603e+04 
       1.677527280002e-02       3.170872552025e+04 
       1.690110458088e-02       3.169014513271e+04 
       1.702698398961e-02       3.166962485363e+04 
       1.715291174144e-02       3.164729320600e+04 
       1.727888857404e-02       3.162318877941e+04 
       1.740491524776e-02       3.159730770931e+04 
       1.753099254592e-02       3.156960330200e+04 
       1.765712127514e-02       3.154042771612e+04 
       1.778330226564e-02       3.150940537784e+04 
       1.790953637162e-02       3.147695788768e+04 
       1.803582447156e-02       3.144274488261e+04 
       1.816216746862e-02       3.140694848257e+04 
       1.828856629106e-02       3.136956305441e+04 
       1.841502189259e-02       3.133062563064e+04 
       1.854153525284e-02       3.129023689798e+04 
       1.866810737779e-02       3.124847986292e+04 
       1.879473930021e-02       3.120512142315e+04 
       1.892143208017e-02       3.116021004155e+04 
       1.904818680551e-02       3.111411497270e+04 
       1.917500459235e-02       3.106645112491e+04 
       1.930188658565e-02       3.101750068514e+04 
       1.942883395974e-02       3.096733389050e+04 
       1.955584791890e-02       3.091570935919e+04 
       1.968292969794e-02       3.086278596881e+04 
       1.981008056283e-02       3.080850716274e+04 
       1.993730181131e-02       3.075307587156e+04 
       2.006459477357e-02       3.069641722166e+04 
       2.019196081288e-02       3.063863460262e+04 
       2.031940132634e-02       3.057951133529e+04 
       2.044691774556e-02       3.051942208304e+04 
       2.057451153743e-02       3.045803865548e+04 
       2.070218420485e-02       3.039562190141e+04 
       2.082993728758e-02       3.033204683162e+04 
       2.095777236299e-02       3.026732227700e+04 
       2.108569104696e-02       3.020163572362e+04 
       2.121369499470e-02       3.013492195784e+04 
       2.134178590168e-02       3.006720745685e+04 
       2.146996550456e-02       2.999858725190e+04 
       2.159823558209e-02       2.992882261157e+04 
       2.172659795618e-02       2.985828178805e+04 
       2.185505449283e-02       2.978670135131e+04 
       2.198360710323e-02       2.971413123881e+04 
       2.211225774483e-02       2.964076416312e+04 
       2.224100842244e-02       2.956651982685e+04 
       2.236986118938e-02       2.949141951658e+04 
       2.249881814868e-02       2.941562345582e+04 
       2.262788145429e-02       2.933887413016e+04 
       2.275705331236e-02       2.926135624150e+04 
       2.288633598249e-02       2.918303685826e+04 
       2.301573177914e-02       2.910394957166e+04 
       2.314524307298e-02       2.902407149617e+04 
       2.327487229231e-02       2.894352822581e+04 
       2.340462192455e-02       2.886231986478e+04 
       2.353449451777e-02       2.878043918707e+04 
       2.366449268225e-02       2.869786274380e+04 
       2.379461909211e-02       2.861464143920e+04 
       2.392487648698e-02       2.853074820241e+04 
       2.405526767372e-02       2.844617599452e+04 
       2.418579552827e-02       2.836106489997e+04 
       2.431646299740e-02       2.827535223920e+04 
       2.444727310069e-02       2.818916799610e+04 
       2.457822893250e-02       2.810229057788e+04 
       2.470933366396e-02       2.801504164223e+04 
       2.484059054514e-02       2.792716808250e+04 
       2.497200290717e-02       2.783877375722e+04 
       2.510357416456e-02       2.774982327672e+04 
       2.523530781746e-02       2.766047058883e+04 
       2.536720745413e-02       2.757064224781e+04 
       2.549927675340e-02       2.748038400271e+04 
       2.563151948728e-02       2.738978465456e+04 
       2.576393952359e-02       2.729855946491e+04 
       2.589654082881e-02       2.720723194844e+04 
       2.602932747084e-02       2.711514882206e+04 
       2.616230362206e-02       2.702296467032e+04 
       2.629547356238e-02       2.693030243265e+04 
       2.642884168240e-02       2.683723373821e+04 
       2.656241248677e-02       2.674388486759e+04 
       2.669619059755e-02       2.665020355272e+04 
       2.683018075785e-02       2.655622595727e+04 
       2.696438783544e-02       2.646201459727e+04 
       2.709881682662e-02       2.636744765182e+04 
       2.723347286020e-02       2.627265257638e+04 
       2.736836120160e-02       2.617754279523e+04 
       2.750348725713e-02       2.608217104584e+04 
       2.763885657847e-02       2.598653061902e+04 
       2.777447486728e-02       2.589069106042e+04 
       2.791034798000e-02       2.579460073479e+04 
       2.804648193283e-02       2.569848763629e+04 
       2.818288290698e-02       2.560204180170e+04 
       2.831955725404e-02       2.550542035426e+04 
       2.845651150158e-02       2.540860998414e+04 
       2.859375235908e-02       2.531158674378e+04 
       2.873128672398e-02       2.521446030455e+04 
       2.886912168802e-02       2.511717955057e+04 
       2.900726454390e-02       2.501985264886e+04 
       2.914572279218e-02       2.492223401114e+04 
       2.928450414844e-02       2.482470649343e+04 
       2.942361655083e-02       2.472692630039e+04 
       2.956306816786e-02       2.462905745979e+04 
       2.970286740663e-02       2.453107676049e+04 
       2.984302292131e-02       2.443301877587e+04 
       2.998354362210e-02       2.433509857570e+04 
       3.012443868456e-02       2.423675887535e+04 
       3.026571755931e-02       2.413863757272e+04 
       3.040738998228e-02       2.404033730866e+04 
       3.054946598532e-02       2.394201802218e+04 
       3.069195590741e-02       2.384363702522e+04 
       3.083487040633e-02       2.374524674286e+04 
       3.097822047089e-02       2.364682769330e+04 
       3.112201743380e-02       2.354842352221e+04 
       3.126627298511e-02       2.345001227921e+04 
       3.141099918633e-02       2.335158354991e+04 
       3.155620848524e-02       2.325323943207e+04 
       3.170191373147e-02       2.315480774121e+04 
       3.184812819282e-02       2.305637475188e+04 
       3.199486557246e-02       2.295799872353e+04 
       3.214214002696e-02       2.285963171709e+04 
       3.228996618533e-02       2.276127927943e+04 
       3.243835916899e-02       2.266309882585e+04 
       3.258733461285e-02       2.256492485277e+04 
       3.273690868750e-02       2.246659369625e+04 
       3.288709812264e-02       2.236853226661e+04 
       3.303792023171e-02       2.227041943221e+04 
       3.318939293797e-02       2.217238439632e+04 
       3.334153480205e-02       2.207436898725e+04 
       3.349436505096e-02       2.197656527204e+04 
       3.364790360889e-02       2.187872754037e+04 
       3.380217112969e-02       2.178074309378e+04 
       3.395718903136e-02       2.168318223182e+04 
       3.411297953245e-02       2.158555530418e+04 
       3.426956569079e-02       2.148801091820e+04 
       3.442697144448e-02       2.139053733382e+04 
       3.458522165545e-02       2.129314564788e+04 
       3.474434215565e-02       2.119579434497e+04 
       3.490435979628e-02       2.109857113243e+04 
       3.506530250003e-02       2.100147199154e+04 
       3.522719931678e-02       2.090442569906e+04 
       3.539008048290e-02       2.080740010947e+04 
       3.555397748446e-02       2.071058438719e+04 
       3.571892312477e-02       2.061387274254e+04 
       3.588495159637e-02       2.051707773983e+04 
       3.605209855814e-02       2.042050801168e+04 
       3.622040121761e-02       2.032405220608e+04 
       3.638989841925e-02       2.022755000223e+04 
       3.656063073904e-02       2.013116780269e+04 
       3.673264058585e-02       2.003493999839e+04 
       3.690597231039e-02       1.993875225287e+04 
       3.708067232226e-02       1.984256916911e+04 
       3.725678921591e-02       1.974656668582e+04 
       3.743437390626e-02       1.965062728714e+04 
       3.761347977496e-02       1.955480986979e+04 
       3.779416282820e-02       1.945885480778e+04 
       3.797648186732e-02       1.936316008372e+04 
       3.816049867327e-02       1.926746065775e+04 
       3.834627820650e-02       1.917182133645e+04 
       3.853388882362e-02       1.907622157132e+04 
       3.872340251272e-02       1.898066386222e+04 
       3.891489514922e-02       1.888508119872e+04 
       3.910844677433e-02       1.878964840625e+04 
       3.930414189869e-02       1.869411978924e+04 
       3.950206983382e-02       1.859874138490e+04 
       3.970232505453e-02       1.850331027649e+04 
       3.990500759573e-02       1.840787342461e+04 
       4.011022348764e-02       1.831241589549e+04 
       4.031808523383e-02       1.821694365438e+04 
       4.052871233725e-02       1.812142266273e+04 
       4.074223188001e-02       1.802592161229e+04 
       4.095877916360e-02       1.793034213615e+04 
       4.117849841712e-02       1.783469468317e+04 
       4.140154358224e-02       1.773895561720e+04 
       4.162807918503e-02       1.764307996720e+04 
       4.185828130610e-02       1.754719398870e+04 
       4.209233866265e-02       1.745123513597e+04 
       4.233045381778e-02       1.735491517437e+04 
       4.257284453539e-02       1.725858973984e+04 
       4.281974530159e-02       1.716204907316e+04 
       4.307140903750e-02       1.706530177627e+04 
       4.332810903241e-02       1.696827192811e+04 
       4.359014113145e-02       1.687107724177e+04 
       4.385782621832e-02       1.677358978520e+04 
       4.413151304095e-02       1.667576716267e+04 
       4.441158143710e-02       1.657757949483e+04 
       4.469844602830e-02       1.647908609468e+04 
       4.499256046370e-02       1.638013179555e+04 
       4.529442231246e-02       1.628073814226e+04 
       4.560457872367e-02       1.618085410875e+04 
       4.592363299841e-02       1.608038269622e+04 
       4.625225225019e-02       1.597932679497e+04 
       4.659117636935e-02       1.587760292422e+04 
       4.694122855707e-02       1.577518709854e+04 
       4.730332775637e-02       1.567194860710e+04 
       4.767850338678e-02       1.556787324296e+04 
       4.806791288897e-02       1.546272553473e+04 
       4.847286271253e-02       1.535653788027e+04 
       4.889483354190e-02       1.524918351186e+04 
       4.933551076140e-02       1.514044142375e+04 
       4.979682142297e-02       1.503022549000e+04 
       5.028097931328e-02       1.491831548984e+04 
       5.079054013723e-02       1.480447357386e+04 
       5.132846935679e-02       1.468848045056e+04 
       5.189822585796e-02       1.457006088248e+04 
       5.250386535445e-02       1.444873152536e+04 
       5.315016822173e-02       1.432404484541e+04 
       5.384279713828e-02       1.419540960169e+04 
       5.458849014299e-02       1.406207534037e+04 
       5.539529375382e-02       1.392307920072e+04 
       5.627283713907e-02       1.377716880190e+04 
       5.723263914213e-02       1.362258898303e+04 
       5.828842014362e-02       1.345714975347e+04 
       5.945635205651e-02       1.327785421088e+04 
       6.075511121826e-02       1.308051605181e+04 
       6.220549288340e-02       1.285988195590e+04 
       6.382921903931e-02       1.260895062025e+04 
       6.564651141214e-02       1.231924557343e+04 
       6.767222329502e-02       1.198149734117e+04 
       6.991110374379e-02       1.158730989775e+04 
       7.235402303507e-02       1.113186648551e+04 
       7.497766921501e-02       1.061748088374e+04 
       7.774885069617e-02       1.005501656230e+04 
       8.063154935316e-02       9.463070517554e+03 
       8.359320627205e-02       8.864952680519e+03 
       8.660801054284e-02       8.284482827290e+03 
       8.965731364929e-02       7.742379750775e+03 
       9.272846719326e-02       7.254015329176e+03 
       9.581324164731e-02       6.828490936994e+03 
       9.890642303802e-02       6.468799738731e+03 
       1.020047625258e-01       6.172539334931e+03 
       1.051062564442e-01       5.932986971270e+03 
       1.082096767536e-01       5.740412920738e+03 
       1.113142735736e-01       5.583126947284e+03 
       1.144195899570e-01       5.448603757713e+03 
       1.175253477395e-01       5.324751171631e+03 
       1.206313776288e-01       5.200748051589e+03 
       1.237375765471e-01       5.068055180527e+03 
       1.268438816625e-01       4.921131172227e+03 
       1.299502545999e-01       4.757485246051e+03 
       1.330566718482e-01       4.577886227549e+03 
       1.361631189354e-01       4.385650568426e+03 
       1.392695868913e-01       4.186042849070e+03 
       1.423760700991e-01       3.985276092456e+03 
       1.454825649909e-01       3.789647730108e+03 
       1.485890692545e-01       3.604826351886e+03 
       1.516955813511e-01       3.435364358903e+03 
       1.548021002217e-01       3.284272652310e+03 
       1.579086251078e-01       3.152984355279e+03 
       1.610151554420e-01       3.041350761412e+03 
       1.641216907807e-01       2.947900767958e+03 
       1.672282307624e-01       2.870061972432e+03 
       1.703347750822e-01       2.804513265380e+03 
       1.734413234752e-01       2.747580065767e+03 
       1.765478757066e-01       2.695547057825e+03 
       1.796544315647e-01       2.645588088133e+03 
       1.827609908563e-01       2.593927090700e+03 
       1.858675534037e-01       2.538220762106e+03 
       1.889741190426e-01       2.477115909087e+03 
       1.920806876203e-01       2.410236375443e+03 
       1.951872589945e-01       2.338207274285e+03 
       1.982938330322e-01       2.262467732740e+03 
       2.014004096089e-01       2.184853068327e+03 
       2.045069886077e-01       2.107439413959e+03 
       2.076135699190e-01       2.032127129483e+03 
       2.107201534398e-01       1.960531597559e+03 
       2.138267390729e-01       1.893912339521e+03 
       2.169333267269e-01       1.833065670709e+03 
       2.200399163157e-01       1.778425657119e+03 
       2.231465077579e-01       1.730022910136e+03 
       2.262531009766e-01       1.687478216473e+03 
       2.293596958991e-01       1.650118528916e+03 
       2.324662924566e-01       1.616917319761e+03 
       2.355728905841e-01       1.586762056756e+03 
       2.386794902199e-01       1.558398573234e+03 
       2.417860913054e-01       1.530719562749e+03 
       2.448926937851e-01       1.502782412234e+03 
       2.479992976063e-01       1.473910000687e+03 
       2.511059027189e-01       1.443716315555e+03 
       2.542125090753e-01       1.412071058388e+03 
       2.573191166302e-01       1.379054259603e+03 
       2.604257253404e-01       1.344982990406e+03 
       2.635323351648e-01       1.310301810686e+03 
       2.666389460642e-01       1.275573860075e+03 
       2.697455580014e-01       1.241423491623e+03 
       2.728521709406e-01       1.208444534854e+03 
       2.759587848478e-01       1.177150379790e+03 
       2.790653996905e-01       1.147896980461e+03 
       2.821720154376e-01       1.120846171746e+03 
       2.852786320595e-01       1.096011902508e+03 
       2.883852495277e-01       1.073231563588e+03 
       2.914918678150e-01       1.052277321106e+03 
       2.945984868954e-01       1.032841700638e+03 
       2.977051067439e-01       1.014580990168e+03 
       3.008117273366e-01       9.971566296023e+02 
       3.039183486505e-01       9.802481174131e+02 
       3.070249706637e-01       9.635299847335e+02 
       3.101315933549e-01       9.467560723205e+02 
       3.132382167041e-01       9.297532422299e+02 
       3.163448406916e-01       9.124306780829e+02 
       3.194514652988e-01       8.948050404231e+02 
       3.225580905077e-01       8.769707426865e+02 
       3.256647163009e-01       8.590753518565e+02 
       3.287713426619e-01       8.412912111164e+02 
       3.318779695745e-01       8.237877561385e+02 
       3.349845970235e-01       8.067299580433e+02 
       3.380912249939e-01       7.902406630057e+02 
       3.411978534714e-01       7.744312052795e+02 
       3.443044824423e-01       7.593753899310e+02 
       3.474111118933e-01       7.451124025114e+02 
       3.505177418114e-01       7.316446944216e+02 
       3.536243721844e-01       7.189136122199e+02 
       3.567310030004e-01       7.068315068087e+02 
       3.598376342477e-01       6.952809784414e+02 
       3.629442659154e-01       6.841306703647e+02 
       3.660508979925e-01       6.732639429808e+02 
       3.691575304689e-01       6.625838203265e+02 
       3.722641633343e-01       6.520170273682e+02 
       3.753707965792e-01       6.415299902062e+02 
       3.784774301941e-01       6.310866661291e+02 
       3.815840641699e-01       6.206819607652e+02 
       3.846906984979e-01       6.103160096782e+02 
       3.877973331697e-01       6.000074257037e+02 
       3.909039681768e-01       5.897916239508e+02 
       3.940106035115e-01       5.797174433517e+02 
       3.971172391659e-01       5.698405089850e+02 
       4.002238751327e-01       5.602109043603e+02 
       4.033305114045e-01       5.508560751752e+02 
       4.064371479743e-01       5.418041373902e+02 
       4.095437848354e-01       5.330536314314e+02 
       4.126504219810e-01       5.245973362781e+02 
       4.157570594049e-01       5.164241174595e+02 
       4.188636971008e-01       5.085200968076e+02 
       4.219703350627e-01       5.008703855632e+02 
       4.250769732847e-01       4.934534207806e+02 
       4.281836117612e-01       4.862425111517e+02 
       4.312902504866e-01       4.792024035680e+02 
       4.343968894555e-01       4.722971393520e+02 
       4.375035286628e-01       4.654968276860e+02 
       4.406101681034e-01       4.587802112181e+02 
       4.437168077724e-01       4.521346159593e+02 
       4.468234476649e-01       4.455624852416e+02 
       4.499300877764e-01       4.390648706767e+02 
       4.530367281024e-01       4.326507353284e+02 
       4.561433686384e-01       4.263260270053e+02 
       4.592500093802e-01       4.200971633541e+02 
       4.623566503235e-01       4.139706460999e+02 
       4.654632914644e-01       4.079619767448e+02 
       4.685699327989e-01       4.020843917795e+02 
       4.716765743232e-01       3.963507408241e+02 
       4.747832160335e-01       3.907710394280e+02 
       4.778898579262e-01       3.853468169810e+02 
       4.809964999977e-01       3.800704857409e+02 
       4.841031422447e-01       3.749291297685e+02 
       4.872097846636e-01       3.699079564277e+02 
       4.903164272513e-01       3.649938937779e+02 
       4.934230700046e-01       3.601770025700e+02 
       4.965297129203e-01       3.554500043432e+02 
       4.996363559954e-01       3.508060622308e+02 
       5.027429992269e-01       3.462380814708e+02 
       5.058496426119e-01       3.417384061817e+02 
       5.089562861477e-01       3.372955574617e+02 
       5.120629298314e-01       3.329096763452e+02 
       5.151695736604e-01       3.285801302896e+02 
       5.182762176321e-01       3.243119805910e+02 
       5.213828617438e-01       3.201123786124e+02 
       5.244895059932e-01       3.159876128531e+02 
       5.275961503778e-01       3.119408781400e+02 
       5.307027948951e-01       3.079729081924e+02 
       5.338094395429e-01       3.040782772006e+02 
       5.369160843189e-01       3.002570458707e+02 
       5.400227292208e-01       2.965079869713e+02 
       5.431293742466e-01       2.928315178341e+02 
       5.462360193940e-01       2.892283700121e+02 
       5.493426646611e-01       2.856988302361e+02 
       5.524493100458e-01       2.822393595800e+02 
       5.555559555460e-01       2.788443626005e+02 
       5.586626011600e-01       2.755073068452e+02 
       5.617692468857e-01       2.722231695594e+02 
       5.648758927214e-01       2.689882382102e+02 
       5.679825386652e-01       2.658022038055e+02 
       5.710891847154e-01       2.626657315960e+02 
       5.741958308702e-01       2.595790432602e+02 
       5.773024771279e-01       2.565411725906e+02 
       5.804091234869e-01       2.535487428421e+02 
       5.835157699456e-01       2.505991019526e+02 
       5.866224165024e-01       2.476907507845e+02 
       5.897290631556e-01       2.448242668760e+02 
       5.928357099039e-01       2.420017242324e+02 
       5.959423567456e-01       2.392264546030e+02 
       5.990490036794e-01       2.364999764444e+02 
       6.021556507039e-01       2.338219866205e+02 
       6.052622978175e-01       2.311902291559e+02 
       6.083689450190e-01       2.286015642191e+02 
       6.114755923070e-01       2.260535526935e+02 
       6.145822396802e-01       2.235452660401e+02 
       6.176888871373e-01       2.210768630978e+02 
       6.207955346770e-01       2.186489073133e+02 
       6.239021822981e-01       2.162611780045e+02 
       6.270088299994e-01       2.139119815543e+02 
       6.301154777798e-01       2.115982405052e+02 
       6.332221256379e-01       2.093169882643e+02 
       6.363287735728e-01       2.070662747456e+02 
       6.394354215832e-01       2.048457288866e+02 
       6.425420696681e-01       2.026562784550e+02 
       6.456487178264e-01       2.004994142740e+02 
       6.487553660570e-01       1.983757328579e+02 
       6.518620143589e-01       1.962844335149e+02 
       6.549686627312e-01       1.942238456187e+02 
       6.580753111727e-01       1.921920395871e+02 
       6.611819596825e-01       1.901878078818e+02 
       6.642886082596e-01       1.882113010220e+02 
       6.673952569032e-01       1.862637054902e+02 
       6.705019056122e-01       1.843460541620e+02 
       6.736085543858e-01       1.824586902894e+02 
       6.767152032231e-01       1.806006850802e+02 
       6.798218521232e-01       1.787699708563e+02 
       6.829285010853e-01       1.769645028020e+02 
       6.860351501084e-01       1.751830023688e+02 
       6.891417991918e-01       1.734251045539e+02 
       6.922484483347e-01       1.716916256310e+02 
       6.953550975363e-01       1.699832442993e+02 
       6.984617467957e-01       1.682999234977e+02 
       7.015683961122e-01       1.666408193481e+02 
       7.046750454851e-01       1.650043103433e+02 
       7.077816949136e-01       1.633884699998e+02 
       7.108883443970e-01       1.617927221643e+02 
       7.139949939345e-01       1.602171453345e+02 
       7.171016435254e-01       1.586626468624e+02 
       7.202082931692e-01       1.571302313303e+02 
       7.233149428650e-01       1.556199177507e+02 
       7.264215926122e-01       1.541310619602e+02 
       7.295282424102e-01       1.526621835703e+02 
       7.605408350115e-01       1.390045777563e+02 
       7.934861402470e-01       1.262886710815e+02 
       8.284656760744e-01       1.145022286612e+02 
       8.655636147452e-01       1.036071420329e+02 
       9.048461255239e-01       9.358935314202e+01 
       9.463642809792e-01       8.440733871531e+01 
       9.901599952639e-01       7.602796531862e+01 
       1.036273469034e+00       6.840619687807e+01 
       1.084750284959e+00       6.149278878443e+01 
       1.135646733462e+00       5.523720286438e+01 
       1.189032796719e+00       4.958799148912e+01 
       1.244993001581e+00       4.449322964985e+01 
       1.303625789741e+00       3.990198867258e+01 
       1.365042133750e+00       3.576887599235e+01 
       1.429363984740e+00       3.205123504571e+01 
       1.496722918310e+00       2.870892409554e+01 
       1.567259144330e+00       2.570496381755e+01 
       1.641120904916e+00       2.300704730019e+01 
       1.718464206655e+00       2.058485123135e+01 
       1.799452804876e+00       1.841088546431e+01 
       1.884258360574e+00       1.646112154234e+01 
       1.973060707907e+00       1.471260658887e+01 
       2.066048190370e+00       1.314555674894e+01 
       2.163418040720e+00       1.174151600930e+01 
       2.265376791540e+00       1.048395901626e+01 
       2.372140710451e+00       9.358155517662e+00 
       2.483936257894e+00       8.350626445089e+00 
