# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_nudm           12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)A_nudm[0]          15:(.)rho_ncdm[1]        16:(.)p_ncdm[1]          17:(.)A_nudm[1]          18:(.)rho_ncdm[2]        19:(.)p_ncdm[2]          20:(.)A_nudm[2]          21:(.)rho_lambda         22:(.)rho_ur             23:(.)rho_crit           24:(.)rho_tot            25:(.)p_tot              26:(.)p_tot_prime        27:gr.fac. D             28:gr.fac. f          
       7.168190942776e+10       1.471013161229e-19       6.465917977039e-06       1.108611351985e+16       2.755658788632e+04       3.844287646064e-07       1.975308837033e+15       3.733099937141e-06       7.264694123673e+31       9.110175698906e+23       4.098144713858e+05       1.671640482275e+31       5.572134940917e+30       1.220891167628e-13       1.671640482275e+31       5.572134940917e+30       1.220891167628e-13       1.671640482275e+31       5.572134940917e+30       1.220891167628e-13       5.084621489637e-08       1.057563590668e+29       1.229019129751e+32       1.229019129751e+32       4.096730402135e+31      -2.534353153270e+37       8.508311735312e-04       1.381084488359e-01 
       7.118362405933e+10       1.491679425105e-19       6.511181709357e-06       1.093252251138e+16       2.755658788628e+04       3.871197659580e-07       1.961577792482e+15       3.759231636591e-06       7.064793156249e+31       8.921509477897e+23       4.013274618937e+05       1.625642324073e+31       5.418807746910e+30       1.203976501755e-13       1.625642324073e+31       5.418807746910e+30       1.203976501755e-13       1.625642324073e+31       5.418807746910e+30       1.203976501755e-13       5.084621489637e-08       1.028462849289e+29       1.195200484618e+32       1.195200484618e+32       3.984001585653e+31      -2.447483538270e+37       8.516508567906e-04       1.379755245050e-01 
       7.068880244222e+10       1.512636029322e-19       6.556758307852e-06       1.078105940804e+16       2.755658788623e+04       3.898296043191e-07       1.947942197099e+15       3.785546257935e-06       6.870392819146e+31       8.736750420056e+23       3.930162132279e+05       1.580909886927e+31       5.269699623091e+30       1.187296177753e-13       1.580909886927e+31       5.269699623091e+30       1.187296177753e-13       1.580909886927e+31       5.269699623091e+30       1.187296177753e-13       5.084621489637e-08       1.000162866519e+29       1.162312419596e+32       1.162312419596e+32       3.874374702865e+31      -2.363591539077e+37       8.524705400504e-04       1.378428557984e-01 
       7.019742049872e+10       1.533887052872e-19       6.602655048482e-06       1.063169472907e+16       2.755658788619e+04       3.925584115487e-07       1.934401387384e+15       3.812045081627e-06       6.681341752749e+31       8.555817610401e+23       3.848770854881e+05       1.537408342275e+31       5.124694474250e+30       1.170846948967e-13       1.537408342275e+31       5.124694474250e+30       1.170846948967e-13       1.537408342275e+31       5.124694474250e+30       1.170846948967e-13       5.084621489637e-08       9.726416080602e+28       1.130329328121e+32       1.130329328121e+32       3.767764398551e+31      -2.282575092435e+37       8.532902233107e-04       1.377104419793e-01 
       6.970945431848e+10       1.555436632050e-19       6.648875569226e-06       1.048439940215e+16       2.755658788614e+04       3.953063204289e-07       1.920954704450e+15       3.838729397084e-06       6.497492762367e+31       8.378631809649e+23       3.769065141543e+05       1.495103819921e+31       4.983679399738e+30       1.154625613720e-13       1.495103819921e+31       4.983679399738e+30       1.154625613720e-13       1.495103819921e+31       4.983679399738e+30       1.154625613720e-13       5.084621489637e-08       9.458776459307e+28       1.099226308238e+32       1.099226308238e+32       3.664087666197e+31      -2.204335633490e+37       8.541099065714e-04       1.375782823140e-01 
       6.922488015736e+10       1.577288961266e-19       6.695416232105e-06       1.033914475772e+16       2.755658788609e+04       3.980734646713e-07       1.907601493988e+15       3.865600502747e-06       6.318702703637e+31       8.205115419516e+23       3.691010085252e+05       1.453963381671e+31       4.846544605570e+30       1.138629014692e-13       1.453963381671e+31       4.846544605570e+30       1.138629014692e-13       1.453963381671e+31       4.846544605570e+30       1.138629014692e-13       5.084621489637e-08       9.198501417760e+28       1.068979143212e+32       1.068979143212e+32       3.563263783356e+31      -2.128777975884e+37       8.549295898326e-04       1.374463760714e-01 
       6.874367443629e+10       1.599448293855e-19       6.742284313077e-06       1.019590252345e+16       2.755658788605e+04       4.008599789234e-07       1.894341106241e+15       3.892659706148e-06       6.144832371064e+31       8.035192448729e+23       3.614571501903e+05       1.413954995682e+31       4.713183318939e+30       1.122854038308e-13       1.413954995682e+31       4.713183318939e+30       1.122854038308e-13       1.413954995682e+31       4.713183318939e+30       1.122854038308e-13       5.084621489637e-08       8.945388306463e+28       1.039564282677e+32       1.039564282677e+32       3.465214248805e+31      -2.055810195942e+37       8.557492730942e-04       1.373147225234e-01 
       6.826581374010e+10       1.621918942906e-19       6.789479812142e-06       1.005464481867e+16       2.755658788600e+04       4.036659987752e-07       1.881172895966e+15       3.919908323971e-06       5.975746389641e+31       7.868788479751e+23       3.539715915318e+05       1.375047511523e+31       4.583491705078e+30       1.107297614127e-13       1.375047511523e+31       4.583491705078e+30       1.107297614127e-13       1.375047511523e+31       4.583491705078e+30       1.107297614127e-13       5.084621489637e-08       8.699240052179e+28       1.010958824295e+32       1.010958824295e+32       3.369862721421e+31      -1.985343520846e+37       8.565689563563e-04       1.371833209444e-01 
       6.779127481637e+10       1.644705282105e-19       6.837006367277e-06       9.915344148988e+15       2.755658788595e+04       4.064916607659e-07       1.868096222406e+15       3.947347682117e-06       5.811313109446e+31       7.705830636186e+23       3.466410542594e+05       1.337210635926e+31       4.457368786421e+30       1.091956714248e-13       1.337210635926e+31       4.457368786421e+30       1.091956714248e-13       1.337210635926e+31       4.457368786421e+30       1.091956714248e-13       5.084621489637e-08       8.459865004492e+28       9.831404959287e+31       9.831404959287e+31       3.277134960743e+31      -1.917292220628e+37       8.573886396189e-04       1.370521706118e-01 
       6.732003457434e+10       1.667811746584e-19       6.884867616463e-06       9.777973400948e+15       2.755658788590e+04       4.093371023906e-07       1.855110449257e+15       3.974979115768e-06       5.651404503136e+31       7.546247550863e+23       3.394623279740e+05       1.300414909193e+31       4.334716363978e+30       1.076828352720e-13       1.300414909193e+31       4.334716363978e+30       1.076828352720e-13       1.300414909193e+31       4.334716363978e+30       1.076828352720e-13       5.084621489637e-08       8.227076786586e+28       9.560876382965e+31       9.560876382965e+31       3.186958769168e+31      -1.851573503871e+37       8.582083228819e-04       1.369212708057e-01 
       6.685207008374e+10       1.691242833780e-19       6.933059921721e-06       9.642505836717e+15       2.755658788586e+04       4.122024621067e-07       1.842214944642e+15       4.002803969454e-06       5.495896066270e+31       7.389969334582e+23       3.324322687621e+05       1.264631682264e+31       4.215438940880e+30       1.061909584961e-13       1.264631682264e+31       4.215438940880e+30       1.061909584961e-13       1.264631682264e+31       4.215438940880e+30       1.061909584961e-13       5.084621489637e-08       8.000694150137e+28       9.297791881111e+31       9.297791881111e+31       3.099263935737e+31      -1.788107416987e+37       8.590280061454e-04       1.367906208090e-01 
       6.638735857371e+10       1.715003104321e-19       6.981590559008e-06       9.508915088899e+15       2.755658788581e+04       4.150878793407e-07       1.829409081071e+15       4.030823597113e-06       5.344666720366e+31       7.236927545509e+23       3.255477978187e+05       1.229833094406e+31       4.099443648022e+30       1.047197507183e-13       1.229833094406e+31       4.099443648022e+30       1.047197507183e-13       1.229833094406e+31       4.099443648022e+30       1.047197507183e-13       5.084621489637e-08       7.780540834189e+28       9.041946616789e+31       9.041946616789e+31       3.013982181473e+31      -1.726816746946e+37       8.598476894094e-04       1.366602199072e-01 
       6.592587743167e+10       1.739097182901e-19       7.030463166302e-06       9.377175155405e+15       2.755658788576e+04       4.179934944954e-07       1.816692235419e+15       4.059039362164e-06       5.197598718634e+31       7.087055159196e+23       3.188059000988e+05       1.195992051527e+31       3.986640171758e+30       1.032689255827e-13       1.195992051527e+31       3.986640171758e+30       1.032689255827e-13       1.195992051527e+31       3.986640171758e+30       1.032689255827e-13       5.084621489637e-08       7.566445427918e+28       8.793141389515e+31       8.793141389515e+31       2.931047106215e+31      -1.667626927334e+37       8.606673726738e-04       1.365300673887e-01 
       6.546760420224e+10       1.763529759191e-19       7.079674105626e-06       9.247260394387e+15       2.755658788571e+04       4.209194489562e-07       1.804063788894e+15       4.087452637569e-06       5.054577554295e+31       6.940286539230e+23       3.122036229973e+05       1.163082205075e+31       3.876940683584e+30       1.018382007011e-13       1.163082205075e+31       3.876940683584e+30       1.018382007011e-13       1.163082205075e+31       3.876940683584e+30       1.018382007011e-13       5.084621489637e-08       7.358241237176e+28       8.551182480160e+31       8.551182480160e+31       2.850394136919e+31      -1.610465947640e+37       8.614870559387e-04       1.364001625444e-01 
       6.501251658613e+10       1.788305588744e-19       7.129234290915e-06       9.119145519248e+15       2.755658788566e+04       4.238658850981e-07       1.791523127001e+15       4.116064805900e-06       4.915491871425e+31       6.796557408492e+23       3.057380750559e+05       1.131077931526e+31       3.770259771752e+30       1.004272975971e-13       1.131077931526e+31       3.770259771752e+30       1.004272975971e-13       1.131077931526e+31       3.770259771752e+30       1.004272975971e-13       5.084621489637e-08       7.155766154700e+28       8.315881500122e+31       8.315881500122e+31       2.771960477386e+31      -1.555264265644e+37       8.623067392042e-04       1.362705046681e-01 
       6.456059243904e+10       1.813429493926e-19       7.179136446211e-06       8.992805593721e+15       2.755658788561e+04       4.268329462931e-07       1.779069639521e+15       4.144877259407e-06       4.780233378261e+31       6.655804820999e+23       2.994064246963e+05       1.099954312431e+31       3.666514374769e+30       9.903594165279e-14       1.099954312431e+31       3.666514374769e+30       9.903594165279e-14       1.099954312431e+31       3.666514374769e+30       9.903594165279e-14       5.084621489637e-08       6.958862533895e+28       8.087055244646e+31       8.087055244646e+31       2.695685059363e+31      -1.501954722814e+37       8.631264224701e-04       1.361410930562e-01 
       6.411180977063e+10       1.838906364852e-19       7.229391485453e-06       8.868216027015e+15       2.755658788556e+04       4.298207769164e-07       1.766702720474e+15       4.173891400087e-06       4.648696762877e+31       6.517967134344e+23       2.932058989808e+05       1.069687115019e+31       3.565623716730e+30       9.766386205477e-14       1.069687115019e+31       3.565623716730e+30       9.766386205477e-14       1.069687115019e+31       3.565623716730e+30       9.766386205477e-14       5.084621489637e-08       6.767377066095e+28       7.864525550180e+31       7.864525550180e+31       2.621508495000e+31      -1.450472462601e+37       8.639461057365e-04       1.360119270076e-01 
       6.366614674342e+10       1.864741160336e-19       7.279999408638e-06       8.745352569028e+15       2.755658788551e+04       4.328295223541e-07       1.754421768094e+15       4.203108639750e-06       4.520779611192e+31       6.382983982697e+23       2.871337823975e+05       1.040252773326e+31       3.467509244419e+30       9.631079174157e-14       1.040252773326e+31       3.467509244419e+30       9.631079174157e-14       1.040252773326e+31       3.467509244419e+30       9.631079174157e-14       5.084621489637e-08       6.581160661190e+28       7.648119155660e+31       7.648119155660e+31       2.549373030610e+31      -1.400754851533e+37       8.647657890034e-04       1.358830058243e-01 
       6.322358167170e+10       1.890938908861e-19       7.330956577789e-06       8.624191305629e+15       2.755658788546e+04       4.358593290098e-07       1.742226184797e+15       4.232530400088e-06       4.396382327231e+31       6.250796250365e+23       2.811874156709e+05       1.011628369846e+31       3.372094566153e+30       9.497646735172e-14       1.011628369846e+31       3.372094566153e+30       9.497646735172e-14       1.011628369846e+31       3.372094566153e+30       9.497646735172e-14       5.084621489637e-08       6.400068331554e+28       7.437667567608e+31       7.437667567608e+31       2.479222501700e+31      -1.352741403014e+37       8.655854722708e-04       1.357543288104e-01 
       6.278409302054e+10       1.917504709554e-19       7.382273906842e-06       8.504708654001e+15       2.755658788541e+04       4.389103443121e-07       1.730115377154e+15       4.262158112747e-06       4.275408055580e+31       6.121346045909e+23       2.753641945978e+05       9.837916176903e+30       3.279305392301e+30       9.366062917246e-14       9.837916176903e+30       3.279305392301e+30       9.366062917246e-14       9.837916176903e+30       3.279305392301e+30       9.366062917246e-14       5.084621489637e-08       6.223959079151e+28       7.233006928943e+31       7.233006928943e+31       2.411002289243e+31      -1.306373703741e+37       8.664051555387e-04       1.356258952731e-01 
       6.234765940470e+10       1.944443733181e-19       7.433951395797e-06       8.386881358052e+15       2.755658788536e+04       4.419827167215e-07       1.718088755859e+15       4.291993219392e-06       4.157762605972e+31       5.994576676783e+23       2.696615689061e+05       9.567208432333e+30       3.189069477444e+30       9.236302108916e-14       9.567208432333e+30       3.189069477444e+30       9.236302108916e-14       9.567208432333e+30       3.189069477444e+30       9.236302108916e-14       5.084621489637e-08       6.052695785755e+28       7.033977891403e+31       7.033977891403e+31       2.344659277152e+31      -1.261595342630e+37       8.672248388072e-04       1.354977045218e-01 
       6.191425958757e+10       1.971761223149e-19       7.485989044653e-06       8.270686483888e+15       2.755658788530e+04       4.450765957377e-07       1.706145735706e+15       4.322037171782e-06       4.043354379953e+31       5.870432624512e+23       2.640770411387e+05       9.303949692375e+30       3.101316564125e+30       9.108339053551e-14       9.303949692375e+30       3.101316564125e+30       9.108339053551e-14       9.303949692375e+30       3.101316564125e+30       9.108339053551e-14       5.084621489637e-08       5.886145106194e+28       6.840425491476e+31       6.840425491476e+31       2.280141810924e+31      -1.218351842194e+37       8.680445220761e-04       1.353697558689e-01 
       6.148387248020e+10       1.999462496534e-19       7.538390491391e-06       8.156101415350e+15       2.755658788525e+04       4.481921319071e-07       1.694285735554e+15       4.352291431837e-06       3.932094299565e+31       5.748859520374e+23       2.586081655589e+05       9.047934984431e+30       3.015978328144e+30       8.982148844433e-14       9.047934984431e+30       3.015978328144e+30       8.982148844433e-14       9.047934984431e+30       3.015978328144e+30       8.982148844433e-14       5.084621489637e-08       5.724177364525e+28       6.652199029748e+31       6.652199029748e+31       2.217399657420e+31      -1.176590592260e+37       8.688642053456e-04       1.352420486292e-01 
       6.105647714020e+10       2.027552945107e-19       7.591159373987e-06       8.043103849612e+15       2.755658788520e+04       4.513294768296e-07       1.682508178302e+15       4.382757471710e-06       3.823895737987e+31       5.629804121590e+23       2.532525470801e+05       8.798964976088e+30       2.932988325363e+30       8.857706919914e-14       8.798964976088e+30       2.932988325363e+30       8.857706919914e-14       8.798964976088e+30       2.932988325363e+30       8.857706919914e-14       5.084621489637e-08       5.566666453067e+28       6.469151953564e+31       6.469151953564e+31       2.156383965755e+31      -1.136260785967e+37       8.696838886156e-04       1.351145821201e-01 
       6.063205277079e+10       2.056038036392e-19       7.644295692444e-06       7.931671792838e+15       2.755658788515e+04       4.544887831666e-07       1.670812490863e+15       4.413436773860e-06       3.718674452088e+31       5.513214288008e+23       2.480078402163e+05       8.556845819918e+30       2.852281939973e+30       8.734989058627e-14       8.556845819918e+30       2.852281939973e+30       8.734989058627e-14       8.556845819918e+30       2.852281939973e+30       8.734989058627e-14       5.084621489637e-08       5.413489734219e+28       6.291141742930e+31       6.291141742930e+31       2.097047229266e+31      -1.097313357951e+37       8.705035718861e-04       1.349873556615e-01 
       6.021057871974e+10       2.084923314723e-19       7.697806722717e-06       7.821783555902e+15       2.755658788509e+04       4.576702046479e-07       1.659198104130e+15       4.444330831123e-06       3.616348516838e+31       5.399038959264e+23       2.428717480551e+05       8.321389002551e+30       2.773796334184e+30       8.613971374781e-14       8.321389002551e+30       2.773796334184e+30       8.613971374781e-14       8.321389002551e+30       2.773796334184e+30       8.613971374781e-14       5.084621489637e-08       5.264527944969e+28       6.118029799539e+31       6.118029799539e+31       2.039343248516e+31      -1.059700924654e+37       8.713232551571e-04       1.348603685760e-01 
       5.979203447838e+10       2.114214402328e-19       7.751692464808e-06       7.713417750170e+15       2.755658788504e+04       4.608738960796e-07       1.647664452956e+15       4.475441146784e-06       3.516838261519e+31       5.287228132426e+23       2.378420212518e+05       8.092411197896e+30       2.697470399299e+30       8.494630313505e-14       8.092411197896e+30       2.697470399299e+30       8.494630313505e-14       8.092411197896e+30       2.697470399299e+30       8.494630313505e-14       5.084621489637e-08       5.119665104041e+28       5.949681338864e+31       5.949681338864e+31       1.983227095331e+31      -1.023377726678e+37       8.721429384287e-04       1.347336201887e-01 
       5.937639968060e+10       2.143917000423e-19       7.805952918716e-06       7.606553283331e+15       2.755658788498e+04       4.641000133513e-07       1.636210976120e+15       4.506769234653e-06       3.420066207695e+31       5.177732840093e+23       2.329164570442e+05       7.869734124406e+30       2.623244708135e+30       8.376942646265e-14       7.869734124406e+30       2.623244708135e+30       8.376942646265e-14       7.869734124406e+30       2.623244708135e+30       8.376942646265e-14       5.084621489637e-08       4.978788421586e+28       5.785965285215e+31       5.785965285215e+31       1.928655077813e+31      -9.882995731110e+36       8.729626217008e-04       1.346071098271e-01 
       5.896365410187e+10       2.174036890317e-19       7.860595360398e-06       7.501169355295e+15       2.755658788493e+04       4.673487134439e-07       1.624837116302e+15       4.538316619135e-06       3.325957008885e+31       5.070505128946e+23       2.280928982882e+05       7.653184406267e+30       2.551061468756e+30       8.260885466347e-14       7.653184406267e+30       2.551061468756e+30       8.260885466347e-14       7.653184406267e+30       2.551061468756e+30       8.260885466347e-14       5.084621489637e-08       4.841788211373e+28       5.626754169682e+31       5.626754169682e+31       1.875584706326e+31      -9.544237877661e+36       8.737823049735e-04       1.344808368215e-01 
       5.855377765825e+10       2.204579934543e-19       7.915619789856e-06       7.397245454145e+15       2.755658788487e+04       4.706201544371e-07       1.613542320059e+15       4.570084835306e-06       3.234437391903e+31       4.965498038753e+23       2.233692325125e+05       7.442593438410e+30       2.480864479470e+30       8.146436184391e-14       7.442593438410e+30       2.480864479470e+30       8.146436184391e-14       7.442593438410e+30       2.480864479470e+30       8.146436184391e-14       5.084621489637e-08       4.708557805379e+28       5.471924030886e+31       5.471924030886e+31       1.823974660410e+31      -9.217091572615e+36       8.746019882467e-04       1.343548005044e-01 
       5.814675040540e+10       2.235552077996e-19       7.971029845066e-06       7.294761352142e+15       2.755658788482e+04       4.739144955173e-07       1.602326037791e+15       4.602075428988e-06       3.145436099803e+31       4.862665581799e+23       2.187433909941e+05       7.237797255231e+30       2.412599085077e+30       8.033572523999e-14       7.237797255231e+30       2.412599085077e+30       8.033572523999e-14       7.237797255231e+30       2.412599085077e+30       8.033572523999e-14       5.084621489637e-08       4.578993470742e+28       5.321354318470e+31       5.321354318470e+31       1.773784756614e+31      -8.901158808796e+36       8.754216715205e-04       1.342290002110e-01 
       5.774255253762e+10       2.266959349092e-19       8.026825526031e-06       7.193697101790e+15       2.755658788476e+04       4.772318969850e-07       1.591187723721e+15       4.634289956823e-06       3.058883836402e+31       4.761962722746e+23       2.142133478518e+05       7.038636402934e+30       2.346212134311e+30       7.922272517400e-14       7.038636402934e+30       2.346212134311e+30       7.922272517400e-14       7.038636402934e+30       2.346212134311e+30       7.922272517400e-14       5.084621489637e-08       4.452994328996e+28       5.174927799231e+31       5.174927799231e+31       1.724975917204e+31      -8.596055221456e+36       8.762413547948e-04       1.341034352790e-01 
       5.734116438690e+10       2.298807860939e-19       8.083014108706e-06       7.094033031955e+15       2.755658788471e+04       4.805725202630e-07       1.580126835867e+15       4.666729986351e-06       2.974713212322e+31       4.663345358912e+23       2.097771191593e+05       6.844955815377e+30       2.281651938459e+30       7.812514501172e-14       6.844955815377e+30       2.281651938459e+30       7.812514501172e-14       6.844955815377e+30       2.281651938459e+30       7.812514501172e-14       5.084621489637e-08       4.330462277522e+28       5.032530465846e+31       5.032530465846e+31       1.677510139738e+31      -8.301409620658e+36       8.770610380697e-04       1.339781050485e-01 
       5.694256642194e+10       2.331103812527e-19       8.139595593093e-06       6.995749744029e+15       2.755658788465e+04       4.839365279039e-07       1.569142836011e+15       4.699397096083e-06       2.892858692527e+31       4.566770300954e+23       2.054327620762e+05       6.656604693336e+30       2.218868231112e+30       7.704277112023e-14       6.656604693336e+30       2.218868231112e+30       7.704277112023e-14       6.656604693336e+30       2.218868231112e+30       7.704277112023e-14       5.084621489637e-08       4.211301913171e+28       4.894051448108e+31       4.894051448108e+31       1.631350467480e+31      -8.016863539680e+36       8.778807213452e-04       1.338530088620e-01 
       5.654673924719e+10       2.363853489939e-19       8.196569979191e-06       6.898828108164e+15       2.755658788459e+04       4.873240835982e-07       1.558235189680e+15       4.732292875581e-06       2.813256545290e+31       4.472195253954e+23       2.011783739970e+05       6.473436387099e+30       2.157812129033e+30       7.597539282640e-14       6.473436387099e+30       2.157812129033e+30       7.597539282640e-14       6.473436387099e+30       2.157812129033e+30       7.597539282640e-14       5.084621489637e-08       4.095420457981e+28       4.759382926600e+31       4.759382926600e+31       1.586460960626e+31      -7.742070798908e+36       8.787004046212e-04       1.337281460646e-01 
       5.615366360196e+10       2.397063267567e-19       8.253948180936e-06       6.803249259542e+15       2.755658788454e+04       4.907353521824e-07       1.547403366114e+15       4.765418925532e-06       2.735844792580e+31       4.379578798897e+23       1.970120917183e+05       6.295308282279e+30       2.098436094093e+30       7.492280237580e-14       6.295308282279e+30       2.098436094093e+30       7.492280237580e-14       6.295308282279e+30       2.098436094093e+30       7.492280237580e-14       5.084621489637e-08       3.982727686940e+28       4.628420048746e+31       4.628420048746e+31       1.542806668317e+31      -7.476697084669e+36       8.795200878978e-04       1.336035160038e-01 
       5.576332035944e+10       2.430739609360e-19       8.311726560351e-06       6.708994594705e+15       2.755658788448e+04       4.941704996467e-07       1.536646838243e+15       4.798776857831e-06       2.660563161798e+31       4.288880374529e+23       1.929320906221e+05       6.122081688779e+30       2.040693896260e+30       7.388479489234e-14       6.122081688779e+30       2.040693896260e+30       7.388479489234e-14       6.122081688779e+30       2.040693896260e+30       7.388479489234e-14       5.084621489637e-08       3.873135857738e+28       4.501060847178e+31       4.501060847178e+31       1.500353601430e+31      -7.220419542507e+36       8.803397711750e-04       1.334791180294e-01 
       5.537569052574e+10       2.464889070077e-19       8.369908755412e-06       6.616045767934e+15       2.755658788442e+04       4.976296931433e-07       1.525965082661e+15       4.832368295654e-06       2.587353038855e+31       4.200060259597e+23       1.889365838775e+05       5.953621732805e+30       1.984540577602e+30       7.286116833834e-14       5.953621732805e+30       1.984540577602e+30       7.286116833834e-14       5.953621732805e+30       1.984540577602e+30       7.286116833834e-14       5.084621489637e-08       3.766559642449e+28       4.377206160339e+31       4.377206160339e+31       1.459068706113e+31      -6.972926384397e+36       8.811594544528e-04       1.333549514938e-01 
       5.499075523905e+10       2.499518296567e-19       8.428498404101e-06       6.524384687677e+15       2.755658788436e+04       5.011131009943e-07       1.515357579600e+15       4.866194873539e-06       2.516157422531e+31       4.113079555450e+23       1.850238216577e+05       5.789797251855e+30       1.929932417285e+30       7.185172347522e-14       5.789797251855e+30       1.929932417285e+30       7.185172347522e-14       5.789797251855e+30       1.929932417285e+30       7.185172347522e-14       5.084621489637e-08       3.662916061099e+28       4.256759555280e+31       4.256759555280e+31       1.418919838050e+31      -6.733916509420e+36       8.819791377311e-04       1.332310157517e-01 
       5.460849576866e+10       2.534634029059e-19       8.487495506415e-06       6.433993513032e+15       2.755658788430e+04       5.046208927002e-07       1.504823812906e+15       4.900258237466e-06       2.446920880098e+31       4.027900169005e+23       1.811920903736e+05       5.630480692597e+30       1.876826897532e+30       7.085626382473e-14       5.630480692597e+30       1.876826897532e+30       7.085626382473e-14       5.630480692597e+30       1.876826897532e+30       7.085626382473e-14       5.084621489637e-08       3.562124417054e+28       4.139627252573e+31       4.139627252573e+31       1.379875737431e+31      -6.503099137447e+36       8.827988210101e-04       1.331073101602e-01 
       5.422889351405e+10       2.570243102476e-19       8.546907338314e-06       6.344854650268e+15       2.755658788424e+04       5.081532389481e-07       1.494363270013e+15       4.934560044938e-06       2.379589504156e+31       3.944484796063e+23       1.774397119237e+05       5.475548011557e+30       1.825182670519e+30       6.987459563070e-14       5.475548011557e+30       1.825182670519e+30       6.987459563070e-14       5.475548011557e+30       1.825182670519e+30       6.987459563070e-14       5.084621489637e-08       3.464106234191e+28       4.025718053302e+31       4.025718053302e+31       1.341906004619e+31      -6.280193455370e+36       8.836185042896e-04       1.329838340789e-01 
       5.385193000401e+10       2.606352447764e-19       8.606737537775e-06       6.256950749405e+15       2.755658788418e+04       5.117103116197e-07       1.483975441916e+15       4.969101965060e-06       2.314110870664e+31       3.862796904973e+23       1.737650429588e+05       5.324878578535e+30       1.774959526178e+30       6.890652782132e-14       5.324878578535e+30       1.774959526178e+30       6.890652782132e-14       5.324878578535e+30       1.774959526178e+30       6.890652782132e-14       5.084621489637e-08       3.368785195798e+28       3.914943268048e+31       3.914943268048e+31       1.304981076473e+31      -6.064928275470e+36       8.844381875698e-04       1.328605868696e-01 
       5.347758689572e+10       2.642969093242e-19       8.666982466821e-06       6.170264700838e+15       2.755658788412e+04       5.152922837999e-07       1.473659823150e+15       5.003885678620e-06       2.250433998121e+31       3.782800720632e+23       1.701664741625e+05       5.178355082686e+30       1.726118360895e+30       6.795187197197e-14       5.178355082686e+30       1.726118360895e+30       6.795187197197e-14       5.178355082686e+30       1.726118360895e+30       6.795187197197e-14       5.084621489637e-08       3.276087085151e+28       3.807216647841e+31       3.807216647841e+31       1.269072203338e+31      -5.857041705483e+36       8.852578708506e-04       1.327375678966e-01 
       5.310584597389e+10       2.680100165971e-19       8.727653039386e-06       6.084779632001e+15       2.755658788406e+04       5.188993297855e-07       1.463415911765e+15       5.038912878172e-06       2.188509307874e+31       3.704461208817e+23       1.666424295464e+05       5.035863441183e+30       1.678621147061e+30       6.701044226852e-14       5.035863441183e+30       1.678621147061e+30       6.701044226852e-14       5.035863441183e+30       1.678621147061e+30       6.701044226852e-14       5.084621489637e-08       3.185939727735e+28       3.702454317001e+31       3.702454317001e+31       1.234151426652e+31      -5.656280829985e+36       8.860775541320e-04       1.326147765265e-01 
       5.273668914983e+10       2.717752893140e-19       8.788745617494e-06       6.000478904089e+15       2.755658788400e+04       5.225316250929e-07       1.453243209296e+15       5.074185268119e-06       2.128288585512e+31       3.627744060845e+23       1.631913657600e+05       4.897292710389e+30       1.632430903463e+30       6.608205547119e-14       4.897292710389e+30       1.632430903463e+30       6.608205547119e-14       4.897292710389e+30       1.632430903463e+30       6.608205547119e-14       5.084621489637e-08       3.098272935040e+28       3.600574707842e+31       3.600574707842e+31       1.200191557188e+31      -5.462401402694e+36       8.868972374140e-04       1.324922121282e-01 
       5.237009846059e+10       2.755934603472e-19       8.850267477101e-06       5.917346108816e+15       2.755658788394e+04       5.261893464674e-07       1.443141220747e+15       5.109704564792e-06       2.069724943333e+31       3.552615678542e+23       1.598117714144e+05       4.762534999479e+30       1.587511666493e+30       6.516653087886e-14       4.762534999479e+30       1.587511666493e+30       6.516653087886e-14       4.762534999479e+30       1.587511666493e+30       6.516653087886e-14       5.084621489637e-08       3.013018449920e+28       3.501498497152e+31       3.501498497152e+31       1.167166153875e+31      -5.275167549316e+36       8.877169206966e-04       1.323698740730e-01 
       5.200605606810e+10       2.794652728651e-19       8.912218618207e-06       5.835365065224e+15       2.755658788388e+04       5.298726718916e-07       1.433109454562e+15       5.145472496539e-06       2.012772783829e+31       3.479043159535e+23       1.565021664208e+05       4.631485386434e+30       1.543828462145e+30       6.426369029390e-14       4.631485386434e+30       1.543828462145e+30       6.426369029390e-14       4.631485386434e+30       1.543828462145e+30       6.426369029390e-14       5.084621489637e-08       2.930109893448e+28       3.405148544443e+31       3.405148544443e+31       1.135049503218e+31      -5.094351480585e+36       8.885366039798e-04       1.322477617345e-01 
