# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_nudm           12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.235899013522e+10       4.948457161341e-18       3.750221549126e-05       3.295536182766e+14       1.408774062202e+04       1.139877972775e-06       1.741102473893e+14       2.165191422891e-05       6.419645025576e+28       4.669248777143e+21       2.528493782242e+22       3.759359733323e-08       4.440910710924e+28       1.086055873192e+29       1.086055873192e+29       3.620185245500e+28      -3.861303013713e+33       1.006768134693e-04       1.111294358346e-01 
       1.227307858508e+10       5.017978032805e-18       3.776473204198e-05       3.249878640899e+14       1.408774062176e+04       1.147857118567e-06       1.728999477512e+14       2.180347761598e-05       6.242997085569e+28       4.572551462924e+21       2.476130207408e+22       3.759359733323e-08       4.318711161617e+28       1.056171118057e+29       1.056171118057e+29       3.520569415729e+28      -3.728949755429e+33       1.007548577354e-04       1.110433582540e-01 
       1.218776423538e+10       5.088475602925e-18       3.802908395301e-05       3.204853655037e+14       1.408774062150e+04       1.155892118379e-06       1.716980613181e+14       2.195610194659e-05       6.071209927518e+28       4.477856691517e+21       2.424851050494e+22       3.759359733323e-08       4.199874150046e+28       1.027108695020e+29       1.027108695020e+29       3.423694692521e+28      -3.601133148376e+33       1.008329020034e-04       1.109574139404e-01 
       1.210304293479e+10       5.159963593338e-18       3.829528759525e-05       3.160452461520e+14       1.408774062123e+04       1.163983363190e-06       1.705045296070e+14       2.210979464733e-05       5.904149798371e+28       4.385122991474e+21       2.374633853862e+22       3.759359733323e-08       4.084307150010e+28       9.988459761528e+28       9.988459761528e+28       3.329485649461e+28      -3.477697690493e+33       1.009109462733e-04       1.108716025848e-01 
       1.201891056082e+10       5.232455918458e-18       3.856335570163e-05       3.116666418106e+14       1.408774062096e+04       1.172131246714e-06       1.693192945414e+14       2.226456319679e-05       5.741686625528e+28       4.294309750193e+21       2.325456624958e+22       3.759359733323e-08       3.971920181333e+28       9.713609561748e+28       9.713609561748e+28       3.237868935620e+28      -3.358493209837e+33       1.009889905453e-04       1.107859238791e-01 
       1.193536301963e+10       5.305966688182e-18       3.883329918608e-05       3.073487002283e+14       1.408774062069e+04       1.180336165422e-06       1.681422984484e+14       2.242041512592e-05       5.583693915567e+28       4.205377196138e+21       2.277297826680e+22       3.759359733323e-08       3.862625739799e+28       9.446322353202e+28       9.446322353202e+28       3.148773218455e+28      -3.243374681887e+33       1.010670348193e-04       1.107003775160e-01 
       1.185239624586e+10       5.380510210636e-18       3.910513260053e-05       3.030905809614e+14       1.408774062042e+04       1.188598518561e-06       1.669734840562e+14       2.257735801836e-05       5.430048655759e+28       4.118286381414e+21       2.230136367947e+22       3.759359733323e-08       3.756338729031e+28       9.186390026755e+28       9.186390026755e+28       3.062129128263e+28      -3.132202053100e+33       1.011450790954e-04       1.106149631895e-01 
       1.177000620240e+10       5.456100994962e-18       3.937886685890e-05       2.988914552102e+14       1.408774062015e+04       1.196918708172e-06       1.658127944910e+14       2.273539951086e-05       5.280631218288e+28       4.032999164716e+21       2.183951594460e+22       3.759359733323e-08       3.652976394226e+28       8.933610199765e+28       8.933610199765e+28       2.977869204171e+28      -3.024840070530e+33       1.012231233734e-04       1.105296805943e-01 
       1.168818888019e+10       5.532753754141e-18       3.965452015109e-05       2.947505056571e+14       1.408774061987e+04       1.205297139110e-06       1.646601732742e+14       2.289454729362e-05       5.135325267110e+28       3.949478194620e+21       2.138723279660e+22       3.759359733323e-08       3.552458257728e+28       8.687786058509e+28       8.687786058509e+28       2.895927841613e+28      -2.921158117270e+33       1.013011676536e-04       1.104445294261e-01 
       1.160694029805e+10       5.610483407854e-18       3.993210157205e-05       2.906669263081e+14       1.408774061959e+04       1.213734219064e-06       1.635155643201e+14       2.305480911066e-05       4.994017667373e+28       3.867686893230e+21       2.094431615866e+22       3.759359733323e-08       3.454706056367e+28       8.448726204941e+28       8.448726204941e+28       2.816241241247e+28      -2.821030053553e+33       1.013792119358e-04       1.103595093815e-01 
       1.152625650248e+10       5.689305085393e-18       4.021162567369e-05       2.866399223359e+14       1.408774061932e+04       1.222230358578e-06       1.623789119328e+14       2.321619276023e-05       4.856598397334e+28       3.787589440155e+21       2.051057205604e+22       3.759359733323e-08       3.359643680523e+28       8.216244507674e+28       8.216244507674e+28       2.738747359286e+28      -2.724334063279e+33       1.014572562201e-04       1.102746201581e-01 
       1.144613356746e+10       5.769234128599e-18       4.049310700793e-05       2.826687099248e+14       1.408774061903e+04       1.230785971068e-06       1.612501608033e+14       2.337870609514e-05       4.722960462691e+28       3.709150756821e+21       2.008581053109e+22       3.759359733323e-08       3.267197114868e+28       7.990159957055e+28       7.990159957055e+28       2.663385859186e+28      -2.630952505822e+33       1.015353005065e-04       1.101898614543e-01 
       1.136656759426e+10       5.850286094848e-18       4.077655830770e-05       2.787525161184e+14       1.408774061875e+04       1.239401472845e-06       1.601292560075e+14       2.354235702320e-05       4.592999813282e+28       3.632336491112e+21       1.966984556005e+22       3.759359733323e-08       3.177294380736e+28       7.770296524236e+28       7.770296524236e+28       2.590098064673e+28      -2.540771772905e+33       1.016133447950e-04       1.101052329697e-01 
       1.128755471123e+10       5.932476760087e-18       4.106199412490e-05       2.748905786693e+14       1.408774061846e+04       1.248077283134e-06       1.590161430026e+14       2.370715350755e-05       4.466615262070e+28       3.557113002322e+21       1.926249497164e+22       3.759359733323e-08       3.089865480082e+28       7.556483024112e+28       7.556483024112e+28       2.518826914050e+28      -2.453682150381e+33       1.016913890857e-04       1.100207344046e-01 
       1.120909107366e+10       6.015822121895e-18       4.134942901146e-05       2.710821458902e+14       1.408774061818e+04       1.256813824095e-06       1.579107676254e+14       2.387310356708e-05       4.343708406357e+28       3.483447346425e+21       1.886358036719e+22       3.759359733323e-08       3.004842340982e+28       7.348552982042e+28       7.348552982042e+28       2.449516915780e+28      -2.369577684759e+33       1.017694333786e-04       1.099363654602e-01 
       1.113117286357e+10       6.100338402602e-18       4.163887570030e-05       2.673264765082e+14       1.408774061789e+04       1.265611520842e-06       1.568130760889e+14       2.404021527681e-05       4.224183551174e+28       3.411307261646e+21       1.847292704260e+22       3.759359733323e-08       2.922158764633e+28       7.146344504231e+28       7.146344504231e+28       2.382114105269e+28      -2.288356054299e+33       1.018474776736e-04       1.098521258387e-01 
       1.105379628950e+10       6.186042052446e-18       4.193034692435e-05       2.636228395203e+14       1.408774061760e+04       1.274470801467e-06       1.557230149803e+14       2.420849676830e-05       4.107947634766e+28       3.340661154331e+21       1.809036391176e+22       3.759359733323e-08       2.841750373809e+28       6.949700151677e+28       6.949700151677e+28       2.316566002858e+28      -2.209918444525e+33       1.019255219708e-04       1.097680152433e-01 
       1.097695758634e+10       6.272949752774e-18       4.222385905450e-05       2.599705140510e+14       1.408774061730e+04       1.283392097055e-06       1.546405312576e+14       2.437795623001e-05       3.994910156138e+28       3.271478085110e+21       1.771572343165e+22       3.759359733323e-08       2.763554562736e+28       6.758466817594e+28       6.758466817594e+28       2.252821572958e+28      -2.134169428011e+33       1.020035662702e-04       1.096840333779e-01 
       1.090065301519e+10       6.361078419290e-18       4.251942664268e-05       2.563687892119e+14       1.408774061701e+04       1.292375841712e-06       1.535655722481e+14       2.454860190773e-05       3.884983104592e+28       3.203727755352e+21       1.734884152898e+22       3.759359733323e-08       2.687510448351e+28       6.572495608200e+28       6.572495608200e+28       2.190831184314e+28      -2.061016848280e+33       1.020816105719e-04       1.096001799475e-01 
       1.082487886310e+10       6.450445205345e-18       4.281706242182e-05       2.528169639639e+14       1.408774061671e+04       1.301422472581e-06       1.524980856447e+14       2.472044210498e-05       3.778080891199e+28       3.137380493890e+21       1.698955752832e+22       3.759359733323e-08       2.613558822897e+28       6.391641726790e+28       6.391641726790e+28       2.130546571365e+28      -1.990371707688e+33       1.021596548757e-04       1.095164546579e-01 
       1.074963144295e+10       6.541067505279e-18       4.311678094382e-05       2.493143469798e+14       1.408774061641e+04       1.310532429867e-06       1.514380195044e+14       2.489348518338e-05       3.674120282163e+28       3.072407244029e+21       1.663771408170e+22       3.759359733323e-08       2.541642107823e+28       6.215764360998e+28       6.215764360998e+28       2.071920796662e+28      -1.922148059148e+33       1.022376991819e-04       1.094328572158e-01 
       1.067490709325e+10       6.632962957804e-18       4.341859857959e-05       2.458602565109e+14       1.408774061611e+04       1.319706156853e-06       1.503853222448e+14       2.506773956310e-05       3.573020334013e+28       3.008779550821e+21       1.629315709977e+22       3.759359733323e-08       2.471704308954e+28       6.044726573160e+28       6.044726573160e+28       2.014908214322e+28      -1.856262901571e+33       1.023157434903e-04       1.093493873288e-01 
       1.060070217795e+10       6.726149449439e-18       4.372252988105e-05       2.424540202532e+14       1.408774061580e+04       1.328944099927e-06       1.493399426425e+14       2.524321372324e-05       3.474702330581e+28       2.946469548602e+21       1.595573568424e+22       3.759359733323e-08       2.403690972893e+28       5.878395193695e+28       5.878395193695e+28       1.959464434491e+28      -1.792636078877e+33       1.023937878011e-04       1.092660447055e-01 
       1.052701308630e+10       6.820645117990e-18       4.402858758112e-05       2.390949752174e+14       1.408774061550e+04       1.338246708603e-06       1.483018298299e+14       2.541991620227e-05       3.379089721717e+28       2.885449948791e+21       1.562530206187e+22       3.759359733323e-08       2.337549144627e+28       5.716640717419e+28       5.716640717419e+28       1.905546288781e+28      -1.731190182489e+33       1.024718321141e-04       1.091828290552e-01 
       1.045383623262e+10       6.916468356081e-18       4.433678805071e-05       2.357824675991e+14       1.408774061519e+04       1.347614435539e-06       1.472709332930e+14       2.559785559841e-05       3.286108063679e+28       2.825694027935e+21       1.530171151970e+22       3.759359733323e-08       2.273227326294e+28       5.559337202714e+28       5.559337202714e+28       1.853111796658e+28      -1.671850457147e+33       1.025498764295e-04       1.090997400882e-01 
       1.038116805618e+10       7.013637814736e-18       4.464714402275e-05       2.325158526524e+14       1.408774061488e+04       1.357047736563e-06       1.462472028691e+14       2.577704057008e-05       3.195684961183e+28       2.767175616009e+21       1.498482234166e+22       3.759359733323e-08       2.210675437087e+28       5.406362173469e+28       5.406362173469e+28       1.802120132757e+28      -1.614544709967e+33       1.026279207473e-04       1.090167775158e-01 
       1.030900502099e+10       7.112172407003e-18       4.495967550611e-05       2.292944945637e+14       1.408774061457e+04       1.366547070694e-06       1.452305887440e+14       2.595747983631e-05       3.107750011025e+28       2.709869084951e+21       1.467449574658e+22       3.759359733323e-08       2.149844774260e+28       5.257596523721e+28       5.257596523721e+28       1.752531595095e+28      -1.559203222608e+33       1.027059650674e-04       1.089339410499e-01 
       1.023734361563e+10       7.212091311642e-18       4.527439159574e-05       2.261177663281e+14       1.408774061425e+04       1.376112900164e-06       1.442210414500e+14       2.613918217715e-05       3.022234747273e+28       2.653749337443e+21       1.437059582732e+22       3.759359733323e-08       2.090687975211e+28       5.112924424919e+28       5.112924424919e+28       1.704307574161e+28      -1.505758666455e+33       1.027840093899e-04       1.088512304035e-01 
       1.016618035311e+10       7.313413976857e-18       4.559131230053e-05       2.229850496275e+14       1.408774061394e+04       1.385745690439e-06       1.432185118632e+14       2.632215643413e-05       2.939072587956e+28       2.598791795917e+21       1.407298949134e+22       3.759359733323e-08       2.033158980604e+28       4.972233235739e+28       4.972233235739e+28       1.657410522854e+28      -1.454146020702e+33       1.028620537148e-04       1.087686452903e-01 
       1.009551177067e+10       7.416160124076e-18       4.591045217239e-05       2.198957347104e+14       1.408774061362e+04       1.395445910246e-06       1.422229512009e+14       2.650641151065e-05       2.858198783225e+28       2.544972391791e+21       1.378154640233e+22       3.759359733323e-08       1.977212998508e+28       4.835413414384e+28       4.835413414384e+28       1.611803927244e+28      -1.404302493253e+33       1.029400980421e-04       1.086861854251e-01 
       1.002533442961e+10       7.520349751796e-18       4.623182576324e-05       2.168492202729e+14       1.408774061329e+04       1.405214031592e-06       1.412343110200e+14       2.669195637244e-05       2.779550364935e+28       2.492267554927e+21       1.349613892317e+22       3.759359733323e-08       1.922806469519e+28       4.702358433295e+28       4.702358433295e+28       1.567452278152e+28      -1.356167444327e+33       1.030181423719e-04       1.086038505234e-01 
       9.955644915156e+09       7.626003139472e-18       4.655544762500e-05       2.138449133416e+14       1.408774061297e+04       1.415050529786e-06       1.402525432136e+14       2.687880004800e-05       2.703066097626e+28       2.440654203315e+21       1.321664206005e+22       3.759359733323e-08       1.869897032852e+28       4.572964696208e+28       4.572964696208e+28       1.524321043493e+28      -1.309682312681e+33       1.030961867041e-04       1.085216403015e-01 
       9.886439836254e+09       7.733140851465e-18       4.688133594755e-05       2.108822291586e+14       1.408774061265e+04       1.424955883468e-06       1.392776000098e+14       2.706695162903e-05       2.628686430838e+28       2.390109732954e+21       1.294293340769e+22       3.759359733323e-08       1.818443493349e+28       4.447131457492e+28       4.447131457492e+28       1.482376641396e+28      -1.264790544367e+33       1.031742310388e-04       1.084395544767e-01 
       9.817715825427e+09       7.841783741044e-18       4.720950528281e-05       2.079605910674e+14       1.408774061232e+04       1.434930574625e-06       1.383094339681e+14       2.725642027084e-05       2.556353452747e+28       2.340612007961e+21       1.267489309574e+22       3.759359733323e-08       1.768405789414e+28       4.324760743712e+28       4.324760743712e+28       1.441586414054e+28      -1.221437523928e+33       1.032522753761e-04       1.083575927672e-01 
       9.749469538608e+09       7.951952954447e-18       4.753997200169e-05       2.050794304007e+14       1.408774061199e+04       1.444975088619e-06       1.373479979785e+14       2.744721519288e-05       2.486010845078e+28       2.292139350875e+21       1.241240373632e+22       3.759359733323e-08       1.719744961816e+28       4.205757277347e+28       4.205757277347e+28       1.401918602298e+28      -1.179570507952e+33       1.033303197158e-04       1.082757548919e-01 
       9.681697654975e+09       8.063669934994e-18       4.787275247509e-05       2.022381863696e+14       1.408774061165e+04       1.455089914211e-06       1.363932452578e+14       2.763934567909e-05       2.417603839250e+28       2.244670533159e+21       1.215535037255e+22       3.759359733323e-08       1.672423123354e+28       4.090028402607e+28       4.090028402607e+28       1.363342320868e+28      -1.139138560904e+33       1.034083640581e-04       1.081940405705e-01 
       9.614396876789e+09       8.176956427264e-18       4.820786125492e-05       1.994363059547e+14       1.408774061132e+04       1.465275543582e-06       1.354451293486e+14       2.783282107843e-05       2.351079173742e+28       2.198184765908e+21       1.190362042825e+22       3.759359733323e-08       1.626403429365e+28       3.977484013287e+28       3.977484013287e+28       1.325827534369e+28      -1.100092493158e+33       1.034864084030e-04       1.081124495239e-01 
       9.547563929236e+09       8.291834481322e-18       4.854531653109e-05       1.966732437984e+14       1.408774061098e+04       1.475532472358e-06       1.345036041159e+14       2.802765080527e-05       2.286385052612e+28       2.152661690743e+21       1.165710365864e+22       3.759359733323e-08       1.581650049028e+28       3.868036482617e+28       3.868036482617e+28       1.289345033880e+28      -1.062384801155e+33       1.035644527504e-04       1.080309814734e-01 
       9.481195560266e+09       8.408326457019e-18       4.888513285550e-05       1.939484620984e+14       1.408774061064e+04       1.485861199636e-06       1.335686237459e+14       2.822384433990e-05       2.223471105182e+28       2.108081370892e+21       1.141569210203e+22       3.759359733323e-08       1.538128137474e+28       3.761600595033e+28       3.761600595033e+28       1.253866414219e+28      -1.025969609605e+33       1.036424971004e-04       1.079496361415e-01 
       9.415288540434e+09       8.526455028335e-18       4.922732841806e-05       1.912614305036e+14       1.408774061030e+04       1.496262228003e-06       1.326401427428e+14       2.842141122899e-05       2.162288346807e+28       2.064424282466e+21       1.117928003253e+22       3.759359733323e-08       1.495803808651e+28       3.658093479828e+28       3.658093479828e+28       1.219364051819e+28      -9.908026156789e+32       1.037205414531e-04       1.078684132512e-01 
       9.349839662746e+09       8.646243187801e-18       4.957191958965e-05       1.886116260104e+14       1.408774060995e+04       1.506736063569e-06       1.317181159275e+14       2.862036108600e-05       2.102789140745e+28       2.021671305900e+21       1.094776391382e+22       3.759359733323e-08       1.454644108942e+28       3.557434546630e+28       3.557434546630e+28       1.185811083229e+28      -9.568410351089e+32       1.037985858084e-04       1.077873125267e-01 
       9.284845742500e+09       8.767714250966e-18       4.991892456019e-05       1.859985328613e+14       1.408774060961e+04       1.517283215983e-06       1.308024984347e+14       2.882070359170e-05       2.044927161063e+28       1.979803717584e+21       1.072104235370e+22       3.759359733323e-08       1.414616991507e+28       3.459545422655e+28       3.459545422655e+28       1.153181384190e+28      -9.240435501362e+32       1.038766301664e-04       1.077063336927e-01 
       9.220303617132e+09       8.890891860941e-18       5.026835606259e-05       1.834216424439e+14       1.408774060926e+04       1.527904198464e-06       1.298932457109e+14       2.902244849464e-05       1.988657356567e+28       1.938803181666e+21       1.049901605978e+22       3.759359733323e-08       1.375691291333e+28       3.364349891682e+28       3.364349891682e+28       1.121449549300e+28      -8.923702592444e+32       1.039546745270e-04       1.076254764750e-01 
       9.156210146061e+09       9.015799992999e-18       5.062023410574e-05       1.808804531927e+14       1.408774060891e+04       1.538599527822e-06       1.289903135124e+14       2.922560561159e-05       1.933935915728e+28       1.898651742013e+21       1.028158779593e+22       3.759359733323e-08       1.337836700967e+28       3.271773834720e+28       3.271773834720e+28       1.090590872232e+28      -8.617826286149e+32       1.040327188904e-04       1.075447406000e-01 
       9.092562210539e+09       9.142462959242e-18       5.097457687953e-05       1.783744704908e+14       1.408774060855e+04       1.549369724485e-06       1.280936579033e+14       2.943018482804e-05       1.880720232569e+28       1.859331814359e+21       1.006866233974e+22       3.759359733323e-08       1.301023746920e+28       3.181745172288e+28       3.181745172288e+28       1.060581326496e+28      -8.322434452464e+32       1.041107632564e-04       1.074641257951e-01 
       9.029356713496e+09       9.270905413331e-18       5.133139893587e-05       1.759032065741e+14       1.408774060820e+04       1.560215312524e-06       1.272032352527e+14       2.963619609868e-05       1.828968873492e+28       1.820826178591e+21       9.860146440792e+21       3.759359733323e-08       1.265223766716e+28       3.094193808304e+28       3.094193808304e+28       1.031397546736e+28      -8.037167716818e+32       1.041888076253e-04       1.073836317884e-01 
       8.966590579392e+09       9.401152355288e-18       5.169071846467e-05       1.734661804359e+14       1.408774060784e+04       1.571136819679e-06       1.263190022332e+14       2.984364944789e-05       1.778641545016e+28       1.783117971219e+21       9.655948779819e+21       3.759359733323e-08       1.230408886580e+28       3.009051575503e+28       3.009051575503e+28       1.003016810532e+28      -7.761679022863e+32       1.042668519969e-04       1.073032583088e-01 
       8.904260754065e+09       9.533229136359e-18       5.205255365581e-05       1.710629177339e+14       1.408774060747e+04       1.582134777383e-06       1.254409158187e+14       3.005255497022e-05       1.729699062412e+28       1.746190677984e+21       9.455979928731e+21       3.759359733323e-08       1.196551999735e+28       2.926252182363e+28       2.926252182363e+28       9.754170207154e+27      -7.495633210246e+32       1.043448963713e-04       1.072230050861e-01 
       8.842364204584e+09       9.667161463951e-18       5.241692088020e-05       1.686929506972e+14       1.408774060711e+04       1.593209720791e-06       1.245689332819e+14       3.026292283087e-05       1.682103319182e+28       1.710028126626e+21       9.260152311436e+21       3.759359733323e-08       1.163626745291e+28       2.845731161491e+28       2.845731161491e+28       9.485766881578e+27      -7.238706606851e+32       1.044229407485e-04       1.071428718510e-01 
       8.780897919102e+09       9.802975406632e-18       5.278384014673e-05       1.663558180356e+14       1.408774060674e+04       1.604362188802e-06       1.237030121927e+14       3.047476326620e-05       1.635817257401e+28       1.674614479805e+21       9.068380165492e+21       3.759359733323e-08       1.131607487729e+28       2.767425819429e+28       2.767425819429e+28       9.224749150433e+27      -6.990586635020e+32       1.045009851285e-04       1.070628583348e-01 
       8.719858906707e+09       9.940697399210e-18       5.315332600730e-05       1.640510648500e+14       1.408774060637e+04       1.615592724089e-06       1.228431104159e+14       3.068808658424e-05       1.590804838855e+28       1.639934228161e+21       8.880579504542e+21       3.759359733323e-08       1.100469296934e+28       2.691275187841e+28       2.691275187841e+28       8.970913785966e+27      -6.750971431266e+32       1.045790295114e-04       1.069829642696e-01 
       8.659244197277e+09       1.008035424787e-17       5.352540028980e-05       1.617782425434e+14       1.408774060600e+04       1.626901873122e-06       1.219891861094e+14       3.090290316515e-05       1.547031016989e+28       1.605972183524e+21       8.696668081538e+21       3.759359733323e-08       1.070187928789e+28       2.617219976042e+28       2.617219976042e+28       8.724063152594e+27      -6.519569479031e+32       1.046570738971e-04       1.069031893885e-01 
       8.599050841339e+09       1.022197313541e-17       5.390007754613e-05       1.595369087339e+14       1.408774060563e+04       1.638290186198e-06       1.211411977215e+14       3.111922346178e-05       1.504461709614e+28       1.572713472262e+21       8.516565352717e+21       3.759359733323e-08       1.040739806295e+28       2.545202524837e+28       2.545202524837e+28       8.484005053032e+27      -6.296099254021e+32       1.047351182858e-04       1.068235334252e-01 
       8.539275909922e+09       1.036558162650e-17       5.427737778518e-05       1.573266271686e+14       1.408774060525e+04       1.649758217466e-06       1.202991039897e+14       3.133705800013e-05       1.463063772373e+28       1.540143528767e+21       8.340192442330e+21       3.759359733323e-08       1.012102001219e+28       2.475166761626e+28       2.475166761626e+28       8.250552578640e+27      -6.080288881706e+32       1.048131626774e-04       1.067439961143e-01 
       8.479916494412e+09       1.051120767308e-17       5.465731919685e-05       1.551469676386e+14       1.408774060487e+04       1.661306524951e-06       1.194628639383e+14       3.155641737988e-05       1.422804972936e+28       1.508248089076e+21       8.167472108096e+21       3.759359733323e-08       9.842522162356e+27       2.407058156744e+28       2.407058156744e+28       8.023523963906e+27      -5.871875806554e+32       1.048912070719e-04       1.066645771913e-01 
       8.420969706419e+09       1.065887961979e-17       5.503991997102e-05       1.529975058950e+14       1.408774060449e+04       1.672935670589e-06       1.186324368764e+14       3.177731227492e-05       1.383653965902e+28       1.477013184623e+21       7.998328707374e+21       3.759359733323e-08       9.571687675729e+27       2.340823681009e+28       2.340823681009e+28       7.802742444916e+27      -5.670606472608e+32       1.049692514694e-04       1.065852763922e-01 
       8.362432677627e+09       1.080862620947e-17       5.542520011659e-05       1.508778235670e+14       1.408774060410e+04       1.684646220245e-06       1.178077823958e+14       3.199975343385e-05       1.345580268394e+28       1.446425136124e+21       7.832688164039e+21       3.759359733323e-08       9.308305681251e+27       2.276411764430e+28       2.276411764430e+28       7.588036121729e+27      -5.476236015006e+32       1.050472958699e-04       1.065060934540e-01 
       8.304302559661e+09       1.096047658877e-17       5.581317600445e-05       1.487875080797e+14       1.408774060371e+04       1.696438743748e-06       1.169888603693e+14       3.222375168051e-05       1.308554236326e+28       1.416470547583e+21       7.670477936035e+21       3.759359733323e-08       9.052171110357e+27       2.213772256057e+28       2.213772256057e+28       7.379237824539e+27      -5.288527962080e+32       1.051253402734e-04       1.064270281144e-01 
       8.246576523945e+09       1.111446031383e-17       5.620386764349e-05       1.467261525745e+14       1.408774060332e+04       1.708313814916e-06       1.161756309489e+14       3.244931791452e-05       1.272547041323e+28       1.387136300429e+21       7.511626983610e+21       3.759359733323e-08       8.803084537309e+27       2.152856384930e+28       2.152856384930e+28       7.176184983513e+27      -5.107253947664e+32       1.052033846800e-04       1.063480801120e-01 
       8.189251761565e+09       1.127060735602e-17       5.659729504259e-05       1.446933558292e+14       1.408774060293e+04       1.720272011581e-06       1.153680545631e+14       3.267646311177e-05       1.237530648272e+28       1.358409547767e+21       7.356065738201e+21       3.759359733323e-08       8.560852023924e+27       2.093616722112e+28       2.093616722112e+28       6.978719502214e+27      -4.932193433260e+32       1.052814290896e-04       1.062692491860e-01 
       8.132325483135e+09       1.142894810778e-17       5.699347639165e-05       1.426887221806e+14       1.408774060253e+04       1.732313915622e-06       1.145660919159e+14       3.290519832501e-05       1.203477793496e+28       1.330277708754e+21       7.203726071967e+21       3.759359733323e-08       8.325284968570e+27       2.036007143754e+28       2.036007143754e+28       6.786687634511e+27      -4.763133439735e+32       1.053594735023e-04       1.061905350766e-01 
       8.075794918656e+09       1.158951338853e-17       5.739243169955e-05       1.407118614470e+14       1.408774060213e+04       1.744440112991e-06       1.137697039841e+14       3.313553468434e-05       1.170361963529e+28       1.302728463089e+21       7.054541267956e+21       3.759359733323e-08       8.096199959325e+27       1.979982795189e+28       1.979982795189e+28       6.599939864872e+27      -4.599868288206e+32       1.054375179181e-04       1.061119375244e-01 
       8.019657317386e+09       1.175233445067e-17       5.779417733720e-05       1.387623888525e+14       1.408774060173e+04       1.756651193741e-06       1.129788520162e+14       3.336748339778e-05       1.138157374467e+28       1.275749745616e+21       6.908445990881e+21       3.759359733323e-08       7.873418631174e+27       1.925500056004e+28       1.925500056004e+28       6.418330791949e+27      -4.442199349812e+32       1.055155623370e-04       1.060334562711e-01 
       7.963909947703e+09       1.191744298567e-17       5.819873695145e-05       1.368399249518e+14       1.408774060133e+04       1.768947752055e-06       1.121934975297e+14       3.360105575180e-05       1.106838951898e+28       1.249329741042e+21       6.765376258511e+21       3.759359733323e-08       7.656767527130e+27       1.872516506082e+28       1.872516506082e+28       6.241719015370e+27      -4.289934804060e+32       1.055936067591e-04       1.059550910591e-01 
       7.908550096976e+09       1.208487113024e-17       5.860612873221e-05       1.349440955569e+14       1.408774060092e+04       1.781330386277e-06       1.114136023097e+14       3.383626311188e-05       1.076382311376e+28       1.223456878762e+21       6.625269413647e+21       3.759359733323e-08       7.446077963183e+27       1.820990892567e+28       1.820990892567e+28       6.069967025648e+27      -4.142889405460e+32       1.056716511844e-04       1.058768416316e-01 
       7.853575071428e+09       1.225465147255e-17       5.901637086936e-05       1.330745316637e+14       1.408774060051e+04       1.793799698938e-06       1.106391284070e+14       3.407311692306e-05       1.046763739437e+28       1.198119827789e+21       6.488064096685e+21       3.759359733323e-08       7.241185896965e+27       1.770883097752e+28       1.770883097752e+28       5.902941097111e+27      -4.000884258148e+32       1.057496956129e-04       1.057987077323e-01 
       7.798982196007e+09       1.242681705863e-17       5.942948519078e-05       1.312308693805e+14       1.408774060010e+04       1.806356296787e-06       1.098700381362e+14       3.431162871049e-05       1.017960175134e+28       1.173307491797e+21       6.353700218737e+21       3.759359733323e-08       7.041931800024e+27       1.722154107837e+28       1.722154107837e+28       5.740511183788e+27      -3.863746598248e+32       1.058277400446e-04       1.057206891060e-01 
       7.744768814259e+09       1.260140139877e-17       5.984549170535e-05       1.294127498571e+14       1.408774059968e+04       1.819000790821e-06       1.091062940739e+14       3.455181007999e-05       9.899491920843e+27       1.149009004255e+21       6.222118935324e+21       3.759359733323e-08       6.848160533617e+27       1.674765982559e+28       1.674765982559e+28       5.582550818153e+27      -3.731309583682e+32       1.059057844796e-04       1.056427854981e-01 
       7.690932288193e+09       1.277843847404e-17       6.026441042195e-05       1.276198192150e+14       1.408774059926e+04       1.831733796312e-06       1.083478590566e+14       3.479367271864e-05       9.627089810063e+27       1.125213723674e+21       6.093262620597e+21       3.759359733323e-08       6.659721227920e+27       1.628681825646e+28       1.628681825646e+28       5.428937012661e+27      -3.603412091191e+32       1.059838289178e-04       1.055649966546e-01 
       7.637469998157e+09       1.295796274290e-17       6.068626134947e-05       1.258517284782e+14       1.408774059884e+04       1.844555932841e-06       1.075946961796e+14       3.503722839531e-05       9.362183327396e+27       1.101911228942e+21       5.967074842105e+21       3.759359733323e-08       6.476467164560e+27       1.583865756094e+28       1.583865756094e+28       5.279550163985e+27      -3.479898520311e+32       1.060618733594e-04       1.054873223226e-01 
       7.584379342710e+09       1.314000914793e-17       6.111106449680e-05       1.241081335058e+14       1.408774059842e+04       1.857467824325e-06       1.068467687942e+14       3.528248896126e-05       9.104566217315e+27       1.079091314762e+21       5.843500336081e+21       3.759359733323e-08       6.298255662379e+27       1.540282880229e+28       1.540282880229e+28       5.134273959898e+27      -3.360618604072e+32       1.061399178043e-04       1.054097622496e-01 
