# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_nudm           12:T_dmeff               13:cdmeff2               14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       4.996906119579e+07       3.027486472354e-13       9.276623106416e-03       5.386645941737e+09       1.429062046957e+04       2.859893670523e-04       7.140889030605e+11       5.355842782320e-03       1.715472921458e+19       3.086040727401e+14       1.600632010208e+15       1.361906795814e+08       2.178365375402e+00       3.815882481151e-08       1.185931605097e+19       2.901595450164e+19       2.901595450164e+19       9.671348421851e+18      -4.170270758620e+21       1.694509005906e-04       6.900534206782e-02 
       4.962170918450e+07       3.070019163366e-13       9.341558399683e-03       5.312018624001e+09       1.429062040464e+04       2.879912915436e-04       7.091250240756e+11       5.393332937725e-03       1.668268630465e+19       3.022130685787e+14       1.567483886960e+15       1.337832248883e+08       2.130966987586e+00       3.815882481151e-08       1.153298586012e+19       2.821754186173e+19       2.821754186173e+19       9.405224054926e+18      -4.027327970512e+21       1.695324669711e-04       6.897281668792e-02 
       4.927677173536e+07       3.113149386290e-13       9.406948225660e-03       5.238425211552e+09       1.429062033925e+04       2.900072294912e-04       7.041956507044e+11       5.431085513765e-03       1.622363249527e+19       2.959544182527e+14       1.535022241320e+15       1.314392665343e+08       2.085119323309e+00       3.815882481151e-08       1.121563522510e+19       2.744109869703e+19       2.744109869703e+19       9.146422573456e+18      -3.889284784263e+21       1.696140341526e-04       6.894032732066e-02 
       4.893423206391e+07       3.156885535643e-13       9.472795763941e-03       5.165851380354e+09       1.429062027340e+04       2.920372789890e-04       6.993005430864e+11       5.469102347237e-03       1.577721036822e+19       2.898253807943e+14       1.503232856751e+15       1.291564241256e+08       2.040755594154e+00       3.815882481151e-08       1.090701705745e+19       2.668602048391e+19       2.668602048391e+19       8.894742475223e+18      -3.755973257700e+21       1.696956021412e-04       6.890787394986e-02 
       4.859407350240e+07       3.201236123873e-13       9.539104221403e-03       5.094283004819e+09       1.429062020709e+04       2.940815388178e-04       6.944394630289e+11       5.507385287795e-03       1.534307234031e+19       2.838232719993e+14       1.472101811134e+15       1.269324266836e+08       1.997812371371e+00       3.815882481151e-08       1.060689106779e+19       2.595171933319e+19       2.595171933319e+19       8.649987802701e+18      -3.627231205155e+21       1.697771709430e-04       6.887545655961e-02 
       4.825627949891e+07       3.246209783015e-13       9.605876821297e-03       5.023706155059e+09       1.429062014032e+04       2.961401084496e-04       6.896121739946e+11       5.545936198037e-03       1.492088039269e+19       2.779454632518e+14       1.441615470667e+15       1.247651069460e+08       1.956229397687e+00       3.815882481151e-08       1.031502357876e+19       2.523762353238e+19       2.523762353238e+19       8.411967990482e+18      -3.502902000157e+21       1.698587405641e-04       6.884307513431e-02 
       4.792083361660e+07       3.291815266369e-13       9.673116814156e-03       4.954107094178e+09       1.429062007308e+04       2.982130880527e-04       6.848184410906e+11       5.584756953597e-03       1.451030580772e+19       2.721893803729e+14       1.411760483896e+15       1.226523959960e+08       1.915949410650e+00       3.815882481151e-08       1.003118734300e+19       2.454317710058e+19       2.454317710058e+19       8.180497716907e+18      -3.382834384875e+21       1.699403110106e-04       6.881072965865e-02 
       4.758771953287e+07       3.338061450207e-13       9.740827468704e-03       4.885472275593e+09       1.429062000537e+04       3.003005784969e-04       6.800580310569e+11       5.623849443238e-03       1.411102891300e+19       2.665525024936e+14       1.382523775867e+15       1.205923181974e+08       1.876917976719e+00       3.815882481151e-08       9.755161366309e+18       2.386783935559e+19       2.386783935559e+19       7.955396759769e+18      -3.266882286101e+21       1.700218822887e-04       6.877842011764e-02 
       4.725692103860e+07       3.384957335499e-13       9.809012084588e-03       4.817788340400e+09       1.429061993718e+04       3.024026813577e-04       6.753307122548e+11       5.663215568941e-03       1.372273883248e+19       2.610323609504e+14       1.353892542401e+15       1.185829864176e+08       1.839083335423e+00       3.815882481151e-08       9.486730735510e+18       2.321108449290e+19       2.321108449290e+19       7.736489855998e+18      -3.154904637539e+21       1.701034544046e-04       6.874614649656e-02 
       4.692842203734e+07       3.432512049663e-13       9.877673974188e-03       4.751042114776e+09       1.429061986852e+04       3.045194989218e-04       6.706362546558e+11       5.702857245998e-03       1.334513324444e+19       2.556265382043e+14       1.325854244488e+15       1.166225975199e+08       1.802396252895e+00       3.815882481151e-08       9.225686451151e+18       2.257240117638e+19       2.257240117638e+19       7.523606565198e+18      -3.046765208183e+21       1.701850273647e-04       6.871390878102e-02 
       4.660220654453e+07       3.480734848345e-13       9.946816480806e-03       4.685220607410e+09       1.429061979938e+04       3.066511341919e-04       6.659744298307e+11       5.742776403107e-03       1.297791814606e+19       2.503326667822e+14       1.298396602788e+15       1.147094281104e+08       1.766809884201e+00       3.815882481151e-08       8.971825264771e+18       2.195129214010e+19       2.195129214010e+19       7.316581136943e+18      -2.942332436577e+21       1.702666011751e-04       6.868170695693e-02 
       4.627825868673e+07       3.529635117219e-13       1.001644296775e-02       4.620311006978e+09       1.429061972975e+04       3.087976908918e-04       6.613450109378e+11       5.782974982465e-03       1.262080762453e+19       2.451484282397e+14       1.271507592264e+15       1.128418305205e+08       1.732279643873e+00       3.815882481151e-08       8.724949520654e+18       2.134727380120e+19       2.134727380120e+19       7.115252381727e+18      -2.841479270764e+21       1.703481758424e-04       6.864954101050e-02 
       4.595656270083e+07       3.579222373810e-13       1.008655682381e-02       4.556300679648e+09       1.429061965964e+04       3.109592734711e-04       6.567477727125e+11       5.823454939860e-03       1.227352363444e+19       2.400715521463e+14       1.245175436908e+15       1.110182290150e+08       1.698763084119e+00       3.815882481151e-08       8.484867001928e+18       2.075987588336e+19       2.075987588336e+19       6.919463545456e+18      -2.744083013708e+21       1.704297513728e-04       6.861741092825e-02 
       4.563710293330e+07       3.629506269352e-13       1.015716145776e-02       4.493177166621e+09       1.429061958903e+04       3.131359871109e-04       6.521824914560e+11       5.864218244770e-03       1.193579578131e+19       2.350998150905e+14       1.219388604586e+15       1.092371162083e+08       1.666219780231e+00       3.815882481151e-08       8.251390780915e+18       2.018864105064e+19       2.018864105064e+19       6.729062187407e+18      -2.650025174027e+21       1.705113277730e-04       6.858531669699e-02 
       4.531986383942e+07       3.680496590663e-13       1.022826030749e-02       4.430928181707e+09       1.429061951794e+04       3.153279377282e-04       6.476489450245e+11       5.905266880456e-03       1.160736111102e+19       2.302310397065e+14       1.194135801986e+15       1.074970496783e+08       1.634611222714e+00       3.815882481151e-08       8.024339073581e+18       1.963312455144e+19       1.963312455144e+19       6.543900061533e+18      -2.559191321832e+21       1.705929050494e-04       6.855325830388e-02 
       4.500482998255e+07       3.732203262051e-13       1.029985683090e-02       4.369541608932e+09       1.429061944634e+04       3.175352319817e-04       6.431469128184e+11       5.946602844060e-03       1.128796390512e+19       2.254630937202e+14       1.169405969678e+15       1.057966487659e+08       1.603900715718e+00       3.815882481151e-08       7.803535098004e+18       1.909289387219e+19       1.909289387219e+19       6.363833001042e+18      -2.471470949519e+21       1.706744832085e-04       6.852123573636e-02 
       4.469198603332e+07       3.784636347244e-13       1.037195451318e-02       4.309005500183e+09       1.429061937424e+04       3.197579772765e-04       6.386761757717e+11       5.988228146703e-03       1.097735548171e+19       2.207938890157e+14       1.145188277261e+15       1.041345915482e+08       1.574053281372e+00       3.815882481151e-08       7.588806936732e+18       1.856752840060e+19       1.856752840060e+19       6.188720806146e+18      -2.386757337318e+21       1.707560622570e-04       6.848924898218e-02 
       4.438131676894e+07       3.837806051349e-13       1.044455685951e-02       4.249308072876e+09       1.429061930164e+04       3.219962817697e-04       6.342365163410e+11       6.030144813577e-03       1.067529400179e+19       2.162213807209e+14       1.121472118629e+15       1.025096119763e+08       1.545035569646e+00       3.815882481151e-08       7.379987402925e+18       1.805661909821e+19       1.805661909821e+19       6.018427134904e+18      -2.304947423464e+21       1.708376422016e-04       6.845729802943e-02 
       4.407280707243e+07       3.891722722842e-13       1.051766740238e-02       4.190437707672e+09       1.429061922853e+04       3.242502543755e-04       6.298277184952e+11       6.072354884052e-03       1.038154428101e+19       2.117435663115e+14       1.098247107319e+15       1.009204971666e+08       1.516815773406e+00       3.815882481151e-08       7.176913910189e+18       1.755976818188e+19       1.755976818188e+19       5.852819397067e+18      -2.225941678811e+21       1.709192230489e-04       6.842538286649e-02 
       4.376644193191e+07       3.946396855574e-13       1.059128970155e-02       4.132382946205e+09       1.429061915491e+04       3.265200047703e-04       6.254495677049e+11       6.114860411770e-03       1.009587760654e+19       2.073584847343e+14       1.075503071969e+15       9.936608483778e+07       1.489363548316e+00       3.815882481151e-08       6.979428345981e+18       1.707658881408e+19       1.707658881408e+19       5.691768650842e+18      -2.149643985742e+21       1.710008048058e-04       6.839350348207e-02 
       4.346220643984e+07       4.001839090822e-13       1.066542733679e-02       4.075132488860e+09       1.429061908077e+04       3.288056433983e-04       6.211018509321e+11       6.157663464744e-03       9.818071558981e+18       2.030642155486e+14       1.053230051856e+15       9.784526088460e+07       1.462649937316e+00       3.815882481151e-08       6.787376948509e+18       1.660670480176e+19       1.660670480176e+19       5.535149502497e+18      -2.075961521241e+21       1.710823874790e-04       6.836165986520e-02 
       4.316008579230e+07       4.058060219353e-13       1.074008391697e-02       4.018675192569e+09       1.429061900611e+04       3.311072814771e-04       6.167843566194e+11       6.200766125464e-03       9.547909839193e+18       1.988588780845e+14       1.031418292539e+15       9.635695707999e+07       1.436647299364e+00       3.815882481151e-08       6.600610187008e+18       1.614975030337e+19       1.614975030337e+19       5.382840008734e+18      -2.004804643955e+21       1.711639710753e-04       6.832985200521e-02 
       4.286006528828e+07       4.115071183529e-13       1.081526307098e-02       3.963000068647e+09       1.429061893093e+04       3.334250310023e-04       6.124968746803e+11       6.244170490992e-03       9.285182099903e+18       1.947406306199e+14       1.010058241587e+15       9.490014889876e+07       1.411329242200e+00       3.815882481151e-08       6.418982645318e+18       1.570536954409e+19       1.570536954409e+19       5.234721581740e+18      -1.936086785144e+21       1.712455556018e-04       6.829807989178e-02 
       4.256213032898e+07       4.172883079434e-13       1.089096846226e-02       3.908096280645e+09       1.429061885523e+04       3.357590047540e-04       6.082391964886e+11       6.287878673067e-03       9.029683781911e+18       1.907076695735e+14       9.891405443918e+14       9.347385345560e+07       1.386670558884e+00       3.815882481151e-08       6.242352908663e+18       1.527321653879e+19       1.527321653879e+19       5.090678896858e+18      -1.869724343360e+21       1.713271410654e-04       6.826634351489e-02 
       4.226626641706e+07       4.231507159033e-13       1.096720376881e-02       3.853953142249e+09       1.429061877899e+04       3.381093163013e-04       6.040111148682e+11       6.331892798209e-03       8.781215954831e+18       1.867582287152e+14       9.686560400747e+14       9.207712755074e+07       1.362647167866e+00       3.815882481151e-08       6.070583453548e+18       1.485295482265e+19       1.485295482265e+19       4.950599802793e+18      -1.805636582736e+21       1.714087274731e-04       6.823464286486e-02 
       4.197245915598e+07       4.290954832366e-13       1.104397270137e-02       3.800560115195e+09       1.429061870222e+04       3.404760800086e-04       5.998124240833e+11       6.376215007819e-03       8.539585162199e+18       1.828905783923e+14       9.485957574731e+14       9.070906581737e+07       1.339236056389e+00       3.815882481151e-08       5.903540540680e+18       1.444425718921e+19       1.444425718921e+19       4.814375234293e+18      -1.743745534767e+21       1.714903148320e-04       6.820297793231e-02 
       4.168069424923e+07       4.351237669762e-13       1.112127899614e-02       3.747906807222e+09       1.429061862492e+04       3.428594110406e-04       5.956429198282e+11       6.420847458286e-03       8.304603270848e+18       1.791030247722e+14       9.289509112118e+14       8.936879896479e+07       1.316415227016e+00       3.815882481151e-08       5.741094110840e+18       1.404680543562e+19       1.404680543562e+19       4.681899127229e+18      -1.683975903448e+21       1.715719031491e-04       6.817134870823e-02 
       4.139095749974e+07       4.412367404098e-13       1.119912641479e-02       3.695982970044e+09       1.429061854707e+04       3.452594253684e-04       5.915023992174e+11       6.465792321091e-03       8.076087324432e+18       1.753939091008e+14       9.097128978550e+14       8.805549211205e+07       1.294163647099e+00       3.815882481151e-08       5.583117683620e+18       1.366029011486e+19       1.366029011486e+19       4.553068336017e+18      -1.626254973677e+21       1.716534924317e-04       6.813975518389e-02 
       4.110323480908e+07       4.474355933076e-13       1.127751874265e-02       3.644778497360e+09       1.429061846868e+04       3.476762397748e-04       5.873906607756e+11       6.511051782912e-03       7.853859400972e+18       1.717616069754e+14       8.908732921394e+14       8.676834320702e+07       1.272461201004e+00       3.815882481151e-08       5.429488258947e+18       1.328441029482e+19       1.328441029482e+19       4.427782553306e+18      -1.570512522784e+21       1.717350826871e-04       6.810819735093e-02 
       4.081751217684e+07       4.537215321543e-13       1.135645979411e-02       3.594283422883e+09       1.429061838974e+04       3.501099718599e-04       5.833075044283e+11       6.556628045732e-03       7.637746474331e+18       1.682045276339e+14       8.724238432834e+14       8.550658152589e+07       1.251288644944e+00       3.815882481151e-08       5.280086221312e+18       1.291887332401e+19       1.291887332401e+19       4.305944231881e+18      -1.516680735101e+21       1.718166739224e-04       6.807667520130e-02 
       4.053377569995e+07       4.600957803837e-13       1.143595341273e-02       3.544487918405e+09       1.429061831024e+04       3.525607400472e-04       5.792527314916e+11       6.602523326942e-03       7.427580279493e+18       1.647211132580e+14       8.543564713744e+14       8.426946624893e+07       1.230627564253e+00       3.815882481151e-08       5.134795246640e+18       1.256339460372e+19       1.256339460372e+19       4.187458508711e+18      -1.464694119457e+21       1.718982661450e-04       6.804518872728e-02 
       4.025201157195e+07       4.665595786168e-13       1.151600346384e-02       3.495382291878e+09       1.429061823019e+04       3.550286635891e-04       5.752261446626e+11       6.648739859456e-03       7.223197181552e+18       1.613098382908e+14       8.366632638296e+14       8.305628510805e+07       1.210460332962e+00       3.815882481151e-08       4.993502211721e+18       1.221769736637e+19       1.221769736637e+19       4.072233131091e+18      -1.414489429503e+21       1.719798593624e-04       6.801373792150e-02 
       3.997220608237e+07       4.731141849033e-13       1.159661384190e-02       3.446956985533e+09       1.429061814958e+04       3.575138625729e-04       5.712275480102e+11       6.695279891812e-03       7.024438048309e+18       1.579692087687e+14       8.193364719312e+14       8.186635310225e+07       1.190770075549e+00       3.815882481151e-08       4.856097106128e+18       1.188151246012e+19       1.188151246012e+19       3.960178384812e+18      -1.366005586767e+21       1.720614535819e-04       6.798232277691e-02 
       3.969434561607e+07       4.797608749666e-13       1.167778846866e-02       3.399202574018e+09       1.429061806841e+04       3.600164579261e-04       5.672567469652e+11       6.742145688285e-03       6.831148126370e+18       1.546977616672e+14       8.023685074326e+14       8.069901127736e+07       1.171540630717e+00       3.815882481151e-08       4.722472946570e+18       1.155457813921e+19       1.155457813921e+19       3.851207024313e+18      -1.319183606345e+21       1.721430488111e-04       6.795094328682e-02 
       3.941841665250e+07       4.865009424517e-13       1.175953129496e-02       3.352109762560e+09       1.429061798666e+04       3.625365714232e-04       5.633135483107e+11       6.789339528998e-03       6.643176920655e+18       1.514940642602e+14       7.857519392352e+14       7.955362556643e+07       1.152756517110e+00       3.815882481151e-08       4.592525693590e+18       1.123663986025e+19       1.123663986025e+19       3.745234204748e+18      -1.273966525139e+21       1.722246450576e-04       6.791959944487e-02 
       3.914440576515e+07       4.933356991773e-13       1.184184629710e-02       3.305669385161e+09       1.429061790435e+04       3.650743256907e-04       5.593977601732e+11       6.836863710032e-03       6.460378077226e+18       1.483567134925e+14       7.694794901341e+14       7.842958568745e+07       1.134402900830e+00       3.815882481151e-08       4.466154170561e+18       1.092745008399e+19       1.092745008399e+19       3.642177415929e+18      -1.230299332561e+21       1.723062423289e-04       6.788829124502e-02 
       3.887229962081e+07       5.002664753908e-13       1.192473748051e-02       3.259872402812e+09       1.429061782146e+04       3.676298442138e-04       5.555091920128e+11       6.884720543536e-03       6.282609269331e+18       1.452843353652e+14       7.535440336306e+14       7.732630409545e+07       1.116465564668e+00       3.815882481151e-08       4.343259984914e+18       1.062676808261e+19       1.062676808261e+19       3.541956418082e+18      -1.188128903601e+21       1.723878406327e-04       6.785701868160e-02 
       3.860208497896e+07       5.072946200277e-13       1.200820887789e-02       3.214709901732e+09       1.429061773799e+04       3.702032513418e-04       5.516476546142e+11       6.932912357841e-03       6.109732086593e+18       1.422755843343e+14       7.379385908117e+14       7.624321498591e+07       1.098930878938e+00       3.815882481151e-08       4.223747451522e+18       1.033435975229e+19       1.033435975229e+19       3.444493179372e+18      -1.147403934203e+21       1.724694399768e-04       6.782578174927e-02 
       3.833374869112e+07       5.144215009734e-13       1.209226455103e-02       3.170173091634e+09       1.429061765393e+04       3.727946722947e-04       5.478129600773e+11       6.981441497574e-03       5.941611927245e+18       1.393291427210e+14       7.226563272935e+14       7.517977334682e+07       1.081785773841e+00       3.815882481151e-08       4.107523518208e+18       1.004999743092e+19       1.004999743092e+19       3.349711815151e+18      -1.108074878840e+21       1.725510403689e-04       6.779458044305e-02 
       3.806727770023e+07       5.216485053301e-13       1.217690858721e-02       3.126253304018e+09       1.429061756929e+04       3.754042331690e-04       5.440049218084e+11       7.030310323770e-03       5.778117893323e+18       1.364437201350e+14       7.076905502280e+14       7.413545405672e+07       1.065017713251e+00       3.815882481151e-08       3.994497693290e+18       9.773459720883e+18       9.773459720883e+18       3.257538528871e+18      -1.070093890246e+21       1.726326418169e-04       6.776341475829e-02 
       3.780265903995e+07       5.289770396863e-13       1.226214510643e-02       3.082941990476e+09       1.429061748405e+04       3.780320609436e-04       5.402233545105e+11       7.079521213988e-03       5.619122688756e+18       1.336180529091e+14       6.930347053719e+14       7.310975102631e+07       1.048614669858e+00       3.815882481151e-08       3.884581975125e+18       9.504531316639e+18       9.504531316639e+18       3.167901554627e+18      -1.033414761197e+21       1.727142443286e-04       6.773228469070e-02 
       3.753987983411e+07       5.364085303908e-13       1.234797825600e-02       3.040230721034e+09       1.429061739822e+04       3.806782834865e-04       5.364680741750e+11       7.129076562427e-03       5.464502520249e+18       1.308509035458e+14       6.786823742166e+14       7.210217638141e+07       1.032565101586e+00       3.815882481151e-08       3.777690783592e+18       9.243002837119e+18       9.243002837119e+18       3.080731101280e+18      -9.979928683040e+20       1.727958479122e-04       6.770119023634e-02 
       3.727892729605e+07       5.439444238302e-13       1.243441221231e-02       2.998111182510e+09       1.429061731178e+04       3.833430295607e-04       5.327388980722e+11       7.178978780041e-03       5.314137000902e+18       1.281410601757e+14       6.646272711766e+14       7.111225968497e+07       1.016857929219e+00       3.815882481151e-08       3.673740893460e+18       8.988670662693e+18       8.988670662693e+18       2.995959298120e+18      -9.637851177169e+20       1.728774525755e-04       6.767013139162e-02 
       3.701978872795e+07       5.515861867103e-13       1.252145117724e-02       2.956575176896e+09       1.429061722474e+04       3.860264288307e-04       5.290356447427e+11       7.229230294658e-03       5.167909056473e+18       1.254873360261e+14       6.508632408373e+14       7.013954719608e+07       1.001482515156e+00       3.815882481151e-08       3.572651369587e+18       8.741336776636e+18       8.741336776636e+18       2.913520142020e+18      -9.307498927015e+20       1.729590583267e-04       6.763910815331e-02 
       3.676245152031e+07       5.593353063417e-13       1.260909938901e-02       2.915614619760e+09       1.429061713710e+04       3.887286118683e-04       5.253581339885e+11       7.279833551097e-03       5.025704834226e+18       1.228885689020e+14       6.373842552589e+14       6.918360116426e+07       9.864286432520e-01       3.815882481151e-08       3.474343503906e+18       8.500808610956e+18       8.500808610956e+18       2.833349446044e+18      -8.988470030076e+20       1.730406651739e-04       6.760812051853e-02 
       3.650690315126e+07       5.671932909291e-13       1.269736111135e-02       2.875221538675e+09       1.429061704883e+04       3.914497101596e-04       5.217061868642e+11       7.330791011286e-03       4.887413614286e+18       1.203436206766e+14       6.241844113368e+14       6.824399915688e+07       9.716864996677e-01       3.815882481151e-08       3.378740754144e+18       8.266898896462e+18       8.266898896462e+18       2.755384789477e+18      -8.680376359733e+20       1.731222731253e-04       6.757716848476e-02 
       3.625313118596e+07       5.751616698651e-13       1.278624063889e-02       2.835388071668e+09       1.429061695996e+04       3.941898561109e-04       5.180796256682e+11       7.382105154385e-03       4.752927723432e+18       1.178513767930e+14       6.112579282158e+14       6.732033341829e+07       9.572466546806e-01       3.815882481151e-08       3.285768684222e+18       8.039425516959e+18       8.039425516959e+18       2.679565469218e+18      -8.382843093064e+20       1.732038821892e-04       6.754625204984e-02 
       3.600112327603e+07       5.832419940275e-13       1.287574229355e-02       2.796106465687e+09       1.429061687045e+04       3.969491830556e-04       5.144782739344e+11       7.433778476903e-03       4.622142451264e+18       1.154107457762e+14       5.985991447589e+14       6.641221025887e+07       9.431000454052e-01       3.815882481151e-08       3.195354906304e+18       7.818211367459e+18       7.818211367459e+18       2.605832452523e+18      -8.095508254832e+20       1.732854923738e-04       6.751537121198e-02 
       3.575086715892e+07       5.914358360812e-13       1.296587043180e-02       2.757369075094e+09       1.429061678033e+04       3.997278252600e-04       5.109019564231e+11       7.485813492820e-03       4.494955968674e+18       1.130206587547e+14       5.862025170680e+14       6.551924947249e+07       9.292379593696e-01       3.815882481151e-08       3.107429024433e+18       7.603084216283e+18       7.603084216283e+18       2.534128331036e+18      -7.818022277115e+20       1.733671036877e-04       6.748452596973e-02 
       3.550235065733e+07       5.997447907845e-13       1.305662943741e-02       2.719168360174e+09       1.429061668957e+04       4.025259179308e-04       5.073504991130e+11       7.538212733711e-03       4.371269248563e+18       1.106800689931e+14       5.740626160553e+14       6.464108378097e+07       9.156520189056e-01       3.815882481151e-08       3.021922579724e+18       7.393876570972e+18       7.393876570972e+18       2.464397276096e+18      -7.550047574018e+20       1.734487161392e-04       6.745371632204e-02 
       3.525556167858e+07       6.081704752992e-13       1.314802372872e-02       2.681496885673e+09       1.429061659817e+04       4.053435972206e-04       5.038237291924e+11       7.590978748868e-03       4.250985988740e+18       1.083879514331e+14       5.621741250666e+14       6.377735830416e+07       9.023341663060e-01       3.815882481151e-08       2.938768997056e+18       7.190425547873e+18       7.190425547873e+18       2.396584995265e+18      -7.291258130972e+20       1.735303297369e-04       6.742294226819e-02 
       3.501048821409e+07       6.167145295056e-13       1.324005774768e-02       2.644347319344e+09       1.429061650614e+04       4.081810002355e-04       5.003214750508e+11       7.644114105425e-03       4.134012536939e+18       1.061433022445e+14       5.505318375522e+14       6.292773005433e+07       8.892766497096e-01       3.815882481151e-08       2.857903533245e+18       6.992572745324e+18       6.992572745324e+18       2.330638690061e+18      -7.041339108103e+20       1.736119444893e-04       6.739220380786e-02 
       3.476711833872e+07       6.253786163212e-13       1.333273597629e-02       2.607712430527e+09       1.429061641346e+04       4.110382650410e-04       4.968435662706e+11       7.697621388479e-03       4.020257817902e+18       1.039451383860e+14       5.391306547868e+14       6.209186745365e+07       8.764720096738e-01       3.815882481151e-08       2.779263226629e+18       6.800164120324e+18       6.800164120324e+18       2.266507014844e+18      -6.799986457207e+20       1.736935604050e-04       6.736150094108e-02 
       3.452544021025e+07       6.341644220248e-13       1.342606292201e-02       2.571585088734e+09       1.429061632013e+04       4.139155306693e-04       4.933898336190e+11       7.751503201222e-03       3.909633262470e+18       1.017924971747e+14       5.279655836368e+14       6.126944987362e+07       8.639130663995e-01       3.815882481151e-08       2.702786848049e+18       6.613049868599e+18       6.613049868599e+18       2.204140036840e+18      -6.566906551839e+20       1.737751774929e-04       6.733083366826e-02 
       3.428544206877e+07       6.430736565845e-13       1.352004312503e-02       2.535958262268e+09       1.429061622615e+04       4.168129371257e-04       4.899601090394e+11       7.805762165062e-03       3.802052738622e+18       9.968443586398e+13       5.170317343733e+14       6.046016719536e+07       8.515929075726e-01       3.815882481151e-08       2.628414853173e+18       6.431084307965e+18       6.431084307965e+18       2.143489197265e+18      -6.341815830097e+20       1.738567957615e-04       6.730020199018e-02 
       3.404711223612e+07       6.521080539902e-13       1.361468115829e-02       2.500825016850e+09       1.429061613151e+04       4.197306253956e-04       4.865542256437e+11       7.860400919754e-03       3.697432484412e+18       9.762003123101e+13       5.063243185306e+14       5.966371938970e+07       8.395048767912e-01       3.815882481151e-08       2.556089336139e+18       6.254125764901e+18       6.254125764901e+18       2.084507273517e+18      -6.124440449636e+20       1.739384152199e-04       6.726960590802e-02 
       3.381043911532e+07       6.612693725916e-13       1.370998162565e-02       2.466178514270e+09       1.429061603621e+04       4.226687374513e-04       4.831720177035e+11       7.915422123526e-03       3.595691042753e+18       9.559837917237e+13       4.958386468095e+14       5.887981611613e+07       8.276425625457e-01       3.815882481151e-08       2.485753984469e+18       6.082036464248e+18       6.082036464248e+18       2.027148342407e+18      -5.914515954518e+20       1.740200358769e-04       6.723904542330e-02 
       3.357541118999e+07       6.705593954399e-13       1.380594916373e-02       2.432012011059e+09       1.429061594025e+04       4.256274162587e-04       4.798133206427e+11       7.970828453209e-03       3.496749197995e+18       9.361859430810e+13       4.855701270231e+14       5.810817633962e+07       8.159997877251e-01       3.815882481151e-08       2.417354035221e+18       5.914682421937e+18       5.914682421937e+18       1.971367744405e+18      -5.711786953475e+20       1.741016577414e-04       6.720852053795e-02 
       3.334201702383e+07       6.799799306353e-13       1.390258844185e-02       2.398318857173e+09       1.429061584361e+04       4.286068057846e-04       4.764779710292e+11       8.026622604369e-03       3.400529914248e+18       9.167980959388e+13       4.755142620861e+14       5.734852796454e+07       8.045705996205e-01       3.815882481151e-08       2.350836232352e+18       5.751933340672e+18       5.751933340672e+18       1.917122048867e+18      -5.516006809202e+20       1.741832808225e-04       6.717803125426e-02 
       3.311024526002e+07       6.895328116784e-13       1.399990416212e-02       2.365092494699e+09       1.429061574629e+04       4.316070510037e-04       4.731658065670e+11       8.082807291435e-03       3.306958275400e+18       8.978117594137e+13       4.656666480450e+14       5.660060748471e+07       7.933492604014e-01       3.815882481151e-08       2.286148785257e+18       5.593662508482e+18       5.593662508482e+18       1.864369020219e+18      -5.326937338300e+20       1.742649051293e-04       6.714757757493e-02 
       3.288008462067e+07       6.992198978272e-13       1.409790105754e-02       2.332326456580e+09       1.429061564829e+04       4.346282979053e-04       4.698766660881e+11       8.139385247834e-03       3.215961426791e+18       8.792186184635e+13       4.560229721496e+14       5.586415964895e+07       7.823302380390e-01       3.815882481151e-08       2.223241328439e+18       5.439746700064e+18       5.439746700064e+18       1.813067585077e+18      -5.144348521506e+20       1.743465306710e-04       6.711715950302e-02 
       3.265152390633e+07       7.090430744590e-13       1.419658389750e-02       2.300014365357e+09       1.429061554961e+04       4.376706935007e-04       4.666103895450e+11       8.196359226121e-03       3.127468518486e+18       8.610105302453e+13       4.465790109640e+14       5.513893714125e+07       7.715081976554e-01       3.815882481151e-08       2.162064882298e+18       5.290066080847e+18       5.290066080847e+18       1.763177800261e+18      -4.968018223849e+20       1.744281574567e-04       6.708677704200e-02 
       3.242455199537e+07       7.190042534373e-13       1.429595748414e-02       2.268149931923e+09       1.429061545024e+04       4.407343858303e-04       4.633668180027e+11       8.253731998114e-03       3.041410650110e+18       8.431795205497e+13       4.373306285172e+14       5.442470027491e+07       7.608779932754e-01       3.815882481151e-08       2.102571814994e+18       5.144504113684e+18       5.144504113684e+18       1.714660821701e+18      -4.797731924407e+20       1.745097854959e-04       6.705643019571e-02 
       3.219915784347e+07       7.291053734839e-13       1.439602664868e-02       2.236726954307e+09       1.429061535017e+04       4.438195239708e-04       4.601457936310e+11       8.311506355031e-03       2.957720817207e+18       8.257177803081e+13       4.282737744918e+14       5.372121670003e+07       7.504346599605e-01       3.815882481151e-08       2.044715805363e+18       5.002947468123e+18       5.002947468123e+18       1.667478874190e+18      -4.633282455320e+20       1.745914147979e-04       6.702611896840e-02 
