# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.742769010138e-10       7.643136558943e-15       5.080513074332e-13       2.854545713346e-19       9.460015893252e-09       5.821227115190e-10      -2.716983661631e-12 
    3       1.629253196255e-10       1.193595581758e-14       6.231552401194e-13       5.711297249071e-19       5.865077679802e-09       4.126001096816e-10      -2.299462119811e-12 
    4       1.523587137376e-10       1.276082624809e-14       6.277232564707e-13       9.523659468687e-19       4.085733580248e-09       3.123134152692e-10      -1.743058081364e-12 
    5       1.442530684229e-10       1.069437800903e-14       5.719105723051e-13       1.429437824137e-18       3.050338024510e-09       2.467122344550e-10      -1.206813235443e-12 
    6       1.384005079635e-10       7.408057523150e-15       4.891818166985e-13       2.002672422308e-18       2.382365826213e-09       2.007012905051e-10      -7.438592406623e-13 
    7       1.343224375780e-10       4.424439771892e-15       4.015907546680e-13       2.672439438277e-18       1.920581142047e-09       1.668480117873e-10      -3.777294392756e-13 
    8       1.316683996260e-10       2.477439797765e-15       3.216597566669e-13       3.439140265457e-18       1.585446952471e-09       1.411061525936e-10      -1.142214952988e-13 
    9       1.300577373788e-10       1.548661672808e-15       2.560805795775e-13       4.303196392508e-18       1.333925095252e-09       1.210622817593e-10       5.270878895033e-14 
   10       1.292663127257e-10       1.237933727821e-15       2.076421757627e-13       5.265037579958e-18       1.139946061083e-09       1.051394661317e-10       1.372813037675e-13 
   11       1.290889185441e-10       1.138898551984e-15       1.762573138853e-13       6.325090264682e-18       9.632006908469e-10       9.258071571883e-11       1.580814818676e-13 
   12       1.293751828261e-10       1.033238030616e-15       1.598824710210e-13       7.483766629629e-18       8.414416717914e-10       8.182872413059e-11       1.367576219768e-13 
