# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_nudm           12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       9.326212236469e+13       8.690109267065e-26       4.969479050487e-09       1.876595376799e+22       1.429059281648e+04       1.532304053794e-10       1.332771015915e+18       2.869287227189e-09       2.081614238068e+44       2.006383465810e+33       1.040647834493e+34       3.815882356171e-08       1.439995970030e+44       3.521610208222e+44       3.521610208222e+44       1.173870069366e+44      -9.448119297651e+52       8.148092750343e-07       1.433565615564e+01 
       9.261382558559e+13       8.812196612158e-26       5.004039849155e-09       1.850596348696e+22       1.429059281648e+04       1.543030182170e-10       1.323506470620e+18       2.889372237779e-09       2.024334923495e+44       1.964832479430e+33       1.019096648125e+34       3.815882356171e-08       1.400371922191e+44       3.424706845807e+44       3.424706845807e+44       1.141568948562e+44      -9.124267633414e+52       8.962902025377e-07       1.303241468694e+01 
       9.197003533823e+13       8.935999162362e-26       5.040419637226e-09       1.824957520491e+22       1.429059281648e+04       1.553831393446e-10       1.314306326336e+18       2.909597843444e-09       1.968631751041e+44       1.924141988812e+33       9.979917737741e+33       3.815882356171e-08       1.361838200436e+44       3.330469951596e+44       3.330469951596e+44       1.110156650492e+44      -8.811516580539e+52       9.777711300410e-07       1.194638012970e+01 
       9.133072029615e+13       9.061541014594e-26       5.074980435893e-09       1.799673901844e+22       1.429059281648e+04       1.564708213200e-10       1.305170135388e+18       2.929965028348e-09       1.914461350357e+44       1.884294173609e+33       9.773239685883e+33       3.815882356171e-08       1.324364802505e+44       3.238826152979e+44       3.238826152979e+44       1.079608717621e+44      -8.509485645158e+52       1.059252057544e-06       1.102742781203e+01 
       9.069584935070e+13       9.188846604308e-26       5.109541234560e-09       1.774740571555e+22       1.429059281648e+04       1.575661170692e-10       1.296097453216e+18       2.950474783546e-09       1.861781544502e+44       1.845271582526e+33       9.570841811300e+33       3.815882356171e-08       1.287922551705e+44       3.149704096322e+44       3.149704096322e+44       1.049901365402e+44      -8.217807375530e+52       1.140732985048e-06       1.023975439688e+01 
       9.006539160943e+13       9.317940710251e-26       5.145921022631e-09       1.750152676601e+22       1.429059281648e+04       1.586690798887e-10       1.287087838347e+18       2.971128107031e-09       1.810551317112e+44       1.807057125669e+33       9.372635474115e+33       3.815882356171e-08       1.252483074190e+44       3.063034391414e+44       3.063034391414e+44       1.021011463767e+44      -7.936126914996e+52       1.222213912551e-06       9.557104103757e+00 
       8.943931639467e+13       9.448848459290e-26       5.182300810702e-09       1.725905431198e+22       1.429059281648e+04       1.597797634479e-10       1.278140852381e+18       2.991926003780e-09       1.760730780460e+44       1.769634067068e+33       9.178533870127e+33       3.815882356171e-08       1.218018776871e+44       2.978749557440e+44       2.978749557440e+44       9.929165191103e+43      -7.664101570263e+52       1.303694840054e-06       8.959785097272e+00 
       8.881759324197e+13       9.581595331294e-26       5.218680598773e-09       1.701994115865e+22       1.429059281648e+04       1.608982217920e-10       1.269256059961e+18       3.012869485806e-09       1.712281144399e+44       1.732986017345e+33       8.988451992796e+33       3.815882356171e-08       1.184502825932e+44       2.896783970439e+44       2.896783970439e+44       9.655946567772e+43      -7.401400394483e+52       1.385175767558e-06       8.432738915079e+00 
       8.820019189868e+13       9.716207164103e-26       5.255060386844e-09       1.678414076504e+22       1.429059281648e+04       1.620245093446e-10       1.260433028760e+18       3.033959572207e-09       1.665164686165e+44       1.697096926535e+33       8.802306596019e+33       3.815882356171e-08       1.151909125938e+44       2.817073812208e+44       2.817073812208e+44       9.390246040343e+43      -7.147703784615e+52       1.466656695061e-06       7.964253419797e+00 
       8.758708232243e+13       9.852710158551e-26       5.291440174915e-09       1.655160723500e+22       1.429059281648e+04       1.631586809100e-10       1.251671329454e+18       3.055197289212e-09       1.619344721000e+44       1.661951077059e+33       8.620016157667e+33       3.815882356171e-08       1.120212299515e+44       2.739557020617e+44       2.739557020617e+44       9.131856735048e+43      -6.902703092605e+52       1.548137622564e-06       7.545082187176e+00 
       8.697823467967e+13       9.991130883568e-26       5.329638952389e-09       1.632229530822e+22       1.429059281648e+04       1.643007916764e-10       1.242970535704e+18       3.076583670236e-09       1.574785573594e+44       1.627533076840e+33       8.441500843887e+33       3.815882356171e-08       1.089387667592e+44       2.664173241287e+44       2.664173241287e+44       8.880577470620e+43      -6.666100249875e+52       1.629618550068e-06       7.167828077817e+00 
       8.637361934426e+13       1.013149628135e-25       5.366018740460e-09       1.609616035144e+22       1.429059281648e+04       1.654508972181e-10       1.234330224135e+18       3.098119755928e-09       1.531452550306e+44       1.593827852559e+33       8.266682474134e+33       3.815882356171e-08       1.059411230189e+44       2.590863780594e+44       2.590863780594e+44       8.636212601650e+43      -6.437607404698e+52       1.711099477571e-06       6.826502931254e+00 
       8.577320689599e+13       1.027383367261e-25       5.404217517935e-09       1.587315834979e+22       1.429059281648e+04       1.666090534986e-10       1.225749974314e+18       3.119806594219e-09       1.489311912151e+44       1.560820643058e+33       8.095484486937e+33       3.815882356171e-08       1.030259647727e+44       2.519571559975e+44       2.519571559975e+44       8.398571866260e+43      -6.216946571994e+52       1.792580405074e-06       6.516207343469e+00 
       8.517696811915e+13       1.041817076187e-25       5.440597306006e-09       1.565324589817e+22       1.429059281648e+04       1.677753168731e-10       1.217229368733e+18       3.141645240379e-09       1.448330848536e+44       1.528496992875e+33       7.927831906367e+33       3.815882356171e-08       1.001910222855e+44       2.450241071485e+44       2.450241071485e+44       8.167470237968e+43      -6.003849295130e+52       1.874061332578e-06       6.232893980710e+00 
       8.458487400115e+13       1.056453564291e-25       5.478796083480e-09       1.543638019284e+22       1.429059281648e+04       1.689497440912e-10       1.208767992784e+18       3.163636757061e-09       1.408477451704e+44       1.496842745911e+33       7.763651309199e+33       3.815882356171e-08       9.743408827823e+43       2.382818334579e+44       2.382818334579e+44       7.942727781622e+43      -5.798056319322e+52       1.955542260081e-06       5.973190064847e+00 
       8.399689573103e+13       1.071295680415e-25       5.518813850358e-09       1.522251902309e+22       1.429059281648e+04       1.701323922999e-10       1.200365434741e+18       3.185782214360e-09       1.369720691902e+44       1.465844039229e+33       7.602870792760e+33       3.815882356171e-08       9.475301620897e+43       2.317250854082e+44       2.317250854082e+44       7.724169513306e+43      -5.599317276217e+52       2.037023187584e-06       5.734262462253e+00 
       8.341300469814e+13       1.086346313430e-25       5.557012627833e-09       1.501162076299e+22       1.429059281648e+04       1.713233190460e-10       1.192021285740e+18       3.208082689861e-09       1.332030393213e+44       1.435487296987e+33       7.445419943437e+33       3.815882356171e-08       9.214571860169e+43       2.253487579318e+44       2.253487579318e+44       7.511625264098e+43      -5.407390379301e+52       2.118504115087e-06       5.513713906012e+00 
       8.283317249071e+13       1.101608392787e-25       5.595211405307e-09       1.480364436333e+22       1.429059281648e+04       1.725225822793e-10       1.183735139762e+18       3.230539268690e-09       1.295377210063e+44       1.405759224491e+33       7.291229805841e+33       3.815882356171e-08       8.961016542097e+43       2.191478864360e+44       2.191478864360e+44       7.304929547577e+43      -5.222042129735e+52       2.199985042591e-06       5.309502279863e+00 
       8.225737089444e+13       1.117084889097e-25       5.635229172185e-09       1.459854934361e+22       1.429059281648e+04       1.737302403552e-10       1.175506593607e+18       3.253153043570e-09       1.259732604377e+44       1.376646802372e+33       7.140232852607e+33       3.815882356171e-08       8.714438249143e+43       2.131176429377e+44       2.131176429377e+44       7.103921430972e+43      -5.043047032282e+52       2.281465970094e-06       5.119877198440e+00 
       8.168557189121e+13       1.132778814704e-25       5.673427949660e-09       1.439629578414e+22       1.429059281648e+04       1.749463520377e-10       1.167335246879e+18       3.275925114875e-09       1.225068823353e+44       1.348137280882e+33       6.992362954821e+33       3.815882356171e-08       8.474644996064e+43       2.072533323043e+44       2.072533323043e+44       6.908444409866e+43      -4.870187320970e+52       2.362946897597e-06       4.943329708838e+00 
       8.111774765760e+13       1.148693224272e-25       5.713445716538e-09       1.419684431831e+22       1.429059281648e+04       1.761709765020e-10       1.159220701965e+18       3.298856590679e-09       1.191358877859e+44       1.320218174315e+33       6.847555353058e+33       3.815882356171e-08       8.241450080431e+43       2.015503885983e+44       2.015503885983e+44       6.718346286339e+43      -4.703252694157e+52       2.444427825101e-06       4.778552051877e+00 
       8.055387056366e+13       1.164831215379e-25       5.753463483416e-09       1.400015612491e+22       1.429059281648e+04       1.774041733375e-10       1.151162564017e+18       3.321948586814e-09       1.158576521413e+44       1.292877255535e+33       6.705746629023e+33       3.815882356171e-08       8.014671937265e+43       1.960043715219e+44       1.960043715219e+44       6.533479050465e+43      -4.542040058674e+52       2.525908752604e-06       4.624405211494e+00 
       7.999391317146e+13       1.181195929124e-25       5.793481250294e-09       1.380619292057e+22       1.429059281648e+04       1.786460025509e-10       1.143160440930e+18       3.345202226921e-09       1.126696229756e+44       1.266102550624e+33       6.566874677774e+33       3.815882356171e-08       7.794133997669e+43       1.906109629601e+44       1.906109629601e+44       6.353698765076e+43      -4.386353282747e+52       2.607389680107e-06       4.479892548634e+00 
       7.943784823382e+13       1.197790550732e-25       5.835318006575e-09       1.361491695231e+22       1.429059281648e+04       1.798965245687e-10       1.135213943327e+18       3.368618642510e-09       1.095693180972e+44       1.239882333635e+33       6.430878680526e+33       3.815882356171e-08       7.579664551354e+43       1.853659636184e+44       1.853659636184e+44       6.178865453690e+43      -4.236002957376e+52       2.688870607610e-06       4.344138228979e+00 
       7.888564869297e+13       1.214618310180e-25       5.875335773453e-09       1.342629099019e+22       1.429059281648e+04       1.811558002407e-10       1.127322684535e+18       3.392198973007e-09       1.065543236164e+44       1.214205121459e+33       6.297699078012e+33       3.815882356171e-08       7.371096612945e+43       1.802652897534e+44       1.802652897534e+44       6.008842991528e+43      -4.090806165904e+52       2.770351535114e-06       4.216369457538e+00 
       7.833728767921e+13       1.231682482819e-25       5.917172529735e-09       1.324027832008e+22       1.429059281648e+04       1.824238908424e-10       1.119486280571e+18       3.415944365818e-09       1.036222920661e+44       1.189059668795e+33       6.167277544405e+33       3.815882356171e-08       7.168267791965e+43       1.753049699931e+44       1.753049699931e+44       5.843498999525e+43      -3.950586261481e+52       2.851832462617e-06       4.095901758751e+00 
       7.779273850965e+13       1.248986390020e-25       5.957190296613e-09       1.305684273647e+22       1.429059281648e+04       1.837008580783e-10       1.111704350120e+18       3.439855976378e-09       1.007709405738e+44       1.164434963227e+33       6.039556961766e+33       3.815882356171e-08       6.971020166400e+43       1.704811422450e+44       1.704811422450e+44       5.682704741260e+43      -3.815172652149e+52       2.933313390120e-06       3.982126709897e+00 
       7.725197468684e+13       1.266533399814e-25       5.999027052894e-09       1.287594853550e+22       1.429059281648e+04       1.849867640848e-10       1.103976514519e+18       3.463934968213e-09       9.799804908440e+43       1.140320220396e+33       5.914481395038e+33       3.815882356171e-08       6.779200159740e+43       1.657900506889e+44       1.657900506889e+44       5.526335022727e+43      -3.684400593306e+52       3.014794317623e-06       3.874501663684e+00 
       7.671496989756e+13       1.284326927548e-25       6.040863809176e-09       1.269756050793e+22       1.429059281648e+04       1.862816714334e-10       1.096302397735e+18       3.488182512990e-09       9.530145863146e+43       1.116704879284e+33       5.791996067543e+33       3.815882356171e-08       6.592658421409e+43       1.612280428525e+44       1.612280428525e+44       5.374268094852e+43      -3.558110987273e+52       3.096275245127e-06       3.772541093587e+00 
       7.618169801148e+13       1.302370436553e-25       6.084519554861e-09       1.252164393232e+22       1.429059281648e+04       1.875856431335e-10       1.088681626350e+18       3.512599790581e-09       9.267906965640e+43       1.093578597584e+33       5.672047336995e+33       3.815882356171e-08       6.411249710473e+43       1.567915667679e+44       1.567915667679e+44       5.226385558704e+43      -3.436150189736e+52       3.177756172630e-06       3.675809270674e+00 
       7.565213307992e+13       1.320667438816e-25       6.126356311142e-09       1.234816456831e+22       1.429059281648e+04       1.888987426354e-10       1.081113829543e+18       3.537187989115e-09       9.012884037369e+43       1.070931247170e+33       5.554582672009e+33       3.815882356171e-08       6.234832782562e+43       1.524771682059e+44       1.524771682059e+44       5.082572273311e+43      -3.318369822823e+52       3.259237100133e-06       3.583914038907e+00 
       7.512624933457e+13       1.339221495664e-25       6.170012056828e-09       1.217708864986e+22       1.429059281648e+04       1.902210338338e-10       1.073598639070e+18       3.561948305038e-09       8.764878518120e+43       1.048752909667e+33       5.439550629089e+33       3.815882356171e-08       6.063270279898e+43       1.482814879867e+44       1.482814879867e+44       4.942716266006e+43      -3.204626594587e+52       3.340718027636e-06       3.496501501373e+00 
       7.460402118627e+13       1.358036218456e-25       6.211848813109e-09       1.200838287880e+22       1.429059281648e+04       1.915525810707e-10       1.066135689245e+18       3.586881943173e-09       8.523697311413e+43       1.027033872102e+33       5.326900830108e+33       3.815882356171e-08       5.896428624344e+43       1.442012593639e+44       1.442012593639e+44       4.806708645252e+43      -3.094782124675e+52       3.422198955139e-06       3.413251465626e+00 
       7.408542322370e+13       1.377115269289e-25       6.255504558794e-09       1.184201441824e+22       1.429059281648e+04       1.928934491382e-10       1.058724616927e+18       3.611990116775e-09       8.289152634162e+43       1.005764622649e+33       5.216583940236e+33       3.815882356171e-08       5.734177913402e+43       1.402333054819e+44       1.402333054819e+44       4.674443515855e+43      -2.988702775976e+52       3.503679882643e-06       3.333873524565e+00 
       7.357043021222e+13       1.396462361707e-25       6.299160304479e-09       1.167795088624e+22       1.429059281648e+04       1.942437032821e-10       1.051365061496e+18       3.637274047593e-09       8.061061870468e+43       9.849358464708e+32       5.108551646337e+33       3.815882356171e-08       5.576391819075e+43       1.363745369015e+44       1.363745369015e+44       4.545817896514e+43      -2.886259492036e+52       3.585160810146e-06       3.258103671734e+00 
       7.305901709257e+13       1.416081261427e-25       6.344635039568e-09       1.151616034950e+22       1.429059281648e+04       1.956034092051e-10       1.044056664842e+18       3.662734965926e-09       7.839247429430e+43       9.645384216318e+32       5.002756635814e+33       3.815882356171e-08       5.422947489502e+43       1.326219491953e+44       1.326219491953e+44       4.420731639644e+43      -2.787327640049e+52       3.666641737649e-06       3.185701367918e+00 
